hotel,review_ru,review_uk,ratings
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or10-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отличное располождение, номера оформлены со вкусом. Вид из окон во дворы, но это можно пережить. Чисто и приветливый персонал. В номере можно снять красивые фоточки, на 3-м этаже в номере было очень светло при дневном свете.","Відмінне расположение, номери оформлені зі смаком . Вид з вікон у двори, але це можна пережити . Чисто і привітний персонал . У номері можна зняти гарні формочки, на 3-му поверсі в номері було дуже світло при денному світлі.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or10-Hotel19-Kharkiv_Kharkiv_Oblast.html,"24.01-25.01 жил в этом чудесном отеле. Номера, мебель, атмосфера - все на ""5""! А какие сырники на завтрак..)) В будущих поездках - только сюда!И расположение в центре удобно, все рядом . Своя паковка - 5 минут ходьбы от отеля. Но на большой машине заезжать будет тяжело.","24.01.2012 жив в цьому чудовому готелі . Номери, меблі, атмосфера - все на & quota; 5 & quota ;! А які сирники на сніданок ..) ) В майбутніх поїздках - тільки сюди! І розташування в центрі зручно, все поруч . Своя пакування - 5 хвилин ходьби від готелю . Але на великій машині заїжджати буде важко.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or10-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Очень хороший и не обычный отель С красиво оформленными номерами, холлом отеля и рестораном (хочу отметить не плохой завтрак, на выбор к заказу из меню 2 блюда и холодный стол, голодными не уйти)  В номерах есть все необходимое и даже больше, часть предметов интерьера можно приобрести  Номера не большие, но более чем функциональные  Хорошо убранные, включая санузел! В котором нету мыльных и известковых разводов в душевой кабинке... Очень не люблю данное явление в отелях  Единственный минус - это парковка, расположенная в нескольких кварталах от отеля... ","Дуже хороший і не звичайний готель З красиво оформленими номерами, холом готелю і рестораном (хочу відзначити непоганий сніданок, на вибір до замовлення з меню 2 страви і холодний стіл, голодними не піти) У номерах є все необхідне і навіть більше, частина предметів інтер&#39;єру можна придбати Номери не великі, але більш ніж функціональні Добре прибрані, включаючи санвузол! В якому немає мильних і вапняних розлучень в душовій кабінці ... Дуже не люблю дане явище в готелях Єдиний мінус - це парковка, розташована в декількох кварталах від готелю ...",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or10-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Великолепный отель, наверное лучший из которых останавливалась в Украине в целом. Отличное расположение, продуманный до мелочей интерьер, приветливый персонал, завтраки выше всех похвал, очень вкусная кухня в ресторане.","Розкішний готель, напевно кращий з яких зупинялася в Україні в цілому. Відмінне розташування, продуманий до дрібниць інтер&#39;єр, привітний персонал, сніданки вище всіх похвал, дуже смачна кухня в ресторані.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or10-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Как всегда - практически все хорошо. Отель все также радует отличным и стильным интерьером, приветливым обслуживанием и сервисом. По приезду очень быстро заселили и решили все вопросом с такси на утро и lunch box (апельсиновый фреш, творог с вареньем и отличный сэндвич на выбор) в связи с ранним выездом. Номера, как и отель в целом очень уютные и красиво и декорированы. Все новенькое или в очень хорошем стоянии: удобная кровать, кондиционер, рабочий стол, ванная комната с хорошей сантехникой, сейф, минибар, телевизор и небольшой шкаф. Изюминкой каждого номера является несколько книжных полок с книгами, которые можно почитать на досуге. Также все номера имеют отличную шумоизоляцию, которая позволяет хорошо отдохнуть и выспаться. Немного не понравился размер комнаты (в районе","Як завжди - практично всі добре . Готель все також радує відмінним і стильним інтер & #39; єром, привітним обслуговуванням та сервісом . По приїзду дуже швидко заселили і вирішили все питанням з таксі на ранок і Lunch box (апельсиновий фреш, сир з варенням і відмінний сендвіч на вибір) в зв & #39; язку з раннім виїздом . Номери, як і готель в цілому дуже затишні і красиво і декоровані . Все новеньке або в дуже хорошому стані: зручне ліжко, кондиціонер, робочий стіл, ванна кімната з гарною сантехнікою, сейф, міні - бар, телевізор і невелика шафа . Родзинкою кожного номера є кілька книжкових полиць з книгами, які можна почитати на дозвіллі . Також всі номери мають відмінну шумоізоляцію, яка дозволяє добре відпочити і виспатися . Трохи не сподобався розмір кімнати (в районі",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or15-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отличный отель в центре города) очень уютный, чистый, стильный, рядом есть ресторан ""абажур""! Отличная кухня! Бронировали номер, случайно сделали ошибку при бронировании, отель вернул деньги, все отлично, спасибо большое 😊😊😊","Відмінний готель в центрі міста) дуже затишний, чистий, стильний, поруч є ресторан & quota; абажур & quota ;! Відмінна кухня! бронювали номер, випадково зробили помилку при бронюванні, готель повернув гроші, все відмінно, спасибі велике",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or15-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Случайно попал в данный отель, так как там планировалось поселения директора нашей компании, но вместо него поселили меня))) Чудесное расположение, в центре, но в тоже время во внутреннем дворе, что позволяет избежать шума с дороги. Нестандартный дизайн номера, его просторность, чудесный балкон со столиком для двоих меня поразили. Отменный завтрак, вкусный и сытный. Снова же никаких тебе стандартный подходов, семга и прочие деликатесы в классическом варианте. Маленький трабл с телевизором, вернее даже с приемом сигнала, он был плохого качества. Но это так, замечание для поддержания персонала в тонусе))","Випадково потрапив в цей готель, так як там планувалося поселення директора нашої компанії, але замість нього поселили мене) )) Чудове розташування, в центрі, але в той же час у внутрішньому дворі, що дозволяє уникнути шуму з дороги . Нестандартний дизайн номера, його прозорість, чудовий балкон зі столиком для двох мене вразили . Відмінний сніданок, смачний і ситний . Знову ж ніяких тобі стандартний підходів, сьомга і інші делікатеси в класичному варіанті . Маленький Трабл з телевізором, вірніше навіть з прийомом сигналу, він був поганої якості . Але це так, зауваження для підтримки персоналу в тонусі) )",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or15-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Что могу сказать, я еще не попадал в такой самобытный отель, даже не отель в прямом понимании этого слова, я бы сказал - доходный дом, безумно уютный. При том что на момент нашего посещения все номера были заняты, мы за целый день только однажды столкнулись с посетителями, а так создается впечатление, что в отеле только обслуживающий персонал и мы)))) Относительно номера - чисто, красиво, уютно. Персонал - очень вежливый, хорошо обучен. Приемка номера при выселении заняла буквально 15 секунд","Що можу сказати, я ще не потрапляв в такий самобутній готель, навіть не готель в прямому розумінні цього слова, я б сказав - прибутковий будинок, шалено затишний. При тому що на момент наших відвідин всі номери були зайняті, ми за цілий день тільки один раз зіткнулися з відвідувачами, а так створюється враження, що в готелі тільки обслуговуючий персонал і ми)))) Щодо номера - чисто, красиво, затишно. Персонал - дуже важливий, добре навчений. Приймання номера при виселенні зайняла буквально 15 секунд",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or15-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Расположение- центр города, приятное тихое место, завтраки просто замечательные в цене номера, в ресторане дверь в дверь с отелем. Персонал супер приятный, номера чистые, вообщем очень понравилось, приехал по рекомендации своих российских друзей и не ошибся. Молодцы и спасибо","Розташування-центр міста, приємне тихе місце, сніданки просто чудові в ціні номера, в ресторані двері в двері з готелем. Персонал супер приємний, номери чисті, взагалі дуже сподобалося, приїхав за рекомендацією своїх російських друзів і не помилився. Молодці і спасибі",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or15-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Мне очень понравился отель своим интерьером и интересным подходом к клиентам (они предлагают купить понравившиеся детали интерьера). Номера с очень высокими потолками, уютные и чистые. Рядом куча развлечений и мест еды и отдыха. При этом завтрак, накрываемый в Абажуре, очень вкусный и сытный.  Единственный недостаток - хорошая слышимость - когда в соседнем номере утром громко включили телевизор, я подумала, что на улице началось развлечение с микрофоном. Обязательно остановлюсь здесь вновь.","Мені дуже сподобався готель своїм інтер & #39; єром і цікавим підходом до клієнтів (вони пропонують купити вподобані деталі інтер & #39; єру). Номери з дуже високими стелями, затишні і чисті . Поруч купа розваг і місць їжі і відпочинку . При цьому сніданок, що накривається в абажур, дуже смачний і ситний . Єдиний недолік - хороша сутність - коли в сусідньому номері вранці голосно включили телевізор, я подумала, що на вулиці почалося розвага з мікрофоном . Обов & #39; язково зупинюся тут знову.",40
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or20-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отель очень креативный, уютный, но я терпеть не могу волосы на простынях. Намекните вашим горничным о тщательной уборке кровати. Ибо это был не один волос, а большое количество волос под наволочкой и на простыне. На этом всё.","Готель дуже креативний, затишний, але я терпіти не можу волосся на простирадлах . натякають вашим покоївками про ретельному прибиранню ліжка . Бо це був не один волосся, а велика кількість волосся під наволочки і на простирадлі . На цьому все.",30
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or20-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отель не большой, но светлый, номера большие. Хорошее обслуживание, есть Wi-Fi. Большая ванная комната. Хорошее расположение. Милые девушки на ресепшен. Отель находится в центре, на тихой  и красивой улочке.","Готель не великий, але світлий, номери великі . Гарне обслуговування, є Wi - Fi . Велика ванна кімната . Гарне розташування . Любі дівчата на ресепшені . Готель знаходиться в центрі, на тихій і красивою вуличці.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or20-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Это место вызывает у меня очень приятные воспоминания. Хорошее расположение. Милые девушки на ресепшен. Очень уютный номер , с особенной атмосферой. Уборка в номерах проводиться ежедневно и очень хорошо. Прекрасное место для любого вида поездки","Це місце викликає у мене дуже приємні спогади . Гарне розташування . Любі дівчата на ресепшені . Дуже затишний номер, з особливою атмосферою . Прибирання в номерах проводиться щодня і дуже добре . Прекрасне місце для будь - якого виду поїздки",40
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or20-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Номер в Отеле 19 мы сняли на свадьбу и ни разу не пожалели! Это невероятно красивое место, где продумана каждая деталь. Все чисто, аккуратно, приветливый персонал. Именно то, чего хотелось в такой особенный день. Спасибо вам, вы замечательные!","Номер в готелі 19 ми зняли на весілля і жодного разу не пошкодували! Це неймовірно красиве місце, де продумана кожна деталь. Все чисто, акуратно, привітний персонал. Саме те, чого хотілося в такий особливий день. Спасибі вам, ви чудові!",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or20-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отличный интерьер, приветливый персонал. Великолепный завтрак, стабильный Wi-Fi, большая ванная комната. Парковка далековато (особенно чувствуется если идти в мороз). В номере установлен фанкойл для обогрева, не так просто понять какая температура будет комфортная на ночь.","Відмінний інтер & #39; єр, привітний персонал . Чудовий сніданок, стабільний Wi - Fi, велика ванна кімната . Парковка далеко (особливо відчувається якщо йти в мороз). У номері встановлено Фанконі для обігріву, не так просто зрозуміти яка температура буде комфортна на ніч.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or25-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Останавливаюсь в третий раз, каждый раз с удовольствием!  Прекрасно оборудованные, очень чистые номера, отличный завтрак с широким выбором качественных вариантов, сервис в отеле на высшем уровне.  Кто предпочтёт выйти, далеко не прийдется: рядом отличный бар Москвич, коктейли на уровне!","Зупиняюся в третій раз, кожен раз із задоволенням! Прекрасно обладнані, дуже чисті номери, відмінний сніданок з широким вибором якісних варіантів, сервіс в готелі на вищому рівні. Хто віддасть перевагу вийти, далеко не прийдеться: поруч відмінний бар Москвич, коктейлі на рівні!",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or25-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Посетил я Харьков, и один день посчастливилось мне пожить в этом отеле, надо было сразу бронировать дня на три, так как очень популярное место и понятно почему.  Месторасположение отличное, метро рядом, тц рядом, деловой центр рядом, отель в тихом и уютном месте. Интерьер самая настоящая классика, одноименное кафе на цокольном этаже просто песня.","Відвідав я Харків, і один день пощастило мені пожити в цьому готелі, треба було відразу бронювати дня на три, так як дуже популярне місце і зрозуміло чому . Місцезнаходження відмінне, метро поруч, ТЦ поруч, діловий центр поруч, готель в тихому і затишному місці . Інтер & #39; єр справжнісінька класика, однойменне кафе на цокольному поверсі просто пісня.",50
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or25-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Немного странный ""отель"" с претензией на оригинальность, который неместному найти совсем непросто. Из хорошего: удобные кровати, качественная сантехника, тихо, хороший ресторан (вкусно). Остальное так себе, очень на любителя. Расположение летней площадки ресторана в каменном мешке дворика, среди заброшенных зданий - неуютно плюс жарко как в аду даже вечером. Нет лифта, и по достаточно крутой лестнице вы будете переть свой багаж сами. Нет балкона, так что если вы курите, будете карабкаться вниз-вверх по той же лестнице. На троечку.","Трохи дивний & quota; готель & quota; з претензією на оригінальність, який немісцевого знайти зовсім непросто . З хорошого: зручні ліжка, якісна сантехніка, тихо, хороший ресторан (смачно). Решта так собі, дуже на любителя . Розташування літнього майданчика ресторану в кам & #39; яному мішку дворика, серед покинутих будівель - незатишно плюс жарко як в пеклі навіть увечері . Немає ліфта, і за досить крутими сходами ви будете перти свій багаж самі . Ні балкона, так що якщо ви курите, будете дертися нагору по тій же сходах . На трієчку.",30
https://www.tripadvisor.ru/Hotel_Review-g295369-d3262126-Reviews-or25-Hotel19-Kharkiv_Kharkiv_Oblast.html,"Отель уютный, расположение его и для путешественника, и для делового человека, выше всяких похвал. Самый центр! Декор приятный, располагающий к отдыху. Постельное белье, полотенца, белоснежные, матрас и подушка способствуют крепкому сну (что не всегда случается в отелях такого уровня), есть тапочки, халат. Качественная сантехника. Завтраки в ресторане выше всяких похвал, вкусные, качественные, никакой шведских стол не идет в сравнение. Приезжайте, проверьте! Спасибо всему персоналу отеля! Вы делаете все, чтобы отель пришёлся по душе. С удовольствием остановлюсь в отеле в следующий раз.    ","Готель затишний, розташування його і для мандрівника, і для ділової людини, вище всяких похвал. Самий центр! Декор приємний, що розташовує до відпочинку. Постільна білизна, рушники, білосніжні, матрац і подушка сприяють міцному сну (що не завжди трапляється в готелях такого рівня), є тапочки, халат. Якісна сантехніка. Сніданки в ресторані вище всяких похвал, смачні, якісні, ніякої шведських стіл не йде в порівняння. Приїжджайте, перевірте! Спасибі всьому персоналу готелю! Ви робите все, щоб готель припав до душі. Із задоволенням зупинюся в готелі в наступний раз.",50
