hotel,review_ru,review_uk,ratings
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or10-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Приехали друзья из Львова, поселил их в этот чудесный отель, обстоятельства сложились так, что и самому пришлось одну ночь там остановится. Все на высшем уровне, от чистых номеров до невероятно вкусных завтраков. Советую ! P.S друзьям тоже все очень понравилось...","Приїхали друзі зі Львова, поселив їх в цей чудовий готель, обставини склалися так, що й самому довелося одну ніч там зупиниться. Все на вищому рівні, від чистих номерів до неймовірно смачних сніданків. Раджу! PS друзям теж все дуже сподобалося ...",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or10-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"С коллегами были в И-Ф на семинаре, остановились у Надежды. Замечательный отель в центре города. Все рядом. Номера чистые и главное не прокуренные. Еда в столовой простая, но вкусная. Персонал приветливый и видзивчивий. Все понравилось! Рекомендую!","З колегами були в І - Ф на семінарі, зупинилися у Надії . Чудовий готель в центрі міста . Все поруч . Номери чисті і головне не пробурені . Їжа в їдальні проста, але смачна . Персонал привітний і відбірковій . Все сподобалося! Рекомендую!",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or10-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Были группой в отеле три дня.  Обслуживание хорошее. Номера чистые и просторные. Кровати удобные. Полотенца меняют каждый день. Инфраструктура удобная. Не смотря на то, что отель находиться в центре города, в номерах не шумно.","Були групою в готелі три дні. Обслуговування хороше. Номери чисті і просторі. Ліжка зручні. Рушники міняють щодня. Інфраструктура зручна. Не дивлячись на те, що готель знаходитися в центрі міста, в номерах не шумно.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or10-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Если не брать во внимание интерьер (чуть совдеповский), то очень хорошо. Удобные кровати, подушки, чисто. Сон был изумителен. Прекрасные девочки на рецепшен. Если нужно такси, вызывайте через отель, сами нет. С такси в городе, если вызываешь сам, проблема. Ресторан при отеле ничего. Но можно получше найти в городе. На выходные свадьбы, поэтому просите этаж повыше. )))","Якщо не брати до уваги інтер & #39; єр (трохи попівський), то дуже добре . Зручні ліжка, подушки, чисто . Сон був дивний . Прекрасні дівчата на ресепшені . Якщо потрібно таксі, викликайте через готель, самі немає . З таксі в місті, якщо викликає сам, проблема . Ресторан при готелі нічого . Але можна краще знайти в місті . На вихідні весілля, тому просите поверх вище .) ) )",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or15-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Мини-бар в отеле-это ""добровольно-принудительный"" сервис. Т.к. мое первое пребывание здесь в 2012 году прошло замечательно, оставив только лучшие впечатления, возможно поэтому я потеряла бдительность, находясь в отеле во второй раз. За 4 дня пребывания ничего не предвещало проблем, а возникли они при выселении, а точнее при сдаче ключа на ресепшн. Администратор Ярослава созвонилась с горничной и выяснилось, что у нас в номере отсутствует пульт от телевизора и вскрыты продукты из мини-бара. Вернувшись в номер в великом удивлении и шоке, я подверглась  обвинениям двух горничных, которые на повышенных тонах хором обвиняли меня в воровстве и требовали это оплатить, при этом говоря, что они не могут сами за всех платить. Из чего я сделала вывод, что это случай не единичный. На мои","Міні - бар в готелі - це & quota; добровільно - примусовий & quota; сервіс . Оскільки моє перше перебування тут у 2012 році пройшло чудово, залишивши тільки кращі враження, можливо тому я втратила пильність, перебуваючи в готелі вдруге . За 4 дні перебування нічого не віщувало проблем, а виникли вони при виселенні, а точніше при здачі ключа на ресепшн . Адміністратор Ярослава додзвонилася з покоївкою і з & #39; ясувалося, що у нас в номері відсутній пульт від телевізора і розкриті продукти з міні - бару . Повернувшись в номер у великому здивуванні й шоці, я піддалася звинуваченням двох покоївок, які на підвищених тонах хором звинувачували мене в крадіжці і вимагали це оплатити, при цьому кажучи, що вони не можуть самі за всіх платити . З чого я зробила висновок, що це випадок не поодинокий . на мої",10
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or15-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Всем могу рекомендовать этот отель. Находится в центре, очень приятная атмосфера, персонал и атмосфера. Отличный ресторан, все очень вкусно. Обязательно только в этом отеле останавливайтесь. Лучший отель в этом городе. ","Всім можу рекомендувати цей готель. Знаходиться в центрі, дуже приємна атмосфера, персонал і атмосфера. Відмінний ресторан, все дуже смачно. Обов&#39;язково тільки в цьому готелі зупиняйтеся. Кращий готель в цьому місті.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or15-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Не могу сказать что все идеально: не совсем понятная система выключателей. могут случайно зайти служащие отеля)-благо я была одета (халатов тут нет). Но завтраки отличные лучше чем у 4*, отношение персонала чуткое, девочки на рецептии умнички. все быстро, четко. Да и от вокзала-центра города 2 шага.","Не можу сказати що все ідеально: не зовсім зрозуміла система вимикачів . можуть випадково зайти службовці готелю) - благо я була одягнена (халатів тут немає). Але сніданки відмінні краще ніж у 4 *, ставлення персоналу чуйне, дівчинки на рецепт розумника . все швидко, чітко . Та й від вокзалу - центру міста 2 кроки.",20
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or15-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Если вы хотите испортить себе настроение в праздничный вечер, то вам сюда. Начнем с того что номер, который был оплачен мною заранее был занят. Мне предложили номер с двумя отдельными кроватями вместо одной большой (по сути самое главное из-за чего был выбран даный номер), после продолжительного разговора мне был предложен номер на этаже для курящих. Вроде уже все, но при выезде меня спросили не поменял ли я ихнюю вешалку на свою. Ладно бы сказали что просто взял) Завтрак посредственный и не очень вкусный. Девушки на рисепшине все врям извиняются, но одними извинениями к сожалению не скрасиш впечатление от пребывания.","Якщо ви хочете зіпсувати собі настрій в святковий вечір, то вам сюди . Почнемо з того що номер, який був оплачений мною заздалегідь був зайнятий . Мені запропонували номер з двома окремими ліжками замість однієї великої (по суті найголовніше через що був обраний даний номер), після тривалої розмови мені був запропонований номер на поверсі для курців . Начебто вже все, але при виїзді мене запитали чи не поміняв я їхню вішалку на свою . Гаразд би сказали що просто взяв) Сніданок посередній і не дуже смачний . Дівчата на Лапшин все время вибачаються, але одними вибаченнями нажаль не красі враження від перебування.",40
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or20-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Держа путь в Буковель, мы решили остановиться именно в этом отеле читая отзывы о нем и его конкурентов! Парковка- все четко поставили, под камеру как мы и просили! На ресепшене приятные девочки поселили за 5 минут, номер - не плохо, для такой ценовой политики то что надо)!  Вот только ресторан- это не ресторан, а конкретно банкетный зал, 3 дня рождения сразу, несколько туристических групп.... еду несли нам около часа. Так как у меня ресторан и я хожу в них постоянно, удивить меня едой не реально)!  Поэтому 4 из 5 ;)! ","Тримаючи шлях в Буковель, ми вирішили зупинитися саме в цьому готелі читаючи відгуки про нього і його конкурентів! Парковка- все чітко поставили, під камеру як ми і просили! На ресепшені приємні дівчинки поселили за 5 хвилин, номер - не погано, для такої цінової політики то що треба)! Ось тільки ресторан-це не ресторан, а конкретно банкетний зал, 3 дня народження відразу, кілька туристичних груп .... їжу несли нам близько години. Так як у мене ресторан і я ходжу в них постійно, здивувати мене їжею не реально)! Тому 4 з 5;)!",40
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or20-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Понравилось абсолютно все!Отель расположен в центре города-это очень удобно.  Номер уютный и спроектирован со вкусом. Все новое, чистое. Приветливый и внимательный персонал,что очень порадовало, огромное спасибо. Завтрак очень вкусный.","Сподобалося абсолютно все! Готель розташований в центрі міста-це дуже зручно. Номер затишний і спроектований зі смаком. Все нове, чисте. Привітний і уважний персонал, що дуже порадувало, величезне спасибі. Сніданок дуже смачний.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or20-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Отлично все. Бесконечный восторг от использования одной ткани для всех элементов комнаты. Замена брендированных полотенец каждый день Чайник,чай и кофе. Волшебные баночки с косметическими средствами. Комфортные курилки для курящих на каждом этаже. Все волшебно и хорошо. Пожелание-добавить рыбные блюда в завтраки. А так Надежда туристического бизнеса Украины. Так держать! ","Відмінно все. Нескінченний захоплення від використання однієї тканини для всіх елементів кімнати. Заміна брендованих рушників кожен день Чайник, чай і кава. Чарівні баночки з косметичними засобами. Комфортні курилки для курців на кожному поверсі. Всі чарівно і добре. Побажання-додати рибні страви в сніданки. А так Надія туристичного бізнесу України. Так тримати!",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or20-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Находится в центральной части Ивано-Франковска. От жд вокзала можно добраться пешком, не спеша, за 15 минут. Номера просторные. В номерах чисто. Был весной, в марте, в номере было комфортно (по температуре), не замерзал :) Рядом много мест, где можно покушать. В самой гостинице есть ресторан, с хорошей кухней. Местные жители отмечают там свои события (ДР, свадьбы и прочее)","Знаходиться в центральній частині Івано-Франківська. Від залізничного вокзалу можна дістатися пішки, не поспішаючи, за 15 хвилин. Номери просторі. У номерах чисто. Був навесні, в березні, в номері було комфортно (по температурі), не замерзав :) Поруч багато місць, де можна поїсти. У самому готелі є ресторан, з гарною кухнею. Місцеві жителі відзначають там свої події (ДР, весілля та інше)",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or20-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Хороший отель. Удобное местоположение, недалеко от вокзала и центра города. Хорошая мебель, удобный матрас, профессиональное белье. Завтрак шведский стол Единственный минус- лифт. Гостей много и приходится ждать до 20 минут, если едешь с вещами, это осень неудобно","Хороший готель. Зручне місце розташування, недалеко від вокзалу і центру міста. Гарні меблі, зручний матрац, професійне білизна. Сніданок шведський стіл Єдиний мінус-ліфт. Гостей багато і доводиться чекати до 20 хвилин, якщо їдеш з речами, це осінь незручно",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or25-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Отель недалеко от жд вокзала и центра города. Персонал приятный, всегда доступен: разрешили оставить вещи после выселения.  Номеров много и цены неплохие (одноместное размещение - 500 гривен, двух 700). В цену входит завтрак с 7 до 10 - шведский стол. Выбор блюд приятен: 3 вида колбасок, яичница, два вида каш, тосты, кофе, соки. Разнообразия хватит на пару дней.  Сами номера чистые, кровать мягкая, есть мини-бар за отдельную плату. Есть TV с 50 каналами на разных языках.  Из минусов: скудный набор средств гигиены: мыло и тюбик шампуня, жесткие полотенца, неудобные розетки.  Много людей по выходным, так как проводят постоянно свадьбы.  На фото вид из окна 3 этажа.","Готель недалеко від залізничного вокзалу та центру міста . Персонал приємний, завжди доступний: дозволили залишити речі після виселення . номерів багато і ціни непогані (одномісні розміщення - 500 гривень, двох 700). В ціну входить сніданок з 7 до 10 - шведський стіл . Вибір страв приємний : 3 види ковбасок, яєчня, два види каш, тости, кава, соки . Розмаїття вистачить на пару днів . Самі номери чисті, ліжко м & #39; яка, є міні - бар за окрему плату . Є TV з 50 каналами на різних мовах . З мінусів: мізерний набір засобів гігієни: мило і тюбик шампуню, жорсткі рушники, незручні розетки . Багато людей по вихідним, так як проводять постійно весілля . На фото вид з вікна 3 поверху.",40
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or25-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"отель расположен в центре города, около мемориального сквера, близко так называемая ""стометровка"" - пешеходная улица с множеством маленьких уютных кафе. Номера отличные, но стандартные маленькие. Завтрак -шведский стол. Удобно, что есть охраняемая парковка.","готель розташований в центрі міста, біля меморіального скверу, близько так звана & quota; стометрівка & quota; - пішохідна вулиця з безліччю маленьких затишних кафе . Номери відмінні, але стандартні маленькі . Сніданок - шведський стіл . Зручно, що є парковка.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or25-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Вот все хорошо. Расположение очень удачное. Близко жд вокзал. Траспортная развязка. Город красивый и чистый. В этом городе хочется жить. Шведский стол на завтрак - блюда на выбор в изобилии. Места для курения близко с номером. Чисто,мило и очень уютно. Ежедневные баночки с косметическими средствами Однозначно-прекрасный отель!","Ось все добре . Розташування дуже вдале . Близько ЖД вокзал . Транспортна розв & #39; язка . Місто красиве і чисте . У цьому місті хочеться жити . Шведський стіл на сніданок - блюда на вибір в достатку . Місця для куріння поряд з номером . Чисто, мило і дуже затишно . Щоденні баночки з косметичними засобами Однозначно - прекрасний готель!",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or25-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Отель имеет достаточно большой размах в плане размеров:холла,корридоры,номера. Чисто со вкусом все на своем месте. В ресторане отличные бизнес ланчи за 50грн.:все свежее и вкусное.Завтраки:шведский стол,еда есть для каждого у кого какие приоритеты от овсяной каши до колбасок собственного производства. Отель очень удачно расположен в самом центре города от куда можно прогуляться в любом нужном тебе направлении.","Готель має досить великий розмах в плані розмірів: холу, коридори, номера . Чисто зі смаком все на своєму місці . У ресторані відмінні бізнес ланчі за 50 грн .: Все свіже і вкусе . завтрак: шведський стіл, їжа є для кожного у кого які пріоритети від вівсяної каші до ковбасок власного виробництва . Готель дуже вдало розташований в самому центрі міста від куди можна прогулятися в будь - якому потрібному тобі напрямку.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or25-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html," Приятный персонал, отличный номер, хороший ремонт , сам центр города, немного дороговато, цены в ресторане выше среднего, спа  нету, кондиционер работал справно. Вообще рекомендую 🌞✨🌙☄️⭐️☀️⭐️☀️🌟🌤💫⛅️","Приємний персонал, відмінний номер, хороший ремонт, сам центр міста, трохи дорогувато, ціни в ресторані вище середнього, спа нету, кондиціонер працював справно. Взагалі рекомендую 🌞✨🌙☄️⭐️☀️⭐️☀️🌟🌤💫⛅️",40
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or30-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Заезжали в отель группой из 10 чел. У всех были заказан и предварительно оплачен ранний заезд в номера по два человека. Первое, что не понравилось – огромная очередь на регистрации и персонал, который просто не квалифицирован и не может решить элементарные проблемы, дальше больше – в наши номера нас не заселили, потому что они не были готовы и в них шла уборка!!! Внимание, мы их оплатили, но не получили – возмутительно, правда?  Люди мы не скандальные, предложили позавтракать пока номера уберут – через час ситуация не изменилась. В ресторане такая же история – одна кофе-машина на весь ресторан, кофе пили только самые терпеливые, которые смогли ждать минимум 15 мин!!! 15 минут в очереди за кофе!!! Итог, мы спешили на встречу, нервничали и нам дали один одноместный номер на троих","Заїжджали в готель групою з 10 чол. У всіх були замовлений і попередньо оплачений ранній заїзд в номери по дві людини. Перше, що не сподобалося - величезна черга на реєстрацію і персонал, який просто не кваліфікований і не може вирішити елементарні проблеми, далі більше - в наші номери нас не заселили, тому що вони не були готові і в них йшла прибирання !!! Увага, ми їх сплатили, але не отримали - обурливо, правда? Люди ми не скандальні, запропонували поснідати поки номера приберуть - через годину ситуація не змінилася. У ресторані така ж історія - одна кава-машина на весь ресторан, каву пили тільки самі терплячі, які змогли чекати мінімум 15 хв !!! 15 хвилин в черзі за кавою !!! Підсумок, ми поспішали на зустріч, нервували і нам дали один одномісний номер на трьох",10
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or30-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Удобное месторасположение,хорошо добраться до центра,недалеко ж/д вокзал.Это Отель ""Надия"" или ""Надежда"" по русски....Турфирма ""Надия"",Есть 2 ресторана,салон красоты, бутик подарков ""Для тебя"".В ресторане вкусно готовят,живая музыка, приветливые официанты.Жили в номере на 2 чел.Просто,чисто, когда  мы там находились  были перебой в номере  с водой,но  все таки  все решилось  положительно.В целом  понравилось.","Зручне місце розташування, добре дістатися до центру, недалеко ж / д вокзал . Ето Готель & quota; Надія & quota; або & quota; Надія & quota; по русски .... турфірма & quota; Надія & quota;, Є 2 ресторани, салон краси, бутік подарунків & quota; Для тебе & quota; У ресторані смачно готують, жива музика, привітні офіціанти . Жіл в номері на 2 чел . Просто, чисто, коли ми там знаходилися були перебій в номері з водою, але все таки все вирішилося положительно . В цілому сподобалося.",50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or30-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,Хороший место. Местоположения хороший. Рестораны супер. Хороший кондитерский на первом этаже. обмен валюта 24 часа но курс заниженный . Очень вкусно готовят. Персонал хорош. Вид из окна красивый . Паркинг большой.,Хороший місце. Місця розташування хороший. Ресторани супер. Хороший кондитерський на першому поверсі. обмін валюта 24 години але курс занижений. Дуже смачно готують. Персонал хороший. Вид з вікна гарний. Паркінг великий.,50
https://www.tripadvisor.ru/Hotel_Review-g303930-d548386-Reviews-or30-Nadiya_Hotel-Ivano_Frankivsk_Ivano_Frankivsk_Oblast.html,"Отдыхала с подругой в мае 2017 года. Мне эту гостиницу посоветовал брат, который к слову если едет в Ивано-Франковск всегда останавливается именно в ней. Все очень понравилось, гостиница расположена в центре, от ж/д вокзала 10 минут медленным шагом, что очень радует)) Сама по себе гостиница очень светлая, чистая, очень приветливый персонал, если возникнут какие то вопросы они с радостью помогут. Отдельное спасибо девушки с тур агенства, которое расположено на 1 этаже гостиницы, по ее рекомендации мы попали в Буковель, (где получили такой заряд положительных эмоций, что просто не передать словами), хоть изначально планировали только в Яремче, именно она нам посоветовала в Яремче заехать на обратной дороге.  Питание - завтрак - шведский стол, где все нереально вкусно, плюс к этому","Відпочивала з подругою в травні 2017 року. Мені цей готель порадив брат, який до слова якщо їде в Івано-Франківськ завжди зупиняється саме в ній. Все дуже сподобалося, готель розташований в центрі, від ж / д вокзалу 10 хвилин повільним кроком, що дуже радує)) Сама по собі готель дуже світла, чиста, дуже привітний персонал, якщо виникнуть якісь питання вони з радістю допоможуть. Окреме спасибі дівчата з тур агенції, яке розташоване на 1 поверсі готелю, за її рекомендацією ми потрапили в Буковель, (де отримали такий заряд позитивних емоцій, що просто не передати словами), хоч спочатку планували тільки в Яремче, саме вона нам порадила в Яремче заїхати на зворотній дорозі. Харчування - сніданок - шведський стіл, де все нереально смачно, плюс до цього",40
