hotel,review_ru,review_uk,ratings
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or10-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Удобное расположение отеля: 15 минут (пешком) от ж\д и автовокзала, 5 минут ходьбы до центра города, хотя сам отель и расположен в центре, возле реки УЖ. У нас был просторный двухкомнатный номер с балконом. В номере большой чистый санузел с ванной, уборка на высшем уровне, приветливый персонал. Отличная кухня и умеренная цена за проживание. Вообщем все на высоте!!!","Зручне розташування готелю : 15 хвилин (пішки) від ж д і автовокзалу , 5 хвилин ходьби до центру міста, хоча сам готель і розташований в центрі, біля річки уж . У нас був просторий двокімнатний номер з балконом . У номері великий чистий санвузол з ванною, прибирання на вищому рівні, привітний персонал . Відмінна кухня і помірна ціна за проживання . вообще все на висоті!!!",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or10-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Прекрасная гостиница. Всё что нужно для проживания. Очень удобное местоположение в центре города. Номера, еда, персонал - соответствие цены и качества. Рекомендую бронировать заранее - гостиница часто заполнена.","Прекрасна готель. Все що потрібно для проживання. Дуже зручне місце розташування в центрі міста. Номери, їжа, персонал - відповідність ціни і якості. Рекомендую бронювати заздалегідь - готель часто заповнена.",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or10-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Не могла бы и подумать,что в Украине есть такой чудесный город! Самые сильные позитивные впечатления со всей страны привезены именно из Ужгорода. Всем настоятельно рекомендую посетить маленький Париж. Неспешный, размеренный,красивый,спокойный. Сервис европейского уровня,цены провинциального класса,свободный от предрассудков и ущемлений интересов. Сам отель. Номер. Так получилось,что номер Стандарт. Довольно ограниченный, но комфортный для проживания. Телевизор,кондиционер,темные шторы,санузел. Косметические наборы-ура,нетривиальные пакетики. Сервис. Как в правильных отелях. В Ваше отсутствие. Мусор вынесен,кроватка заправлена,полотенца заменены,гигиенический набор доставлен.  Завтрак. Нормальное меню шведского стола. Есть выбор для всех. Изюминка отеля - музыкант,играющий","Не могла б і подумати, що в Україні є такий чудовий місто! Найсильніші позитивні враження з усієї країни привезені саме з Ужгорода. Всім настійно рекомендую відвідати маленький Париж. Неспішний, розмірений, красивий, спокійний. Сервіс європейського рівня, ціни провінційного класу, вільний від забобонів і утисків інтересів. Сам готель. Номер. Так вийшло, що номер Стандарт. Досить обмежений, але комфортний для проживання. Телевізор, кондиціонер, темні штори, санвузол. Косметичні набори-ура, нетривіальні пакетики. Сервіс. Як в правильних готелях. В час Вашої відсутності. Сміття винесено, ліжечко заправлена, рушники замінені, гігієнічний набір доставлений. Сніданок. Нормальне меню шведського столу. Є вибір для всіх. Родзинка готелю - музикант, який грає",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or10-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Люкс он и в Африке люкс. Номер шикарен- просторный, как квартира. Ванная с всевозможными принадлежностями, балкон. Завтрак был включён- на завтраке живая музыка- пианист играл на фортепиано (первый раз такое вижу). Выбор конечно не как в турецком отеле, но очень неплохо, достаточно разнообразно. Попали в период, когда не работали электронные ключи,  и приходилось каждый раз просить кого-то из персонала открыть дверь/ больше никакого дискомфорта не было","Люкс він і в Африці люкс . Номер лікарень - просторий, як квартира . Ванна з усілякими аксесуарами, балкон . Сніданок був включені - на сніданку жива музика - піаніст грав на фортепіано (перший раз таке бачу). Вибір звичайно не як в турецькому готелі, але дуже непогано, досить різноманітно . Потрапили в період, коли не працювали електронні ключі, і доводилося щоразу просити когось із персоналу відкрити двері / більше ніякого дискомфорту не було",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or15-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Современный хороший отель в центре города. очень близко и до вокзала ,и до исторического центра города. Отель очень хороший, современный, уровень высокий. Номера прекрасные, просторные, есть бесплатный Wi-Fi. Завтраки очень вкусные, хороший ассортимент блюд на все вкусы и пристрастия. Персонал очень приветливый. Вообщем, все на высоком уровне. Рекомендую!","Сучасний хороший готель в центрі міста . дуже близько і до вокзалу, і до історичного центру міста . Готель дуже хороший, сучасний, рівень високий . Номери прекрасні, просторі, є безкоштовний Wi - Fi . сніданки дуже смачні, хороший асортимент страв на всі смаки й уподобання . Персонал дуже привітний . вообще, все на високому рівні . Рекомендую!",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or15-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,номера наплохие сказываются издержки старой посройки завтраки отличные играет живая музыка внешне красивый шумоизоляция средняя спать смогут не все душевые принадлежности на отлично расположение километр от центра в принципе недалеко есть минибар,номера наплів позначаються витрати старої постройки сніданки відмінні грає жива музика зовні красивий шумоізоляція середня спати зможуть не всі душові приналежності на відмінно розташування кілометр від центру в принципі недалеко є міні-бар,40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or15-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Если вы планируете посетить этот прекрасный город, это одна из гостиниц, на которую стоит обратить внимание. Удобное место расположения, не далеко от центра города, по набережной пешком прогулочным шагом 10 минут. Большие, чистые и ухоженные номера. Приятный персонал. Отличный ресторан при отеле. Может показаться, что мало людей, но пусть вас это не пугает. Есть и свои минусы, конечно, но в целом хороший выбор для коммандировки.","Якщо ви плануєте відвідати це прекрасне місто, це одна з готелів, на яку варто звернути увагу . Зручне місце розташування, не далеко від центру міста, по набережній пішки прогулянковий кроком 10 хвилин . Великі, чисті і доглянуті номери . Приємний персонал . Відмінний ресторан при готелі . Може здатися, що мало людей, але нехай вас це не лякає . Є і свої мінуси, звичайно, але в цілому хороший вибір для командировки.",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or15-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Был с семьей на экскурсии, в августе, жили 2 суток. Отличное расположение в центре города. Рядом много исторических мест.  Комнаты уютные. Современная мебель и постельные принадлежности. Отличная ванная комната с душевыми кабинками.  Свой ресторан с хорошей кухней. Вся местный бомонд тусуется в этом ресторане. В 300-500 м река ""Уж"", сквер. Персонал приветливый. Сервис достойный.","Був з сім & #39; єю на екскурсії, в серпні, жили 2 діб . Відмінне розташування в центрі міста . Поруч багато історичних місць . Кімнати затишні . Сучасні меблі та постіль . Відмінна ванна кімната з душовими кабінками . Свій ресторан з гарною кухнею . Вся місцевий бомонд тусується в цьому ресторані . В 300-500 м річка & quota; Уж & quota;, сквер . Персонал привітний . Сервіс гідний.",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or15-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Гостиница очень милая. Европейский дизайн в интерьере, прекрасный ресторан и лобби- бар. Отличное обслуживание и умеренные цены. В ресторане вкусно, в баре есть напитки и очень вкусные пирогенный от местного  прославленного кулинара  Штефаньо. Рекомендую этот отель, его месторасположение также крайне удобно: между вокзалом и старым городом)","Готель дуже мила . Європейський дизайн в інтер & #39; єрі, прекрасний ресторан і лоббі - бар . Відмінне обслуговування та помірні ціни . У ресторані смачно, в барі є напої і дуже смачні патогенний від місцевого прославленого кулінара Штефаньо . Рекомендую цей готель, його місце розташування також вкрай зручно: між вокзалом і старим містом )",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or20-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Отличный отель в центре города, совсем рядом с набережной. Останавливалась в номере 225, довольно большой, тёплый, уютный, правда не очень хорошая звукоизоляция. В ванной минимальный набор всех средств. Могу отметить вкусные и сытные завтраки, много разнообразных блюд. Неожиданностью было то, что по утрам во время завтрака играет на белом рояле пианист. Не знаю, как классическая музыка влияет на пищеварение, но настроение явно улучшилось. Сервис хороший","Відмінний готель в центрі міста, зовсім поруч з набережної. Зупинялася в номері 225, досить великий, теплий, затишний, правда не дуже хороша звукоізоляція. У ванній мінімальний набір всіх засобів. Можу відзначити смачні і ситні сніданки, багато різноманітних страв. Несподіванкою було те, що вранці під час сніданку грає на білому роялі піаніст. Не знаю, як класична музика впливає на травлення, але настрій явно покращився. сервіс хороший",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or20-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Останавливалась на одну ночь. Номер чистый. Мебель целая:) Санузел ничего. Телевизор есть. Кондиционер есть. Белье постельное супер чистое, полотенца просто чистые. Кровать и подушки удобные. Интернет бесплатный. Бар наполнен. Центр города близко:))) Завтрак нормально. Все устраивает. Я в принципе требовательна:)) Соответствует цене. Почти. п.с. Цена такси с вокзала должна быть 25 грн, а не 40 грн как они хотят:))) Имейте в виду на сент2016. Хотя и 40 для киевлян не проблема. порадовала парня осознано.","зупинялася на одну ніч . Номер чистий . Меблі ціла :) санвузол нічого . Телевізор є . Кондиціонер є . Білизна постільна супер чисте, рушники просто чисті . Ліжко та подушки зручні . Інтернет безкоштовний . Бар наповнений . Центр міста близько :) )) Сніданок нормально . Все влаштовує . Я в принципі вимоглива :) ) Відповідає ціною . Майже . п . с . Ціна таксі з вокзалу повинна бути 25 грн, а не 40 грн як вони хочуть :) )) Майте на увазі на сезону-2016 . Хоча і 40 для киян не проблема . порадувала хлопця усвідомлено.",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or20-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"казалось бы, приличный отель.... пафосный холл.... но..не очень приветливый персонал.... проблемы с сервисом! нет четкой организации... при том, что номеров без завтрака нет, вход на завтрак строго по карточкам.... об этом на рецепшине не сообщают, в молча выдают пачку бумажек рекламы и всяких ненужностей..  ну и конечно не считают нужным пополнять закончившиеся блюда, мол доедайте то, что есть))))))))))))))))) если ты не пришел завтракать первым...  то и выбора нет)))))) вобщем ....  без комментариев.... и здесь пафос холла не спасает....)))))))))))))))))","здавалося б, пристойний готель .... пафосний хол .... но .. не дуже привітний персонал .... проблеми з сервісом! немає чіткої організації...при тому, що номерів без сніданку немає, вхід на сніданок строго по картках .... про це на рецепті не повідомляють, чи в мовчки видають пачку папірців реклами і всяких незручностей .. ну і звичайно не вважають за потрібне поповнювати закінчилися страви, мовляв додайте то, що є) )) )) )) )) )) )) )) )) якщо ти не прийшов снідати першим...то і вибору немає) )) )) ) общем .... без коментарів .... і тут пафос холу не рятує ....) )) )) )) )) )) )) )) ) )",20
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or20-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Величественное здание, построенное в советскую эпоху с типичным проектом. Несколько лет назад мы открыли ее для себя в качестве перевалочного пункта автотуриста. Последнее пребывание в этом отеле разочаровало. В номере откровенно грязно, на тапочках и банных принадлежностях решили сэкономить. Там где была охраняемая автостоянка, выросло 2 новых дома, и я думаю, когда их сдадут в эксплуатацию…парковать машину будет негде. Расстояние между окнами новостроек и отеля минимальное. Меню завтрака не изменилось со времен знакомства с этой гостиницей – а это 4 года. Также, в номере стандарт отсутствует чайник. К «плюсам»: отличное месторасположение – 3 минуты «до границы», пока еще бесплатная и охраняемая автостоянка, сравнительно умеренная цена и большая ванная комната.","Велична будівля, побудоване в радянську епоху з типовим проектом . Кілька років тому ми відкрили її для себе в якості перевалочного пункту автотуристів . Останнє перебування в цьому готелі розчарувало . У номері відверто брудно, на тапочках і банних приладдя вирішили заощадити . Там де була автостоянка, зросла 2 нових будинки, і я думаю, коли їх здадуть в експлуатацію...паркувати машину буде ніде . Відстань між вікнами новобудов і готелю мінімальне . Меню сніданку не змінилося з часів знайомства з цим готелем - а це 4 роки . Також, в номері стандарт відсутній чайник . До « плюсів »: відмінне місце розташування - 3 хвилини « до кордону », поки ще безкоштовна і автостоянка, порівняно помірна ціна і велика ванна кімната.",20
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or20-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Плюсы: - хорошее место расположения и стоянка охраняемая; - хорошие, благоустроенные номера с хорошей мебелью; - персонал вежлив; - утром хороший завтрак по системе ""шведский стол; - гостинице сделан очень качественный ремонт. Минус: - на завтраке на столе стоит табличка с напоминанием, что выносить продукты из ресторана нельзя. Такое увидел честно говоря впервые. Как то не солидно, чтобы не сказать по другому; - если окна выходят во двор, то во дворе идет стройка. И в 6 утра рабочие начинают тягать тачки, шумновато :(","Плюси: - гарне місце розташування і стоянка під охороною; - хороші, благоустроєм номери з гарними меблями; - персонал ввічливий; - вранці хороший сніданок по системі & quota; шведський стіл; - готелі зроблений дуже якісний ремонт . Мінус: - на сніданку на столі стоїть табличка з нагадуванням, що виносити продукти з ресторану не можна . Таке побачив чесно кажучи вперше . Як то не солідно, щоб не сказати по іншому; - якщо вікна виходять у двір, то у дворі йде будівництво . І в 6 ранку робітники починають тягати тачки, Новато: (",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or25-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"""Советский"" отель, который реконструировали. Находится недалеко от всех достопримечательностей (можно дойти пешком за 10 минут). Неплохой завтрак. Внизу кофейня и неплохой ресторан. Шумоизоляция номера норма.","& quota; Радянський & quota; готель, який реконструювали . Знаходиться недалеко від всіх пам & #39; яток (можна дійти пішки за 10 хвилин). Непоганий сніданок . Внизу кав & #39; Ярно і непоганий ресторан . шумоізоляція номера норма.",50
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or25-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Когда то это был соцдеповским Интуристом, несколько лет назад отремонтировали, придав фасаду современный вид облицовав голубым стеклом. Находится в центре рядом с транспортным мостом через реку Уж. Неплохо оформлен вестибюль, номера обычные,ничего особенного, цены достаточно высокие для данного города. В ресторане неплохие завтраки, но все же попахивает духом соцдепа... Приятно посидеть на летней терассе при входе в отель где подают хороший кофе!)))","Коли то це був Поповскі Інтурист, кілька років тому відремонтували, надавши фасаду сучасного вигляду облицьований блакитним склом . Знаходиться в центрі поруч з транспортним мостом через річку Уж . Непогано оформлений вестибюль, номери звичайні, нічого особливого, ціни досить високі для даного міста . У ресторані непогані сніданки, але все ж тхне духом Депа...Приємно посидіти на літній терасі при вході в готель де подають хорошу каву!) ) )",40
https://www.tripadvisor.ru/Hotel_Review-g298059-d1390323-Reviews-or25-Hotel_Uzhgorod-Uzhhorod_Zakarpattia_Oblast.html,"Первые впечатления об отеле были вобщем, неплохие. Провинциальная гостиница она такая и есть и многого мы от нее не ждали. В номере было относительно чисто, персонал был относительно вежлив. Однако последущее полностью перекрыло все положительное. Во второй вечер нашего пребывания в отеле, вернувшись вечером в номер мы обнаружили что ресторан отеля сдан под свадьбу. Невозможно было не то что спать - тяжело было находиться в номере - уровень громкости музыки был такой, что от звука колонок вибрировала мебель. Переселить в другой номер нас отказались, мальчик на ресепшне банально покинул свое рабочее место - после полуночи из администрации отеля остался только ночной охранник. Затихло гуляние только после 4х утра. Наутро извинений от администрации никаких не последовало. Как","Перші враження про готелі були общем, непогані . Провінційна готель вона така і є та багато чого ми від неї не чекали . У номері було відносно чисто, персонал був відносно ввічливий . Однак последующие повністю перекрила всі позитивне . У другій вечір нашого перебування в готелі, повернувшись увечері в номер ми виявили що ресторан готелю зданий під весілля . Неможливо було не те що спати - важко було знаходитися в номері - рівень гучності музики був такий, що від звуку колонок вібрувати меблі . переселити в інший номер нас відмовилися, хлопчик на ресепшн банально покинув своє робоче місце - після півночі з адміністрації готелю залишився тільки нічний охоронець . затихло гуляння тільки після 4 х ранку . На ранок вибачень від адміністрації ніяких не було . як",20
