title,pos_text,neg_text,ratingValue,bestRating,hotel
Все сподобалось . Буду рекомендувати!!!,Дуже приємний та розуміючи персонал . Номер чистий та комфортний . Сніданок смачний . Хороше обслуговування . Дуже зручне розташування готелю . Рекомендую!!!,Не виявила.,7.9,10.0,nadiya-ivano-frankivsk.uk.html
"Сам готель чудовий, розташування дуже вдале, сніданки...","Сам готель чудовий, розташування дуже вдале, сніданки неймовірні . Номери великі і чисті . Але) Дали нам ключі від номера, заходимо, а там вже є чиїсь речі . Мені було б не дуже приємно якби хтось ось так потрапив в мій номер . На рецептурні нам видали ключі від іншого номера і навіть не попросили пробачення за таке непорозуміння . Дрібниця, та все ж . Хоча в загальному залишились задоволеними",Nan,9.6,10.0,nadiya-ivano-frankivsk.uk.html
Місце розміщення - ідеальне.,"Місце розміщення - ідеальне. Неподалік від центру, одразу біля театру. Багато місця для парковки. Персонал швидко реагував на запити. Пішли на зустріч та заселили на 2 години раніше.",Картки клієнта краще зробити пластиковими або ж цупкого матеріалу,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Сподобалось розміщення, в самому центрі.","Сподобалось розміщення, в самому центрі. Номер просторий,  комфортний і чистий. В номері наявні чайник електричний, сейф,  фен і кондиціонер. Сніданок смачний і різноманітний.",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Чудовий готель, усе на високому рівні, з радістю рекомендуватиму друзям і знайомим!","Чудовий готель! Розташований майже в центрі, в номері чисто, персонал привітний, сніданок смачний, є з чого вибрати (трохи здивувало сало, до речі))) Окрема подяка за знайдену можливість піти мені назустріч з раннім заселенням. Рекомендую цей готель!",Вперше не маю що сказати :),10.0,10.0,nadiya-ivano-frankivsk.uk.html
Усім рекомендую !,"Усім рекомендую! Надзвичайно крутий готель у співвідношенні ціна - якість . привітний персонал, який допоміг викликати таксі і попіклуватися про мій сніданок . Зібрали ланч бокс з собою, бо рано виїжджати довелося . Просто бомба! Ще раз рекомендую.",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Сподобалось усе.,"Сподобалось усе. Від чудового місцерозташування, смачних сніданків до приємного персоналу.","Особливих зауважень, які б вплинули на загальну картину немає.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Сподобалось буквально все: від кухні до виду з вікна.,"Сподобалось буквально все: від кухні до виду з вікна . Дуже близько до пішохідної зони, саме те що треба для відпочинку",Номер 625 Поріг у Вану кімнату доволі травматичні і потребує звикання . Я особисто приготувався на 2 день проживання . Хоча навіть він не псує загальні приємні враження щодо проживання,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Дуже чисто , добрий сніданок , зручне розташування -...","Дуже чисто , добрий сніданок , зручне розташування - самісінький центр Франківська.","Зранку просила у дівчат на ресепшн роздрукувати мені дещо, якщо є така змога . Було сторінок з 15 чорно - білих . Мене попередили що це Патна послуга, але вибачте 70 грн - то занадто . Не приємно якось, що на кожному кроці хочуть заробити на тобі в два а той в три рази більше за таку просту послугу: )",7.5,10.0,nadiya-ivano-frankivsk.uk.html
Наступного разу оберу знову цей готель.,"У самому центрі міста. Поряд парк. Сучасний європейський готель. Персонал на моє прохання надав номер з вікнами на парк, так тихіше, а я люблю спати з відкритим вікном. Сніданок чудовий. Дуже чисто. Комфортно.","Вперше ночував тут у номері, який виходить вікнами на дорогу. Шумно. Вдруге попросив персонал надати номер з вікнами на парк. Стоянка біля готелю 75 грн. Для постояльців немає знижок. У інших готелях цього міста за стоянку сплачує готель.",9.6,10.0,nadiya-ivano-frankivsk.uk.html
Сам вдома. ,"Дуже приємний, веселий і комунікабельний персонал, смачний сніданок, незважаючи що за вікном жарко було, номер доволі прохолодний,","В номері якому я зупинився, а це одномісний номер, мені не сподобалось що розетки яких я знайшов вільних з шт, . 2 і за столом, одна збоку і та в аварійному стані, я зразу подумав якщо включать є над ліжком чому ж не має хоча біля ліжка розетки, у ванній кімнаті на стелі незрозуміла пляма жовтого кольору ,",7.5,10.0,nadiya-ivano-frankivsk.uk.html
"Гарний готель, з хорошим сервісом, місцем розташуванням, і...","Гарний готель, з хорошим сервісом, місцем розташуванням, і хорошим персоналом.","Зручна парковка, єдина проблема це окрема оплата за неї. Рекомендую домовитись готель з приватною парковкою, щоб в ціну готель входив паркінг, або в крайньому випадку, щоб суму оплати за паркінг можна було внести в загальний чек за готель. За насправді дуже важлива деталь, за яку можуть недооцінити даний готель.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Чистота в ванній, номері.","Чистота в ванній, номері. Рушники і постільна білизна білосніжні. Зручні матраци та подушки. В номері було тихо, хіба що трохи було чути при відкритому вікні як працює сусідній кондиціонер. Готель розташований не далеко  від залізничного вокзалу, можна дістатись пішки за 15-20 хв.
Ресторан, що в готелі працює до 23:00.",Немає зауважень.,9.2,10.0,nadiya-ivano-frankivsk.uk.html
Номер на двох,"Як на мене доволі хороше Містер як і розташування самого Готелю так і номерів, чисто, просторо, смачний сніданок, приємний персонал, Гарні враження отримую кожного разу коли зупинюсь у цьому готелі як по роботі так і відпочиваючи, оскільки непоганий вибір номерів не може не радувати, як для сімейний пар, подружжя з дітьми чи самому завжди знайдеться номер по душі, бажанню і грошовим можливостям, цінова програма як на мене доволі непогана, хороше поєднання кольорів гарну дає гармонію і почуття спокою в ночі",Все добре,7.5,10.0,nadiya-ivano-frankivsk.uk.html
Сучасний комфортний готель,"Зручне розташування близько до центру, просторі комфортні номери, привітний персонал.
Сніданок не дуже різноманітний, але в цілому готель відповідає ціні!
Однозначно повернемося ще!))",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"При бронюванні я обрав номер стандарт одномісний за 660грн ,...","При бронюванні я обрав номер стандарт одномісний за 660грн , коли приїхав в готель заселятися мені адміністрація готелю запропонувала зі тіж гроші посилитися у номері напів люкс. За це я вам дуже вдячний.",Досить дорога парковка на території готелю 75грн/ніч. О 8:00 ранку величезна черга в ресторані не подають сніданки.,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Гостинність, посмішки персоналу, реакція персоналу на мої...","Гостинність, посмішки персоналу, реакція персоналу на мої забаганки (ранній заїзд - ранній від "" їзд). покоївки непомітні, але вчасно прибрано . Магазин - ресторан на території - це щось неймовірне і надзвичайне .: сам вибираєш собі смаколики, так ще й за своїм бюджетом . До речі, сало по - домашньому таке я ще не споживала","Сніданок, чомусь, одного ранку був дуже щедрий і смачний, а наступного ,.голодний""",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Не сподобалось те що під час виселення довелося довго чекати...,Nan,Не сподобалось те що під час виселення довелося довго чекати поки покоївка не прийме номер. У багатьох готелях вже відійшли від такої практики. А також що парковка платна для гостей готеля,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Високий рівень сервісу,Nan,"Люблю готель Надія за рівень сервісу, чистоту . Якісна постіль, рушники, гелі для душу, шампунь . А туалетний папір неналежної якості . Так, не сірий Обухів з макулатури, але дуже тонкий . В ресторані серветки турецької фірми SELA . Поставте двох - двошаровий папір цієї ж фірми в номери . Так, трошки дорожче, але клієнти будуть вдячні . Треба тримати високий рівень в усьому, навіть в якості туалетного паперу; )",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Відсутність праски в номері.,Nan,"Відсутність праски в номері . Я проживав на 8 поверсі брати всі речі і постійно бігати на 2 Таж прасувати не комфортно . На поверсі в технічній кімнаті, аналогічно відсутня праска.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Готель повністю відповідає очікуванням.,"Готель повністю відповідає очікуванням. Співвідношення вартості та якості номеру супер. Сніданок це щось неймовірне, шведський стіл задовольнить будь який смак.",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Рекомендую,Все сподобалось!,Дуже не сподобались охоронці паркінгу пенсійного віку які заважають припаркуватися понаставляли фішок на вільні місця приходиться виходити з автомобіля.,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Коли подорожую у Івано-Франківськ, мені подобається зупинятися в готелі ""Надія"".","Замовляла одномісний номер, мені запропонували номер підвищеної категорії. Приємно, що готель дбає про гостей. Я поверталась з відрядження 4,5 години в дорозі, дуже хотілось комфортно відпочити одну ніч, бо завтра знову їхала на семінар. Мені вдалося, дякуючи ""Надії"".","Додати сніданки для вегетаріанців. Це питання до майже всіх готелів України.  В Європі вже є готелі, де на шведському столі є куточок з табличкою ""для  вегетаріанців"".",10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Як завжди смачні сніданки, чистота та компетентність...","Як завжди смачні сніданки, чистота та компетентність працівників.","Вперше зупинився в готелі в спеку, тому сповна відчув, що таке відсутність кондиціонера в номері на 8-му поверсі — спати неможливо.",8.8,10.0,nadiya-ivano-frankivsk.uk.html
"Дуже зручне розташування практично у самому центрі міста, в...","Дуже зручне розташування практично у самому центрі міста, в 10 хвилинах пішки від вокзалу. Достатньо комфортні одномісні номери, без надмірностей, але все необхідне є. Чудова ванна кімната. Смачний сніданок.","Другий раз заселили у неприбраний номер, але швидко виправили ситуацію.",9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Зупиняюсь тут вже вдруге) Місце, куди хочеться повернутись) ","зупиняюсь тут вже вдруге) Місце, куди хочеться повернутись) Чудовий затишний готель . Гарна звукоізоляція, складається враження, що живеш взагалі без сусідів) до центру хвилин 10 пішки . Сніданок ситний і смачний . Єдине, що на Looking некоректно вказано: пише, що сніданок за додаткову плату, але насправді він включений у вартість номера) )",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Кращий готель Франківська,"Найбільше і найцінніше в цьому готелі є люди які працюють в цьому готелі . Вони чудові, добрі люди які люблять нас іноді средних гостей . Часто зупиняюсь в різних готелях, але команда « Надії » - найкраща!!! Дякую Вам!!!",Nan,9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Готель що підходить як для відпочинку самому, чи з сім'єю, чи для відряджень.","Все прибрано дуже ретельно . Гарна сантехніка, є шампунь, гель для душу, кондиціонер та інші необхідні засоби гігієни . Гарне освітлення у ванні кімнаті . Меблі в гарному стані.",Nan,9.6,10.0,nadiya-ivano-frankivsk.uk.html
Гарний отель у Франківську :),"Гарне розташування (центр міста / бари / ресторани поруч), привітний та ввічливий персонал, гарний WiFi . Good location (city center / bars / Restaurants in walking distance), nice and friendly staff, good WiFi.","Вночі хтось двічи дуже гучно вантажив скло, тому ми двічи прокидались серед ночі . завучі ліжка . В субботу в ресторанах гуляли два весілля, повечеряти було неможливо . Noise at night, we Woke up Twice because of a loud noise . Size of bed (it's Narrow). 2 wedding parties was held there during our visit, so we can't have a Dinner at the restaurant.",8.3,10.0,nadiya-ivano-frankivsk.uk.html
Категорично рекомендую,"За співвідношенням ціна якість сніданок один з найкращих  за весь час подорожей. У номері все необхідне для проживання. Зручний вимикач лампи поблизу ліжка, холодильник добре працюючий","Добре б було мати резервний вихід де б двері відкривалися вручну на випадок негоди, шампунь чи гель для душу, але останнє не критично",9.6,10.0,nadiya-ivano-frankivsk.uk.html
Мій Великдень ,"Мене дуже приємно здивували всім, спершу мені дали напів люкс оскільки свята, за що я вельми вдячний, все чисто, охайно, тепло, широке ліжко, міні бар, тихий номер з балконом з якого йде чудовий вид на парк, безплатний час, кава, цукор, чайний в номері, кружки теж присутні . Зручні сильні м'які стільці, тепла вода в ванній кімнаті, всюди чутно приємний запах Молодці . можете ж коли хочте.",Як на мене було Жаркова в номері . Але це я вже прибирають.,7.5,10.0,nadiya-ivano-frankivsk.uk.html
Сам в полі,"Дуже тихо і затишно в номері, чисто, туалет чистий,","Зробіть, розетки біля ліжка, це ж елементарні речі, чому в номері одна розетка і та далеко? Якщо залишаєте буклети оцінювання якості номеру то залиште хоч щось чим можна його заповнити.",7.5,10.0,nadiya-ivano-frankivsk.uk.html
Дуже привітний персонал!,Дуже привітний персонал!!!,"Невідомі звуки в номері впродовж мого перебування, чи це вода в трубах чи щось інше, так і не вдалось з'ясувати. Чистота номера на волосок недотягує до оцінки ""відмінно"". Матрац - вже своє відслужив....",7.9,10.0,nadiya-ivano-frankivsk.uk.html
Чудовий готель,"Чудовий готель . Дуже ввічливий персонал, реагує миттєво на будь - які прохання . У номері чисто, ліжко зручне . Квітковий інтер'єр створює відчуття спокою і тихої радості . Шведський стіл на сніданок вражає різноманітністю і якістю страв . Найкращий мій готель за останній рік . Дякую!",Nan,9.6,10.0,nadiya-ivano-frankivsk.uk.html
Все як завжди супер.,"Все як завжди супер. Окремо хочу відзначити сніданки, які змінились в кращу сторону – дуже різноманітна та смачна шведська лінія.","Вкотре одне і те ж —платне паркування, оскільки територія навколо готелю не належить готелю.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Величезний плюс це місцерозташування готелю, недалеко від...","Величезний плюс це місцерозташування готелю, недалеко від залізничного вокзалу та поруч зі "" стометрівку "" . Приємною несподіванкою був комплімент від готелю - покращений номер . При поселенні зустрічає привітний персонал, який радо відповідає на всі питання та старається допомогти . У вартість мого номеру входив сніданок . Сніданок проходить у формі фуршету, вибір страв великий . Дуже смачна кава та випічка.","Дуже високий поріг при вході до ванної кімнати, боляче вдарила ногу .",9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Загалом було добре)  Номер був чудовий, чистий, затишний) ...","Загалом було добре)  Номер був чудовий, чистий, затишний)  Сніданки смачні) Розташування готелю хороше, зовсім поряд з центральною частиною міста) Коли вдруге приїду в Івано-Франківськ, то обов'язково зупинюсь в цьому готелі)",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Сніданок, як завжди, на висоті","Сніданок, як завжди, на висоті","В номері 623 був якийсь незрозумілий запах - по типу запаху настояного тютюнового диму або ж каналізації . Тримався три доби . На рецепцію не звертався, так як у номері лише ночував.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
"Найкращий готель в місті, рекомендую.","Сніданок чудовий, приємні адміністратори, зручні меблі, можливість зробити собі чай - каву в номері, прикрашена територія навколо готелю...В готелі був недавно ремонт на 6-8 поверхах, чоловік - Енергетик відчув запах нових килимів, попросили поміняти номер, зразу ж поміняли безкоштовно та ще й на кращого рівня! За що дуже вдячні, неочікувано приємно )","Так що б трохи попереджувати, то: хотілося б не бачити покоївок в коридорах (дівчата без чепчики) і додати в номер халатику.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Нормальний готель в центрі міста,"- біла, приємна на дотик постіль
- зручне ліжко
- вид на місто
- вибір на сніданок
- ціна-якість",- не свіжий запах в номері - порох на меблях - ціла купа волосся на сітці для одягу,9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Гарний отель за пристойною ціною за 500 метрів від вокзалу, але фактично у самому центрі міста","Не очікувала, але в номері був міні - бар - приємно, коли приїхала опівночі, і хочеться чогось з'їсти . Класно, що є лампи над ліжком, щоб почитати, а також Шель шампунь та фен . сніданки теж чудові - не вперше тут і завжди кайфу від ковбасок а - ля домашні та сала, -) )",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Ціна відповідає якості.,"Все дуже добре організовано,в готелі професійний персонал.",Літня тераса і відвідувачі з правої сторони готелю м‘яко кажучи не сподобались.Паркомісце 75 грн. дорого як для Ів.-Франківська.,9.2,10.0,nadiya-ivano-frankivsk.uk.html
Достойний готель у центрі міста,"Сніданок, як завжди, на висоті.","Запах тютюну на верхніх поверхах в коридорах. Хоча всюди заборонено палити. Треба навести з тим порядок, палили на сходах пожежного виходу.",7.9,10.0,nadiya-ivano-frankivsk.uk.html
Сніданок-шведський стіл.,Сніданок - шведський стіл . Все свіже і смачне . Особливо приємною несподіванкою було наявність в номері спеціального дзеркала для макіяжу . З освітленням!! В ресторані також є бізнес - ланчі по оптимальній ціні . Зручно для тих хто у відрядженні.,Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Готель в центрі міста,"Готель сподобався . Місцерозташування зручне, персонал привітний, готують смачно . Дякую вам за теплий прийом . Однозначно повертатимуть сюди знову і знову.",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Розводять на гроші туристів. Примушують сплачувати те, чим не користувалися!",Зручність розташування . Близькість до центру.,"При виїзді з готелю нас намагалися "" розвести на гроші "" . Почали примушувати платити за сніданок (який не був включений у вартість проживання), який ми не брали і взагалі не снідали при готелі і не заходили до готельного ресторану . Коли то не вдалося вони почали придумувати, ніби ми пили їхню воду з міні - бару і примушували розрахуватися (воду ми купували свою в супермаркеті). Це неподобство відбувалося на рецепції (перфекціоніст - Анастасія, з нею ще була одна дівчина, ім'я не пам'ятаю). Я думаю, що це така політика готелю - розводити туристів на гроші . Загалом, типовий радянський готель, лише трохи підсвічений всередині.",5.0,10.0,nadiya-ivano-frankivsk.uk.html
Прекрасне місцезнаходження.,"Прекрасне місцезнаходження. В номері було чисто. Сусідні номера чути не було. Найдешевший варіант, який знайшли на новорічну ніч.",Якщо у не завищені очікування до номера за 25 євро. То все чудово),8.8,10.0,nadiya-ivano-frankivsk.uk.html
Затишний готель,"Була в цьому готелі не вперше . Як завжди дуже задоволена . Дуже вразило приємне різноманіття сніданку, де можна обрати як варену кашу, так і яйця з беконом . Номер зручний, просторий, чистий . В душі також є все необхідне . В цілому усім завжди раджу саме цей готель, бо зручне розташування і напевно що найкраще місце в Івано - Франківську.","звукоізоляція в вікнах трохи заслабка, чутно усе з вулиці, і було досить прохолодно в номері, не знаю пов'язане це з якимись лімітами на газ, але можна трішки краще прогрівати кімнати.",8.8,10.0,nadiya-ivano-frankivsk.uk.html
Попереджати клієнтів про суму для оплати і без дозволу не додавати зайві послуги,Розміщення в центрі міста та доступна ціна,"Обслуговування : 1) мене не попередили про суму до оплати, 2) без згоди додали в ціну сніданок, в якому ми потреби не мали, 3) не надто ввічливо розмовляли при вирішенні питання щодо повернення коштів за сніданок",7.5,10.0,nadiya-ivano-frankivsk.uk.html
"місце розташування, простір, сніданки, ліфт","місце розташування, простір, сніданки, ліфт","платний паркінг, у фойє 8 го поверху дуже неприємний застарілий запах тютюнового диму і пилюки, певно килимове покриття так фонить, Вайда відверто озброїть увечері, у пікові години",8.3,10.0,nadiya-ivano-frankivsk.uk.html
Дійсно високий рівень,"Місце розташування, відношення до клієнта, подарунок від готелю, чистота, білосніжна постіль, наявність всього необхідного для комфортного перебування",Все сподобалося,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Готель розташований дуже зручно.,"Готель розташований дуже зручно. В номері чисто. Сніданок хороший, смачна кава. Кухня ресторану теж досить смачна. Ціни відносно високі. Цікавий варіант поселення для гостей, що заселяються уперше є приємним сюрпризом. За необхідності є платна парковка під охороною. Або ж можна пошукати місце на вулиці",Nan,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"1 . Знов поганий WiFi - час від часу "" відривається "" ...",Nan,"1 . Знов поганий WiFi - час від часу "" відривається "", доводиться дзвонити на ресепшн, щоб перезавантажити систему (допомогає не завжди). Неможливо подивитись на планшеті фільм, не завжди завантажуються текстові сторінки . 2 . Зранку при заселенні якась Сметаніна : 4 дівчини, з яких дві працюють за ПК, а дві інші незрозуміло чим займаються . звертаєшся до них, а вони відвертаються, скликаємо - а вони бігають в інший бік (до себе у закуток). Про доброзичливу усмішку навіть не пишу - не дочекався.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Файний великий готель,Готель в центрі міста з справжнім Газою чи гординею з професійним класним персоналом!!!,Дорога парковка і генделик (алкаші) в правому крилі готелю - це позор!!!,9.2,10.0,nadiya-ivano-frankivsk.uk.html
"Приїхав з дочкою, номер двомісний, доплату за сніданок ...",Nan,"Приїхав з дочкою, номер двомісний, доплату за сніданок адміністратор порахувала чомусь за одного . Під час сніданку офіціант почав розборки, що снідати має один.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Загалом готель дуже сподобався, навіть маленькі незручності не зіпсували враження",В готелі справді чисто,"В номері було холодно . На столі був чайник, чай та кава але не було води . Навіть в міні-бар була лише 1 пляшка води, хоча номер двомісний",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Побачити краще самому ніж слухати ,"Ціна відповідає якості, смачна кухня зручне і мягко ліжко","Задоволений всім, є деякі нюанси, дуже жарко в номері але завдяки кондиціонер про це забувається, я так і не розібрався де ж все таки вмикається світло окрім однієї лампи, в номер можна було б подавати і одноразові тапочки, було б добре якби вказували у прайс лист і послуги масажиста в номер",7.5,10.0,nadiya-ivano-frankivsk.uk.html
