title,pos_text,neg_text,ratingValue,bestRating,hotel
Ресепшн працює на відмінно.,Ресепшн працює на відмінно. Ще сподобалася охайна та велика територія.,"У літку 2019 року я проживав у 5 корпусі, у номерах, було дуже жарко, кондиціонер не працював, а тільки шумів, температура в кімнаті сягала 30 град. Подумав, що це тимчасові незручності. Однак, коли я приїхав у вересні цього ж року  то вияснив, що кондиціонери не працюють навіть на нагрівання.",7.1,10.0,verhovina.uk.html
"Досить не погано, співвідношення ціни і номеру нормальне.","Сніданок був смачним і ціна була відповідна, але ціна на каву просто космічна і смак кави не відповідає ціні. Сподобалося, що не погана шумоізоляція і розташування самого готелю.","Не сподобалося, що було накурено і в правилах написано, що курити в номерах не можна, але попільничка в номері була! Не уважний персонал . Немає одноразових тапочки та щітки із пастою в номері.",6.7,10.0,verhovina.uk.html
1. Холодно.,Nan,"1 . Холодно . Номер не опалюють . В пульті від кондиціонера немає батарейок . 2 . В номері не було гарячої води . При ввімкнені гарячої води з крану витікала вода з Ржавчик . 3 . Персонал з першого погляду привітний . Коли я звернувся на ресепшені, щоб мені допомогли з одноразовими шапочками, менеджер зреагувала миттєво, відправивши мене в інший корпус на ресепшені, наголошуючи що в них немає - закінчились, та продовжила дивитись серіал . Хочу попросити власників готелю, щоб вони звернули увагу і попрацювали з персоналом та усунули недоліки, тому що людині яка у відрядженні насправді потрібно не так і багато: WiFi, зручний Матра, гаряча вода для того щоб прийняти душ.",3.3,10.0,verhovina.uk.html
"Дуже погана шумоізоляція
",Nan,"Дуже погана шумоізоляція відрегулювати температуру не можна, не працює пристрій який відповідає за цю функцію душова не зовсім чиста, є грибок Не відомо чи ідентифікований був туалет до того коли люди заїхали Багато волося на підлозі, і на Коврига Думаю там ще ведуться ремонти тому, що щось дуже шуміло з ранку Персонал на рецепції привітний",4.2,10.0,verhovina.uk.html
Не рекомендую відрядженим з державних установ дуже паршива...,Nan,Не рекомендую відрядженим з державних установ дуже паршива система оформлення документів за проживання суму за проживання броньованому через буквені номері не можливо на декілька чоловік,3.8,10.0,verhovina.uk.html
Напевно найкраща пропозиція по Києву в співвідношенні ціна/якість,"безкоштовна парковка на території, дуже великий номер, у номері є все необхідне (фен, праска), співвідношення ціна/якість на висоті, спочатку навіть здивувався але номер був кращим ніж я очікував, був в готелі вперше і буду надалі зупинятися в ньому!",у номері був слабкий неприємний запах,7.9,10.0,verhovina.uk.html
сполучений відпочинок.,Nan,"ресепшені не відповідає в телефонному режимі...Холод . Кондиціонери немає кому налаштувати покривала на ліжку засмальцьовані .... яжуть прокурений весь номер, запах тухлих в номері 101, корпус 2 В напівлюкс навіть ножів немає і мінімального набору посуду...Про бані халати мовчу...Ціни підвищили, а якість закладу понизилася! Гарне спостереження, яке має завжди певні наслідки!",4.2,10.0,verhovina.uk.html
Дуже поганий сервіс на рецепції.,Nan,"Дуже поганий сервіс на рецепції . Ні доброго дня, ні "" на все добре, приїжджайте ще "" . Чомусь співробітниці не привітні і непрактичні, не люблять коли щось намагаєшся дізнатись . Чому так? Другий раз те саме . Третього, певно, не треба ...",5.8,10.0,verhovina.uk.html
Верховина😠,Доволі просторий номер з усім необхідним,"Брав номер на 2 доби . В перший день в номері було доволі холодно . матрац "" побитий "" життям, нерівний . На другий день, прийшовши в номер і відкривши вхідні двері, там смерділо, наче там відкрили громадську вбиральню . Звернулися на ресепшн, на що нам без жодних емоцій сказали, що таке може бути, оскільки ремонтували каналізацію . Після такого вселилися не ночував другу добу!!!",6.3,10.0,verhovina.uk.html
готель с тав найкраще!,"готель с тав найкраще! Реєстрація зайняла близько 2-х хвилин . вже не потрібно надавати банківську картку, котрою було оплачено готель, на столах вже немає роздрукованих аркушів з даними кредитних карток . на парковці завжди є місця для авто",Nan,8.8,10.0,verhovina.uk.html
Оптимальне співвідношення ціна-якість.,"Оптимальне співвідношення ціна-якість. Зупиняюся тут вже вдруге і зупинюся ще не раз) як для Києва, то тут дуже приємні ціни та гарні умови за невисоку плату.",Nan,9.6,10.0,verhovina.uk.html
"10 хвилин на уберіг від станції метро Житомирська , 55 грн.","10 хвилин на уберіг від станції метро Житомирська , 55 грн . Досить непоганий та дешевий варіант добратись до готелю якщо ви без свого автомобілю","На рецепції готелю адміністратор дала ключ не від того номеру який я забронював, кімната була на вулиці ніби підсобку для сторожа чи для якихось гастарбайтерів, на рецепції сказали шо могло номерів не стати, шо могла бути якась помилка в системі, але через якихось 3 хвилини дали ключ від того номера якого я забронював . Напевне це зв'язано з тим що в мене на аккаунті в Букін 0 (нуль) репутації та відгуків так як аккаунт новий і вирішили шо мене можна обдурити",7.5,10.0,verhovina.uk.html
Все сподобалося. Зручний комфортний номер з усіма необхідними зручностями.,Все сподобалося. Зручний комфортний номер з усіма необхідними зручностями. Співвідношення з ціною супер.  Не один раз ще буду зупинятися в цьому готелі. Усім рекомендую. Будете задоволені.,Nan,9.2,10.0,verhovina.uk.html
Брали сімейний номер.,Брали сімейний номер. Дуже задоволенні! Номер чистий і просторий. На прохання безкоштовно доставили дитяче ліжечко.,Неприємний запах в ванній кімнаті.,10.0,10.0,verhovina.uk.html
"Персонал адекватний, но на питання цьому я в телевізорі ...",Nan,"Персонал адекватний, но на питання цьому я в телевізорі небожу вставити USB флешку хоть вона є в меню телевізора відповіли що неможна так як кронштейн не рухається і підключити ви труду нічого зможете . За такі гроші це адекватний варіант але не очікуйте більше . І саме головне!!!!!!!!!!!! ДВА лежачих поліцейських З металу І високих!!!!!!!!! В мене низька машина, якщо я проїхавши рівно то все і мені кожний ранок і вечір потрібно « гратись » спочатку одним колесом по діагоналі і другим!!!!!!!!!!!!",6.3,10.0,verhovina.uk.html
"Ціна - якість відповідають, але шумоізоляція дуже погана - так що добере виспатися не вийде",Розумне співвідношення ціни та якості,"Ремонтні роботи, які проводили перфоратором вранці - без попередження...на моє зауваження мені запропонували номер в іншому корпусі, але МО плани на ранішній відпочинок були зруйновані ...",6.7,10.0,verhovina.uk.html
"Я замовила номер підвищеного комфорту, але не було навіть...",Nan,"Я замовила номер підвищеного комфорту, але не було навіть найменшого . Номер розташований над банкетний залом . Два дні гриміла музика, а після 12 ночі меблі сховали по полу з страшенним гуркотом . Співробітники говорили, що вони не можуть ні на що впливати . У ванній кімнаті душ відділений самою шторкою, після купання вся підлога у воді, це середньовіччя, а не підвищений комфорт!!!",4.2,10.0,verhovina.uk.html
"Величезним плюсом стало те ,що нас заселили швидше (ми...","Величезним плюсом стало те, що нас заселили швидше (ми приїхали о 9, а заселення відбувається о 14) Величезне ліжко з комфортним матросом.","Проживали у номері у новій будівлі ,тому була трохи брудна підлога .
Одноразові тапочки потрібно купляти окремо :(",8.8,10.0,verhovina.uk.html
"Телевізор не працював, Матра ліжка був пошкоджений, та не ...",Nan,"Телевізор не працював, Матра ліжка був пошкоджений, та не дав нормально виспатись . Поскаржився адміністратору, але нічого не було зроблено!!! Номер не відповідає заявленій категорії!",2.9,10.0,verhovina.uk.html
Не їдьте сюди,"Ціна дуже дешева, але готель страшенно гидкий.","Цей готель має рейтинг 7,9 але така оцінка далеко не відповідає дійсності, він на рівні 5,5: на коридорі смердить сигаретним димом і якоюсь затхле побутовою хімією . В номері дуже поношені меблі, плитка на підлозі і в ванній дуже брудна, заляпані попередніми мешканцями . Там не варто розвиватись . На весь номер гудить старий брудний холодильник, на тумбочці є електрочайник, який не працює взагалі . прибиральники, невідомо чого, на унітаз чіпляють позначку "" продезинфікувати "", але насправді там навіть вода добре не злита після попередніх мешканців, постіль вимощена стольним кремом, під столом скручені дроти і стирчить зі стіни дороблена розетка . Словом не знаю хто лишає тут добрі відгуки, готель знадвору виглядає ніби новим, але всередині він дуже гидкий.",3.3,10.0,verhovina.uk.html
Їхали з грудною дитиною.,Їхали з грудною дитиною . В номері нам поставили краватку для малята . За що ДУЖЕ Дякуємо!,"Ну як, може бути в номері 1 розетка!?!????
Особливо в номері з кухнею. Витяжка та чайник, а на кухні - ЖОДНОЇ РОЗЕТКИ!",7.9,10.0,verhovina.uk.html
"Гарний готель, в номері «полу-люкс» був свіжий ремонт.","Гарний готель, в номері « полу - люкс » був свіжий ремонт . За розмірами великий близько 50 квадратів . Чисто . Білі рушники і постіль приємно ахнули . Дуже виручив кондиціонер, бо день був дуже жаркий . На території є ресторан, де смачно можна поснідати . Найбільш сподобалося скрізь пахне сосновим лісом.","В душевній були проблеми зі стоком, вода не збігала . Подзвонив на рецепцію, прислали молоденьку дівчину, яка просто вимовила воду (але вела себе достойно), сказала що сьогодні проблему не вирішать (було 17 : 00) і до мене незабаром передзвонить...Дзвінка нажаль так і дочекався ...",7.5,10.0,verhovina.uk.html
"Чисто, затишно.","Чисто, затишно. Співвідношення ціна-якість добра.","Відношення персоналу. Чому ніде немає інформації, що для людей, які знаходяться у відрядженні потрібно мати на руках наказ про відрядження???",6.7,10.0,verhovina.uk.html
Ідеальне співвідношення ціна-якість,"1) дуже чисто
2) зручні ліжка 
3) дуже чиста постіль та рушники 
4) хороша шумоізоляція
5) великий та смачний сніданок 
6) безкоштовна парковка","непривітний персонал . Будь ласка, зверніть увагу на навчання працівників . готельний дуже хороший і чистий . А хамство дівчини, яка зустрічає на ресепшені, залишає дуже негативне враження . На просте питання: « Де можна припаркувати машину? », отримали: « Ви водій, ідіть і шукайте »",9.2,10.0,verhovina.uk.html
Номер зі всіма зручностями за ціною хостела.,"Номер зі всіма зручностями за ціною хостела . Наявність фену те праски . Для подорожуючих у справах на автівці, розташування на Кільцевій дорозі — це зручно.","Не вистачало в номері письмового чи журнального столика . Але наявність двох комоді врятувало ситуацію . розеток могло бути більше, заряджати ґаджети доводилося по черзі . Але враховуючи ціну й інші зручності — це не так критично.",10.0,10.0,verhovina.uk.html
"Поганий заїзд на територію готелю, людині, незнайомій з...",Nan,"Поганий заїзд на територію готелю, людині, незнайомій з місцевістю складно не пропустити поворот, ми заїхали з іншого боку заправки до недіючої брами. Зробіть, будь ласка, нормальний вказівник до заїзду",9.6,10.0,verhovina.uk.html
"кожний день прибирання, шампунь і мило, за 17 днів три рази ...","кожний день прибирання, шампунь і мило, за 17 днів три рази зміна пострілі, кожний день свіжі рушники, цілком пристойно у співвідношенні ціна якість . Рекомендую.",Nan,8.8,10.0,verhovina.uk.html
Звичайний « бюджетний готель » нічого особливого,Звичайний « бюджетний готель » нічого особливого,"Готель знаходиться в незручному місці, корпуси розкидані по всій території, можна переплутати готель і якусь компанію . Рецепція та оформлення готелю в старому стилі, тобто без ремонту . Кімната . Двері скриплять, пустий міні-бар (як що він не передбачений як сказали на рецепції, то вказуйте на сайті). Коли відкрив шафу на мене посипалася пилюка, ковдра вся в пилюці (їх там було дві) і з неприємним запахом . Також була присутня недільна дошка яка була вся в плямах та розводами . В душі чисто, рушники чисті, постільна білизна була в волоссі, подушка в плямах з неприємним запахом . Вигляд з вікна - в під'їзд який будується.",5.4,10.0,verhovina.uk.html
Чисто і затишно,Чисто і затишно,"Не знав як розпізнати напівлюкс, думав що про це десь має бути написано, при виселені виявилось що ми проживали в стандартному . Якщо такі стандартні номери, то напівлюкс напевно ще кращі.",10.0,10.0,verhovina.uk.html
Цей готель просто вирішив нас обманути.,Знання того що я сюди більше ніколи не повернуся,"Замовили номер на 4 х осіб з 2 ма кімнатами, в результаті коли ми приїхали в 1 й годині ночі ми дізнаємося що в нас номер на 3 х, в результаті довелося знімати ще 1 номер . Піднявшись в номер я бачу якісь кімнати з незакінченим ремонтом, підлогу не витерли від цементу, чи що то там було, стоїть сильний запах шпаклівки і сирості, і бачимо картину що в одній кімнаті просто забрали 1 ліжко, а от в ванній кімнаті залишилося 4 набори для душу (тут вони прокололися як ми бачимо, просто нас вирішили кинути). Одна кімната з без розеток і з них тільки стирчать оголені дроти, вікна у фарбі, повезло що нам не дали робу і не змусили нас продовжувати ремонт там.",2.5,10.0,verhovina.uk.html
На другий день відпочинку покоївка запропонувала прибрати.,На другий день відпочинку покоївка запропонувала прибрати.,"На ресепшені до нас зверталися російською . Не було капців, чомусь вони були платні...Не вистачало магнітної сітку на вікні.",6.7,10.0,verhovina.uk.html
"Було тихо, спокійно, чисто.","Було тихо, спокійно, чисто . Все працювало . Навіть намагались прибрати в номері . У черговий раз порадував ресторан, ціни для Києва досить ліберальні, зручно, що є де перекусити . Територія велика можна вийти, посидіти на лавці, під тую.","Розташування за межами міста, важко добиратись, прогулятись за межами готелю ніде, треба їхати в центр. У бронюванні необхідно вказувати номер корпуса, а то при реєстрації заїзду потрібно бігати від корпусу до корпусу, з торбами. Холодильник гудів цілу ніч, довелось його вимкнути.",8.8,10.0,verhovina.uk.html
"Розташування просто чудове, зупинка відразу біля готелю...","Розташування просто чудове, зупинка відразу біля готелю,сніданками не користувався,тому не можу розповісти",Ручка в дверях та кришка унітазу були поламані,8.8,10.0,verhovina.uk.html
Дуже зручна постіль!,"Дуже зручна постіль! Тихо, безкоштовна парковка, ресторан на територiї.","адмін i житло в рiзних корпусах, треба ходити туди сюди, дуже багато людей, бо там 4 корпуса багатоповерхових не дуже затишно, душ був зламаний . телевiзор висiв збоку вiд лiжка, не зручно дивитись.",8.3,10.0,verhovina.uk.html
на 1-2 дня годиться,Кімната доволі простора . Є балкончик і світло біля ліжка . Доволі чисто.,Таргани у ванній. З коридору чутно все і всіх. (дуже погана звукоізоляція) Ліхтарі на вулиці світять прямо у вікно.,7.9,10.0,verhovina.uk.html
Загалом не дуже задоволений.,"Усе нове - номер одразу після ремонту, нові меблі і т . д ., хороший швидкий ліфт, є тепла вода, хороший напір води, непоганий інтер'єр, є балкон, два телевізори в номері (хоча ми їх не включали).","Не працював кондиціонер (при тому, що номер на сонячній стороні), хоча кондиціонер був заявлений у пропозиції, тому щодо робочого кондиціонера треба обов'язково уточнювати . Не було штор / жалюзі - лише тюль, тому в номері дуже світло навіть вночі (ззовні яскраве вуличне освітлення). А найбільше розчарував персонал - недостатньо ввічливий (місцями нахабний), не всі розуміють, як потрібно ставитись і спілкуватись з клієнтами . Ще з дрібниць - оскільки номер щойно після ремонту, то підлога недостатньо вимита - якщо провести пальцем, то на ньому залишається злегка помітний білий слід . Ну і дуже шумно з відкритими вікнами - кільцева дорога . А з закритими - спекотно (непрацюючий кондиціонер). Номер здавався зі знижкою (нібито по акції), і лише після поселення стало зрозуміло, чому зі знижкою.",5.0,10.0,verhovina.uk.html
Ми жили 4 ночі.,"Ми жили 4 ночі . Змінили 4 номери . 2 були хороші і 2 не дуже . Перший був дуже гарний з балконом і вид з балкону був в ліс . Другий номер був непоганий, але балкон був суміжний з цегляною будівлею на в проти . Тобто там є недобудований корпус і сильно накурено, доступу до свіжого повітря не було абсолютно . Третій номер був без балкону, але гарний . Четвертий номер був гарний і балкон нормальний, виходив на подвір'я готелю . Зато гаряча вода чомусь текла з іржею і поганий напору . Дивно що всі балкони були на два номер, тобто навіть перегородки ніякої не було і сусід міг ходити просто під перед нашими вікнами і залишити щось на балконі також було страшно . Співвідношення ціна якість хороша, але питання в який корпус і який номер ви пропадете",Nan,6.3,10.0,verhovina.uk.html
По фотографіях думала що буде більш сучасніше,Непогані матраци на ліжках та гарно показував телевізор,"Стара шафа, ніякого виду з вікна, старий ремонт, відносно не дуже чисто та попільнички у номерах!",5.0,10.0,verhovina.uk.html
Оптимальний варіант для проживання під час відрядження,Гарний номер з видом на ліс . теріторіях шикарно! до метро Академмістечко . 8 км . дуже все зручно . персонал приватний . для такої ціни супер . ресторан на території дорогий!! але є в 100 м наліво гарний ресторан . та кафе,Nan,7.5,10.0,verhovina.uk.html
Загалом враження чудові . ми були дуже задоволені .) Не вистачає компетентних офіціантів,"Територія готелю чудова, дуже затишно. Номер просто прекрасний. Такий просторий, багато світла. Ліжко велике, нереально зручне. Вразила своїми розмірами та інтер'єром ванна кімната. Персонал готелю привітний.","1 . Розташування . Трохи далеко від метро . 2 . Були недоліки в номері . Біля дверей у ванну, збоку біля вимикачів були трошки здерти шпалери . Вода з душової кабіни протікала на підлогу, я не могла нічого знайти щоб витерти воду, а білих рушників було трохи шкода . Не було капців у номері . У взутті ходити якось не хотілось у такому гарному номері, а підлога все ж трохи прохолодна відносно, та і босими ногами, наприклад після душу, теж не хочеться ходити . Тому було набагато краще якби в номері все ж були б якісь капці . 3 . Ресторан, точніше офіціанти . Ввечері, коли ми замовили 2 бокали пива, офіціанти не могли розібратись хто ж має їх наповнити . Хоч і сніданок не входив у вартість нашого номеру, ми вирішили просто спуститись в ресторан, і щось замовити . Замовили американський сніданок . З гарячих напоїв ми обрали каву . Зазвичай каву я п'ю після того як поїм . Офіціант не уточнив порядок подачі, і приніс каву одразу, в той час як ми ще чекали основні страви . Прийшлось пити каву холодною . Коли ж нам принесли основну страву, то забули подати булочки . І тільки тоді коли ми запитали для чого масло у сніданку і на що його наказувати, уже інший офіціант згадав що щось таки нам не донесли )",8.3,10.0,verhovina.uk.html
Грубий непривітний адміністратор,"На стільки жахливо, що зо ціна і не висока, готель не вартує того!","Адміністратор грубий, задавали запитання при поселенні - вона зиркала, брудно, шумно, вікна взагалі не ізолюють, а готель над трасою, спати нереально, подушки не зручні",3.8,10.0,verhovina.uk.html
Ретельно обирайте собі житло.,"Сподобалось, що можна було заселитися до 00 : 00.","Чистота відсутня абсолютно, відсутність ремонту в номері (ванна кімната - було страшнувато), розташування телевізора вразило наповал :) покоївки, які їздять ліфтом - це візитна картка цього закладу . Гості - ходять пішки, у зв'язку з відсутністю вільного місця у ліфті :) Загалом - не вразило, повертатись не будемо.",3.3,10.0,verhovina.uk.html
Проживання можна зробити зручнішим без особливих вкладень.,"Чисто, затишно, недорого. Непоганий ремонт.","корпус 1 номер 102 . У номері не було капців, розетки зайняті холодильником, телевізором і кондиціонером, лише одна на весь номер вільна і та біля підлоги і далеко від ліжка . Біля ліжка ні розеток, ні окремого освітлення . Не дали можливості роздрукувати документи з електронної пошти, напевно ця опція доступна у дорожчих готелях.",6.7,10.0,verhovina.uk.html
Все чудово!,"Ми зупинилися на дві ночі у двокімнатному сімейному  номері в 5 корпусі. В номері дуже чисто, є праска з дошкою, в кожній кімнаті телевізор та кондиціонер,чайник. Рестораном не користувалися,тому про їжу для туристів нічого сказати не можу. Територія комплексу простора, дуже затишна. Поруч знаходиться сосновий ліс.
Проживанням у цьому готелі дуже задоволена і раджу всім!",-,10.0,10.0,verhovina.uk.html
