title,pos_text,neg_text,ratingValue,bestRating,hotel
Краще обрати інший готель,Хороше розташування Прекрасний вид з вікна на набережну Низькі ціни Зручний матрац,Старі меблі та санвузол (у номері протікав унітаз) При заїзді в номер у ванні були чужі речі (в т.ч. спідня білизна) Брудні рушники Повністю російськомовний персонал Пульт від телевізора не працював та розвалювався в руках Шумоізоляція відсутня повністю Наклейка з номерами (рецепції тощо) на телефоні в номері  практично здерта Душ розташований дуже низько. При зрості 167 см довелось нахилятися щоб помити голову,5.4,10.0,dnepropetrovsk.uk.html
Принаймні постіль чиста . Співвідношення ціни та якості не співпадає! оновить готель!,Чиста постіль.,"Номери надзвичайно старі! Ремонт поверховий, меблям уже сто років, ванна просто жахлива, ще й в умивальнику було волосся попередніх мешканців, рушники брудні.",5.0,10.0,dnepropetrovsk.uk.html
"хоч і цілковитий совок, але за таку ціну кращого я поки що не знайшов.","номер не оновлювався з часів совка. шпалери відстають від стін, старі страшні дерев""яні вікна, фарба відстає... у ванні радянська сантехніка.  але слід віддати належне, ліжко було нормальним, чиста білизна і рушники.  Сніданки не раджу брати.","можна було б відремонтувати номери, зробити кращими сніданки за цю ціну.",4.2,10.0,dnepropetrovsk.uk.html
Готель у центрі на березі Дніпра.,"Готель у центрі на березі Дніпра. Радянського ще типу, але все необхідне є і все робоче.","Сніданок міг би бути і кращим за свою ціну. Вікна ще дерев'яні, тому у номері прохолодно.",8.8,10.0,dnepropetrovsk.uk.html
готель знаходиться у дуже вдалому місці: транспортна...,"готель знаходиться у дуже вдалому місці: транспортна розв'язка зручна як для водія так і для поїздок громадським транспортом; вдало для бізнесу - центр; вдало для прогулянок - набережна, поруч торгово- - - розважальний центр.","Це старий "" совковий "" готель . Є осучаснена номери . Але бюджетний, при відносно високій ціні, виправдані як на мене виключно розташуванням, Ви отримаєте - відсутність звукоізоляції через двері 70 х років ХХст ., протерті килими у коридорах, що не додають а ні тиші, а ні краси, старі меблі й матраци, здоровенний холодильник (навіщо!?), Бізлі стіни, сантехніку з 70 х, і на додачу голосних прибиральниць, що забувають помити сантехніку.",5.8,10.0,dnepropetrovsk.uk.html
Наступного разу не оберу ваш готель!,Nan,"протяг з вікна, відсутність фена в номері. Не було передбачено вегетаріанського сніданку. Зависока ціна для таких ""зручностей""!!!",5.8,10.0,dnepropetrovsk.uk.html
"Надворі листопад, а в номері не топили",Nan,"Надворі листопад, а в номері не топили",6.7,10.0,dnepropetrovsk.uk.html
Рекомендую,"Ідеальне розташування, чудові краєвиди!",Nan,10.0,10.0,dnepropetrovsk.uk.html
Все було добре.,Все було добре. Приємний персонал. Зручне місце розташування.,Nan,7.9,10.0,dnepropetrovsk.uk.html
"Сніданок файний, до обіду вистачає)","Сніданок файний, до обіду вистачає)",Номер просто убогий (((,5.4,10.0,dnepropetrovsk.uk.html
місце розташування,місце розташування,"жахливі радянські номери. 
санвузол ледь живий",5.8,10.0,dnepropetrovsk.uk.html
Брудний старий номер зі зламаним холодильником,Nan,Брудний старий номер зі зламаним холодильником,3.8,10.0,dnepropetrovsk.uk.html
"Вид з вікна - єдине, що врятувало відпочинок.","Вид з вікна - єдине, що врятувало відпочинок. Досить чисто в номері.",Сам номер - портал в СССР. Старі меблі в номері.,6.7,10.0,dnepropetrovsk.uk.html
"Незважаючи на погану сантехніку, враження добре - все виправдовує прекрасний вид на Дніпро!","Розташування прекрасне, 10 хвилин від місця проведення конференції",Погана сантехніка,7.5,10.0,dnepropetrovsk.uk.html
"Гарні люди, гарний вид. Номер без ремонту.",Розташування відмінне! І все...,"інтер'єр, меблі, сантехніка . З часів Брєжнєва на міняли мабуть.",5.8,10.0,dnepropetrovsk.uk.html
Цена,Цена,Холодно в номер,5.4,10.0,dnepropetrovsk.uk.html
Дуже гарний ремонт зробили на першому поверсі!,Дуже гарний ремонт зробили на першому поверсі!,Nan,8.3,10.0,dnepropetrovsk.uk.html
За ці гроші непогано,Дуже привітний персонал.,Змішувач в ванній кімнаті.,6.3,10.0,dnepropetrovsk.uk.html
Холодно,Nan,Холодно,5.8,10.0,dnepropetrovsk.uk.html
Ввічливий персонал.,Ввічливий персонал. Відсутність проблем з поселенням. Гарний краєвид на Дніпро. Роблять ремонт.,Бюджетні номери в поганому стані. Номер за 550 грн.,7.5,10.0,dnepropetrovsk.uk.html
Шикарний вид на Дніпро!,Шикарний вид на Дніпро!,"Меблі, телевізор, ванна та туалет- привіт з СРСР!)",6.7,10.0,dnepropetrovsk.uk.html
Мені сподобалось,"Чудовий краєвид : набережна Дніпра поруч, Європейська площа теж недалеко.",У номері не було шафи для речей,7.9,10.0,dnepropetrovsk.uk.html
"Не можу рекомендувати для бiзнесу, нажаль...",Розташування,Старий незручний готель з дуже далекого минулого :( Цiна зависока за такой сервiс,5.4,10.0,dnepropetrovsk.uk.html
Дуже приємно та зручно!,Розташування - Супер! Крайови з балкона - чарівний! Ліжко - МРІЯ!,"Гомін з вулиці, санвузол потребує більшої уваги.",9.2,10.0,dnepropetrovsk.uk.html
НЕ сподобалося.,Nan,"НЕ сподобалося. Радянській готель, не чисто, маленькі ліжка. Жах!!!!!",4.6,10.0,dnepropetrovsk.uk.html
Київський програмістів,Вид із холу. Розташування,Старі шпалери в коридорах . Двері здаються пошарпаний і ненадійними,8.8,10.0,dnepropetrovsk.uk.html
Не фонтан,Зручне розташування. Вид на Дніпро,Готель частково залишився у СРСР . Погана звукоізоляція . Мала ванна кімната . Дуже старі меблі і техніка . Брудно,6.3,10.0,dnepropetrovsk.uk.html
Білосніжна постіль.,Білосніжна постіль.,Nan,5.4,10.0,dnepropetrovsk.uk.html
Дуже милі та ввічливі працівниці.,Дуже милі та ввічливі працівниці.,Nan,9.6,10.0,dnepropetrovsk.uk.html
"Комфортний номер, зручне ліжко, сучасні меблі свіжий ремонт","Комфортний номер, зручне ліжко, сучасні меблі свіжий ремонт",В ванній кімнаті можливо встановити скляну перегородку замість травневої штори.,9.2,10.0,dnepropetrovsk.uk.html
"Чисто, акуратно, ортопедичний Матра на ліжку, тепло не ...","Чисто, акуратно, ортопедичний Матра на ліжку, тепло не дивлячись на шпари у вікнах.","На спальному ліжку одномісні подіяло! Сантехніка - теплий привіт з совка, ванну не набереш нормальним способом.",7.5,10.0,dnepropetrovsk.uk.html
Гарний персонал та шикарний вигляд із вікна.,Гарний персонал та шикарний вигляд із вікна . Готель в центрі міста що ще треба? Ціна взагалі чудова . Для зупинки на ніч те що треба . Для довшого перебування звісно треба брати кращі номери до речі які цьому готелі коштують не дорого.,У всіх готелів лише одне слабке місце - номери!  Треба переобладнати на більш сучасний дизайн.  Але в цього готелю дуже великий потенціал. Тому чекаємо змін на краще:),6.7,10.0,dnepropetrovsk.uk.html
Мифы,Мифы,Nan,4.2,10.0,dnepropetrovsk.uk.html
Бюджетний готель у центрі Дніпра,"зупинялась в двомісному економ - номері . Готель цілком відповідає очікуванням, своїй назві та двом зірочками .) ) Меблі й ремонт дещо старенькі, проте сантехніка оновлена й справна . На кінець грудня в кімнаті тепло, вода в душі гаряча - це головне . Власне, непоганий варіант, якщо треба зупинитися на одну - кілька ночей у центрі міста, а тратити великі гроші не хочеться . Парк Шевченка зовсім поруч, до проспекту Яворницького - максимум 10 хвилин пішки . Майже по сусідству розташовується чудовий Марчик зі смачними кухнею та коктейлями . І для поціновувачів: у готелі збереглись прекрасні вітражі! Сподіваюсь, адміністрація і надалі їх оберігатиме.","Здалося, що гості регулярно порушують готельні правила щодо паління в номерах.(( У моєму номері це було некритично, проте все-таки відчутно. Загалом інтер'єр та атмосфера нагадує початок дев'яностих. Така собі машина часу.",7.9,10.0,zhovtnevyi.uk.html
Гарне розташування готелю - біля парку ім.,"Гарне розташування готелю - біля парку ім. Шевченка, недалеко від пішохідного мосту на Монастирський острів.
Непоганий номер для бюджетної поїздки, досить просторий, затишний, з усім необхідним.
Привітний персонал.",Nan,10.0,10.0,zhovtnevyi.uk.html
Є кондиціонер.,Є кондиціонер.,"Немає тапочок . Меблі старі Деповська пошарпані не скрізь є ручки на шухлядах . Телевізор в номері є але старий . вмикається але нічого не показує . Виникла проблема з поселенням, довелося довго чекати доки адмін на рецепції відшукає бронь оформлену заздалегідь . Номер напівлюкс у співвідношенні ціна / якість 2 з десяти (10), 900 грн за ніч не коштує абсолютно . У ванній кімнаті висить об'ява - за феном звертатись до адмін по тел 111 але самого телефону в номері нема . Замовляти заявлений сніданок не ризикнули.",4.6,10.0,zhovtnevyi.uk.html
Гарні умови для перебування під час навчання . Good Convergence for a stay during training course,"Тихий готель з ностальгічним нотками . Є все необхідне для комфортного перебування . Надійний Інтернет . Непогана сантехніка, доброзичливий персонал . Quiet hotel with some Nostalgia details . Reliance Internet access . There are all you need for a Comfortably stay . A Quit good Ballroom and Laboratory equipment, nice staff.",Не вистачає чайника в номері та фену для волосся . Стінки дуже проникні для звуків . Треба обережно розмовляти по телефону . There should be an electric Kettler in the room as well as a Harder . Walls are sound Transparent you should be previously speaking at your mobile phone: ),10.0,10.0,zhovtnevyi.uk.html
"Чудове розташування, привітний персонал, якість відповідає...","Чудове розташування, привітний персонал, якість відповідає ціні, адже готель радянських часів, проте в номері нові зручні ліжка і частково нова сантехніка . По проханню дали фен, електрочайник, за що дуже вдячні","Гаряча вода біжить 2 хвилини, потім ледве тепла, тому нормально помитися неможливо. І в номері прохолодно.",9.2,10.0,zhovtnevyi.uk.html
На 1 ніч може бути. Ціна доволі приємна.,"ліжко було дуже комфортним . зручне розташування, до набережної було дуже близько та парк поряд.","Двері в номер не надійні, в душі нема ніяких накладок на підлог та бензинових тапочок . Стояв КАФ забитий якимось віялами та сам він своє віджив, двері відвалюються . Холодильник гуде гучніше ніж трактор, я перед сном його вимикав із розетки.",7.5,10.0,zhovtnevyi.uk.html
"Персонал, сніданки, чистота в номері, ліжка та матраци,...","Персонал, сніданки, чистота в номері, ліжка та матраци, Вайда у номері, безкоштовна планувальна кімната на поверсі, розташування.",Старі дерев'яні вікна. Дуже чути вночі авто. Старий телевізор. Канали показують 50/50.,9.2,10.0,zhovtnevyi.uk.html
"Душова кабіна чиста, відсутня пліснява.","Душова кабіна чиста, відсутня пліснява. Все працює. Дуже милий персонал.","Сумний холодильник, який насправді не так і сильно заважав. Був слабкий сигнал wi- fi роутера, тому фільм подивитись не вдасться.",9.6,10.0,zhovtnevyi.uk.html
За таку ціну (економ номер) - все перевершило мої сподівання. Жодних нарікань!,"- доступна ціна; - дуже зручне розташування; - зручне ліжко; - тихий номер; - поряд великий парк, близько до набережної; поряд трамвайної зупинка, зручно добиратися в центр і до залізничного вокзалу.",- // -,10.0,10.0,zhovtnevyi.uk.html
Чудово! Рекомендую усім хто їхатиме у Дніпро.,"1 . Приїхали швидше аніж година поселення, нам запропонували безкоштовно поставити речі у камеру зберігання . Одразу скористались послугою бізнес - ланчу . Смачно і дешево . Залишивши речі пішли гуляти . 2 . Розташування готелю - майже на набережній навпроти парку ім . Шевченка . Вийшов з готелю і вже можна прогулятись великим парком або набережною . Краєвиди просто вражають . Зручно добиратись з вокзалу - сів на кінцевій на трамвай № 1, за 30 хв . на місці . 3 . Розмір номера - більший аніж здавався на фото . Нова сантехніка, ліжка і матраци . Чисто і затишно . 4 . Сніданок - не тільки дешево і смачно, але й запропонували 5 типів Англійський, континентальний і навіть дієтичний (для нас було актуально). 5 . Персонал ввічливий і уважний до прохань (фен, праска, ваза для квітів - усе знаходилось одразу і без проблем).",Nan,10.0,10.0,zhovtnevyi.uk.html
"Ввічливий персонал, чудове розташування, чиста постільна...","Ввічливий персонал, чудове розташування, чиста постільна білизна, гарні ліжка",Nan,7.9,10.0,zhovtnevyi.uk.html
Відмінне житло за таку ціну.,Відмінне житло за таку ціну. Привітний персонал.,Nan,9.6,10.0,zhovtnevyi.uk.html
"Сніданок на вибір, хороший та великий","Сніданок на вибір, хороший та великий","Не добре прибрано у ванній кімнаті номеру, також унітаз весь час шумів",5.8,10.0,zhovtnevyi.uk.html
Жити можна,Чистота,В номері немає телевізора,7.5,10.0,zhovtnevyi.uk.html
Місцерозташування ,Місцерозташування,Ремонт,8.8,10.0,zhovtnevyi.uk.html
Ви молодці!,Персонал Розташування Співвідношення ціна - якість,Зробити пандус для чемоданів до ліфта,10.0,10.0,zhovtnevyi.uk.html
Жах..,Жах.....(((((,Nan,2.5,10.0,zhovtnevyi.uk.html
Все супер!,"Чисто, зручно,недорого, дуже смачно!",-,10.0,10.0,zhovtnevyi.uk.html
Відсутність телевізора в номері,Nan,Відсутність телевізора в номері,6.3,10.0,zhovtnevyi.uk.html
Привітний персонал,Привітний персонал,"За таку ціну номер обшарпаний, вирвані розетки, холодно.",5.4,10.0,zhovtnevyi.uk.html
"Досить зручне, як для мене, розташування.","Досить зручне, як для мене, розташування.",Досить прохолодно в кімнаті . Рекомендую надавати гостям одноразові шапці.,7.1,10.0,zhovtnevyi.uk.html
Досить цікаво.,"Досить цікаво.
На одну ніч може бути","Накурено.
Ванна кімната не дуже чиста.
Старі шафи  з неприємним заразом",4.6,10.0,zhovtnevyi.uk.html
Гарне співвідношення ціни та якості,Nan,Назву готелю треба змінювати,9.6,10.0,zhovtnevyi.uk.html
четвірка,"Сніданок, чистота, тиша. Розташовано поряд з парком.",Не було телевізора в номері.,7.5,10.0,zhovtnevyi.uk.html
"В загальному, хороше враження.","Ліжко достатньо комфортне, білосніжна білизна. Достатньо тихо.",Відсутність частини дверцят у кабінці душа.,7.5,10.0,zhovtnevyi.uk.html
Жовтневий отель у Дніпрі - це раціональне помешкання за помірний бюджет у відрядженні.,Комфортний отель для роботи та відпочинку. Зручне розташування.,маленький телевізор. Невеликий перелік каналів.,8.8,10.0,zhovtnevyi.uk.html
Персонал ,Персонал,"У ванній кімнаті тримач фену розташований так, що встаючи з унітазу можна легко вдаритися головою",9.6,10.0,zhovtnevyi.uk.html
Ідеальне співвідношення ціни / якості.,Ідеальне співвідношення ціни / якості.,Nan,10.0,10.0,zhovtnevyi.uk.html
Тихе місце в центрі ,Nan,Тихе місце в центрі,9.2,10.0,zhovtnevyi.uk.html
"Затишне місце, чисто.","Затишне місце, чисто. Готель, як на мене, з кожним разом стає краще","Приємний персонал, завжди йдуть назустріч",10.0,10.0,zhovtnevyi.uk.html
Гарне місце для переночувати. Можлива оренда конференц-зали.,"Інтер'єр, досить затишно, поряд парк. Чистота.",Пошарпаний санвузол проте все на місці і працює.,9.2,10.0,zhovtnevyi.uk.html
"Сподіваюсь, що знов приїду.",Все,Nan,10.0,10.0,zhovtnevyi.uk.html
….,….,Nan,9.6,10.0,zhovtnevyi.uk.html
Готель відповідав моїм очікуванням.,Готель відповідав моїм очікуванням. За ці гроші у Дніпрі краще мало де знайдеш. Єдиний мінус - у кімнаті був запах диму від цигарок.,Nan,9.2,10.0,zhovtnevyi.uk.html
"Готель не супер сучасний, але має прекрасне розташування,...","Готель не супер сучасний, але має прекрасне розташування, привітний персонал, холодильник в номері - це дуже зручно. Дизайн застарілий, але наявність всього необхідного, прекрасний парк поруч і невисока  ціна (була акція) перекривають цей недолік.","Покращити можна дизайн, але це неминуче позначиться на ціні.",9.6,10.0,zhovtnevyi.uk.html
"Дуже сподобалось, ціна , якість, готель розташований близько...","Дуже сподобалось, ціна , якість, готель розташований близько до центру Дніпропетровська, чистота в номері, дуже привітний персонал.  Дякуємо готелю  та мої вітання всьому персоналу !",Nan,10.0,10.0,zhovtnevyi.uk.html
Розташування досить зручне.,"Розташування досить зручне. Від вокзалу добратись прямим маршрутом без пересадок. Поряд красива паркова зона. Неподалік Дніпро. Номер без євроремонту, але охайний.","Негатив тільки один . Я працюю юристом . Поряд з готелем Господарський суд . Уу мене виникла потреба попрацювати за комп'ютером з доступом в Інтернет . Адміністратор надала таку змогу, я спокійно працював, а потім прийшов їх переляканий директор і заборонив використовувати комп'ютер . Ніби я шпигун якийсь, приїхав у 1970 році в СССР...Мені було прикро . Поряд немає ні комп'ютерного клубу ні послуг з друку . Довелось витрачати час, їхати у виконавчу службу проситися до знайомих . Сніданок теж не дуже . Асортимент відсутній, або салат або салат, або яєшня або відбивна і все...кава лише розчинна ...",6.7,10.0,zhovtnevyi.uk.html
"В совковому стилі, але дуже чисто й затишно.","В совковому стилі, але дуже чисто й затишно. Дуже сподобалось місце розташування. В номері тепло.","Старий голосний холодильник, інтер'єр у номерах.",9.2,10.0,zhovtnevyi.uk.html
"Не сподобалась ковдра - занадто тонка, вночі було прохолодно.",Nan,"Не сподобалась ковдра - занадто тонка, вночі було прохолодно.",5.4,10.0,zhovtnevyi.uk.html
"Застарілий ремонт, доволі прохолодно","Застарілий ремонт, доволі прохолодно",Радянський готель,5.8,10.0,zhovtnevyi.uk.html
"Чистий номер, новий ремонт у ванній кімнаті, зручне...","Чистий номер, новий ремонт у ванній кімнаті, зручне розташування, відсутність шумів з вулиці.",Старенькі меблі,8.8,10.0,zhovtnevyi.uk.html
Привітний персонал.,Привітний персонал. Особисто дякую за це.,Диван та шафа. Шафа взагалі потребує лише одного - викинути.,7.9,10.0,zhovtnevyi.uk.html
непогано,"гарне розташування, приємний, чистий номер, простора ванна кімната, листі рушники, нормальний сніданок і дуже милий персонал.","ковролін непогано було б почистити . Капі - платні, мені це трошки дивно.",8.3,10.0,astoria-new.uk.html
Розташування - центральний проспект міста.,"Розташування - центральний проспект міста. Матрац дуже зручний, а постіль настільки чиста, що здається абсолютно новою. Рушники міняють щодня.","В номері було холодно, особливо у ванній кімнаті.",10.0,10.0,astoria-new.uk.html
"Розміщений за 2 квартали від центру,мій номер виходив...","Розміщений за 2 квартали від центру,мій номер виходив вікнами на дорогу,  було шумно, дуже чутно рух транспорту. Проте хочу відмітити,  що було тепло, номер опалювався, зручне ліжко, висока стеля, велика ванна кімната.","У номері не передбачено безкоштовну воду, чай, лиш кулер стоїть біля рецепції.",7.1,10.0,astoria-new.uk.html
"Отель, рекомендую. Але звертаю увагу, що потрібно прислухатись до мінусів в моїй рекомендації","Дуже зручне розташування в центрі міста, до відомої набережної декілька хвилин пішки. Приємно привітний персонал.",Час вже змінити інтер'єр номерів на більш сучасний . Недостатньо миючих засобів в номері : 1 Сашенька шампунь / гель для душу на добу! Ви серйозно? Цього навіть на один раз помитися не вистачає!,8.3,10.0,astoria-new.uk.html
