title,pos_text,neg_text,ratingValue,bestRating,hotel
"Загалом отель сподобався. Хоч і пошарпаний ремонт, але чистий та затишний.","Хоч отель і був трохи втомленим у плані ремонту, але було дуже чисто . В нашому номері був бар, і що нас більше всього здивувало, вартість його вмісту була майже аналогічна як в магазині поруч . Номер просторий, чистий . Сніданок теж здивував . З одного боку був відсутній класичний шведський стіл, з іншого боку було меню, з якого можна було собі обрати страви . Розміщений отель теж у непоганому місці . Не далеко від центру, і поруч є великий гіпермаркет.","Як вже вказував, ремонт був давно, і трохи розносився . Двері заїдали у крайньому положені, а балконні двері не щільні були . Стосовно персоналу, то довелось два рази пояснювати, що мені необхідний чек і акт виконаних робіт, аби мені компенсувало підприємство витрати .... або персонал і справді з першого разу не розумів про що річ...або намагались з'їхати з питання (аби не проводити витрати через касу).",8.8,10.0,argo-uzhgorod-hotel.uk.html
Гарний готель з поганим персоналом,"Чистота номеру, зручне ліжко, гарне розташування готелю.","Усе враження від готелю зіпсував персонал, зверхнє ставлення, адміністратора ніколи не було на місці, вдень відсутня вода!!! Працівники кафе - то взагалі жах! Враження, що ми їм щось винні, краще б ми їх не відволікали від особистих справ, навіть меню не спромоглись принести...",5.8,10.0,argo-uzhgorod-hotel.uk.html
Переночувати,Не висока ціна в готелі та кафе,"Відсутня ковдра чи щось на зразок .. Дивно . Старий ремонт, старі рушники, засоби для душу в дозаторів (ріденькі - ріденькі мило) Персонал намагався бути привітним, проте увечері мабуть втомилися, ду-у-уже натягнута ввічливість . Бульйон подають в Піацці, наче чашка .. Є сумніви щодо заявлених 300 гр, салат цезар на 70% з листя салату.",5.4,10.0,argo-uzhgorod-hotel.uk.html
Рекомендую. Співвідношення ціна-якість витримано на всі 100%.,"Номер чистий та комфортний, наявний кондиціонер, міні - бар (ціни доступні), центр у пішій доступності (близько 15 хв до набережної річки Уж), наявна невелика парковка на 3 місця, поруч теж можна паркувати автомобіль . Персонал уважний та реагує на прохання чи потреби . На сніданок запропоновано близько 5 різних варіантів страв (яєшня, млинці, тости і тп), здивувало, що до сніданку додається два напої, можна було обрати сік і чай чи каву, наприклад . сніданком, в принципі, можна було вдосталь насититися . Готель чудовий, рекомендую!","Здивувало те, що варіанти сніданку дуже різні за кількістю: яєшні з беконом було набагато менше ніж, наприклад, млинців із ворогом . Трішки незручно, що в номері не було фену (декому він таки потрібен) Але ці мінуси лише, якщо вже дуже хотіти шукати мінуси: )",9.6,10.0,argo-uzhgorod-hotel.uk.html
"Чистий номер та білизна, ввічливий персонал.","Чистий номер та білизна, ввічливий персонал. Оскільки ми виїжджали дуже рано (о 5 год. ранку) то сніданок нам зібрали заздалегідь - млинці з сиром надзвичайно смачні! Велике спасибі!","Велика кількість москітів, перед сном необхідно було провести демократизацію) ) )",10.0,10.0,argo-uzhgorod-hotel.uk.html
"Затишно, спокійно","Чисто. Гарний, сніданок (на вибір). Тихо. Зручний, достатньо жорсткий матрац.",малувато пішаків в шафі + один з них зламаний (ліпше його викинути - зламані речі неприємні) Немає куди ставити засоби гігієни та догляду в душовій кабінці.,8.3,10.0,argo-uzhgorod-hotel.uk.html
"Надзвичайно приємний персонал, дівчинка на рецепції одразу ж...","Надзвичайно приємний персонал, дівчинка на рецепції одразу ж допомагала з усіма питаннями та комунікаціями! Дуже смачні сніданки! Розташування у тихому спальному районі - великий плюс! Дуже рекомендую!",Nan,9.2,10.0,argo-uzhgorod-hotel.uk.html
Була приємно вражена!,"Хочу відзначити адміністратора! Усі побажання виконувались протягом 2-х хвилин! Анюта, якби у готелях були адміністратори, хоча б на 50% схожі на вас, негативних відгуків у банкінгу не було б взагалі! Готель дуже чистий . Приємно здивувала білосніжна постіль, величезна кількість рушників і чиста ванна! В Ужгороді - тільки до вас! Писали, що сніданки не дуже - МО вередливі чоловіки прийшли зі сніданку ситі і з задоволеними посмішками! Дякую!",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
Було зручно і затишно в цьому готелі.,"Було зручно і затишно в цьому готелі.   Дуже все продумано і організовано. Хоч замовляли звичайний двомісний номер, проте послуги були ніби ми в Люксах.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Тихо, затишно, тепло. Приємний персонал.","Чистота - вище всіх сподівань! Тепла підлога у ванній кімнаті - супер . Тихо, затишно . Комфортне ліжко зі зручним матрацом - що ще потрібно? Рекомендую . На першому поверсі - невеличке кафе . Смачно і недорого . замовляли чай в номер.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Ввічливий, привітний персонал.","Ввічливий, привітний персонал.","Номери потребують ремонту, особливо сан вузли.",7.1,10.0,argo-uzhgorod-hotel.uk.html
"Непоганий готель з хорошим сніданком, але запах в ванній кімнаті справив неприємні враження","Хороший сніданок, просторий номер, чисто","Дуже неприємний запах у ванній кімнаті , ліжко не дуже зручне, тоненька ковдра",6.7,10.0,argo-uzhgorod-hotel.uk.html
Ідеальне місце переночувати перед довгою поїздкою закордон,"Класичний B & B за притомна ціну . Персонал ввічливий, місце тихе, незважаючи на розташування на Капуанський.",Nan,7.9,10.0,argo-uzhgorod-hotel.uk.html
Легко дістатись до Ужгородського замку,Легко дістатись до Ужгородського замку,"Гарне розташування, близько до центру міста, привітний персонал.",10.0,10.0,argo-uzhgorod-hotel.uk.html
Чудове співвідношення ціна -якість!,"Чудове співвідношення ціна - якість! ввічливий персонал! Ідеально для того, для відрядження!",Nan,9.6,10.0,argo-uzhgorod-hotel.uk.html
"Ціна досить не маленька,  а потрібних побутових речей немає. Також дуже погана звукоізоляція.",Nan,"В номері відсутні тапочки, фен .",5.4,10.0,argo-uzhgorod-hotel.uk.html
Персонал дуже приємний.,Персонал дуже приємний. Ціни в кафе дуже доступні. Смачний сніданок. Все чудово. Рекомендую.,Nan,8.8,10.0,argo-uzhgorod-hotel.uk.html
Не було щоденного виносу сміття,Nan,Не було щоденного виносу сміття,8.3,10.0,argo-uzhgorod-hotel.uk.html
"Все ОКК, мені сподобалось, раджу іншим","Все ОКК, мені сподобалось, раджу іншим",Nan,9.6,10.0,argo-uzhgorod-hotel.uk.html
Все чудово,Nan,Фен для волосся відсутній,10.0,10.0,argo-uzhgorod-hotel.uk.html
У нас виникли невеликі проблеми в перший день на що персонал дуже чітко відреагував. Дякуємо!,Для нас було достатньо,"Цілодобовий рух транспорту,але це персонал готелю змінити ,на жаль,не взмозі",7.5,10.0,argo-uzhgorod-hotel.uk.html
Все добре окрім персоналу на ресепшн. Це те на що рекомендуємо Вам звернути увагу.,"смачно, вибір достатній. Швидко.","Персонал, на прохання допомогти у вирішенні питань з сантехнікою, яка не працювала, був не чемний та не компетентний.",7.9,10.0,argo-uzhgorod-hotel.uk.html
"Сніданок дуже смачний, персонал привітний та приємний","Сніданок дуже смачний, персонал привітний та приємний",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
сніданок чудовий чисто охайно,сніданок чудовий чисто охайно,Nan,9.6,10.0,argo-uzhgorod-hotel.uk.html
Все чудово.,Все чудово.Чисто.Затишно.,Nan,7.5,10.0,argo-uzhgorod-hotel.uk.html
Норм.,Харчування,"Вода пропадає. Нема фену в номері. Погана шумоізоляція, сред ночі чути машини з вулиці.",7.1,10.0,argo-uzhgorod-hotel.uk.html
"Інтер'єр відповідає ціні, проте має бути чисто",Привітний персонал,Не дуже чисто,6.7,10.0,argo-uzhgorod-hotel.uk.html
- комфортний і затишний номер ,"- комфортний і затишний номер - дуже смачно в ресторані, і ціни приємні:))",Nan,9.6,10.0,argo-uzhgorod-hotel.uk.html
Арго +,Чистота в номері та готелі.,"Близьке розташування до проїжджої автодороги, гул машин.",6.7,10.0,argo-uzhgorod-hotel.uk.html
"Комфортно, зручно та тихо. Смачні сніданки.",Відпочивали сім'єю. Все сподобалось. Привітний персонал. Смачні сніданки. Найкраще співвідношення ціна-якість),Nan,9.2,10.0,argo-uzhgorod-hotel.uk.html
"Все сподобалося. Персонал привітний. Були неполадки з кондиціонером у номері, то відразу їх вирішили",Сніданок сподобався. Було запропоновано кілька варіантів. Тож можна було обрати на свій смак,Nan,9.6,10.0,argo-uzhgorod-hotel.uk.html
працівниця бару не спілкується українською мовою,Nan,працівниця бару не спілкується українською мовою,7.5,10.0,argo-uzhgorod-hotel.uk.html
Все супер.,"Сподобалась кухня, все було дуже смачно! Номера комфортні та чисті.",Балкон не надто надійний.,7.5,10.0,argo-uzhgorod-hotel.uk.html
"привабливий персонал, зручне розташування готелю, ціна ...","привабливий персонал, зручне розташування готелю, ціна відповідає якості номерів.",У номерах не було засобів гігієни (лише рідке мило).,8.8,10.0,argo-uzhgorod-hotel.uk.html
Чисто.,Чисто. Доброзичливий персонал.,погана звукоізоляція між номерами,7.1,10.0,argo-uzhgorod-hotel.uk.html
"Затишок, комфорт, велике ліжко, привітний персонал,...","Затишок, комфорт, велике ліжко, привітний персонал, близькість до центру міста.",Шум вулиці на мансардному поверсі.,8.8,10.0,argo-uzhgorod-hotel.uk.html
Дуже сподобалось.,"Дуже сподобалось . привітний і ввічливий персонал, смачна кухня.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
Сніданок пізній з 8.,Nan,Сніданок пізній з 8.00. Для бізнесу це не підходить,7.5,10.0,argo-uzhgorod-hotel.uk.html
Вечеря у номер!,Вечеря у номер!,відсутність лита: ),8.3,10.0,argo-uzhgorod-hotel.uk.html
Гарно годують,Гарно годують,"Втомлений життям матрац, надто сильно налаштоване опалення - вимкнув все й всеодно було некомфортно",6.3,10.0,argo-uzhgorod-hotel.uk.html
Просторий номер,Просторий номер,Несвіжа білизна та рушники,6.7,10.0,argo-uzhgorod-hotel.uk.html
Особливо вигідний варіант для короткотермінових подорожей до Ужгорода.,Гарне розташування - вокзал та центр недалеко.,Nan,8.8,10.0,argo-uzhgorod-hotel.uk.html
"Відпочивай й ні про, що не піклуючись.",Відносно близьке розташування до історичного центру. Просторі кімнати. Піклування персоналу. Включений у вартість сніданок у номері.,Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Дякуємо, було зручно і комфортно",Персонал,"розкладений диван у № 2 по краях приховує несподіванку . Якщо хтось (дитина, наприклад) захоче плюнути, то буде боляче",7.5,10.0,argo-uzhgorod-hotel.uk.html
Розміщення,Розміщення,Шумно.,6.7,10.0,argo-uzhgorod-hotel.uk.html
Все було чисто і пристойно.,"Все було чисто і пристойно. Плюс ще мене порадував сніданок, тобто за таку ціну і щей сніданок, то я думаю що це один з найкращих варіантів ціна/якість в Ужгороді. Дякую персоналу готелю :)",Nan,9.2,10.0,argo-uzhgorod-hotel.uk.html
по пунктик :,"по пунктик: - Надзвичайно привітний і охочий допомогти персонал - не міг підключити Ноу до мережі Wi - Fi, адмін перезавантажити декілька разів роутер (дійство було вночі), - хороше ліжко, - брали номер двомісний стандарт - повністю відповідав очікуванням, - у ванній кімнаті підлога з підігрівом (!! - не очікував +), - в номері кондиціонер - який працює (усюди ж по - різному буває = D), - мінімальний міні-бар і холодильник - дуже зручно (!!! - ми до такого комфорту не звикли), - кухня працює до 23 : 00, виконує замовлення навіть у 22 : 55, - був телевізор - не використовували, але впевнений, що він працює . - порадував сніданок (окрім основної страви дають тости з маслом +) на 2-ий день (узяв собі омлет із помідорами (!! не очікував такого подання +) ну ду-у-уже смачно).","по порядку: - вікна виходять на дорогу - лишній шум і загазованість (трафік не значний, але не дуже приємно), - надзвичайно слабенький Wi - Fi (ну, принаймні у 1-му номері), з нота у номері не зміг підключитись на тривалий час до жодного з 3-х наявних родстерів - прийшлось спускатись у ресторан, - у номері погана звукоізоляція (дуже добре чути про що йде мова у коридорі і напевно там теж добре чути що у номері відбувається), у ванній кімнаті чути як працює пральна машина чи сушарка у господарському приміщенні 1-го поверху (номер на 2-му), - у душі так і не зміг відрегулювати воду так, щоб вона була однорідна (напевно воду підігріває газова колонка, а вода подається через стаціонарний водяний насос (пульсуюча температура води), також у душі виявив типовий банний чорний грибок, - на сніданок узяв яєшню із беконом - малувато буде - порція дитяча, також було б непогано включити у меню сніданку каву (в меню сніданку (те що включено в ціну номеру): сік на вибір, какао, чай).",7.9,10.0,argo-uzhgorod-hotel.uk.html
Персонал дуже привітний.,"Персонал дуже привітний. Номер чистий, просторий, затишний. Дуже смачний сніданок. Готель розташований недалеко від центру. Чудове поєднання ціни, розташування та  якості :)",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
Гарний персонал та сніданки,Гарний персонал та сніданки,"У кімнаті сильно пахло тютюновим димом, хоча на столику стояв знак забороняючий палити( проте в інших двох номерах наших друзів запаху не було",7.1,10.0,argo-uzhgorod-hotel.uk.html
Хороший бюджетний готель майже в центрі.,"Хороший бюджетний готель майже в центрі . Дуже привітний персонал! Чисто, туалет мав наліпку дезинфекції . Це приємно здивувало . Хороший вибір каналів) )) ) дивилися Джимі Феллона) З мінусів: дивно рипіли ліжко, папуга у холі Чирікова усю ніч . А ми жили на найвищому поверсі і чудово це чули (і щей вулиця із жвавим рухом . Двері нещільно зачиняються і стукали від протягу всю ніч (і не сподобалося, що кава в сніданок не входить, хоча млинці були смачні",Nan,8.3,10.0,argo-uzhgorod-hotel.uk.html
"Комфортний номер, виглядає свіжо, не пошарпаний, чисто.","Комфортний номер, виглядає свіжо, не пошарпаний, чисто. Великий плюс взимку - це тепла підлога у ванній. Дуже привітна дівчина на рецепції, готова була в усьому допомогти. Готель не в центрі, біля кладовища, дійти до центру можна пішки, поряд є пристойний супермаркет.","Навіщо заявляти послуги, які не надаються, такі, як капці, не зрозуміло . Краще б описували, як є . Все, що стосується кухні, виявилось величезним мінусом . сніданки раніше 8-ї не подають, замість нього дали холодні млинці, які, не спитавши, залили рідким варенням (і це у дорогу!), що потекло; який сік дати, спитали, але поклали зовсім інший . Сімейний номер був над кафе, до якого було зась, бо там бенкет, до 12-ї ночі ми слухали з дітьми п "" яні розмови, шансон і Сердючку, після 12-ї почали розтягти столи, як наслідок, висипались погано.",7.5,10.0,argo-uzhgorod-hotel.uk.html
Номер просторий і красивий.,Номер просторий і красивий.,"1 . Один рушник був порваний (з "" бахромою "") 2 . Не попередили до якого часу можливий сніданок . веселились з номеру і нам відповіли що для сніданку вже пізно, вже немає повара . Навіть не вибачились і не запропонували платний сніданок чи каву . 3 . За хвилину ходи з готелю знаходиться кладовище.",6.7,10.0,argo-uzhgorod-hotel.uk.html
"Одномісний номер – супер, та за дуже невелику вартість!","Одномісний номер – супер, та за дуже невелику вартість! Теплий, просторий, затишний, велике 1,5 ліжко із дуже зручним матросом . міні-бар, гарний Пузік та маленький столик . У ванній кімнаті тепла підлога, є кондиціонер, є шафа . До центру пішки 15 хвилин . Дівчата на ресепшн дуже приємні та ввічливі",Nan,9.2,10.0,argo-uzhgorod-hotel.uk.html
Гарний затишний готель.,"Гарний затишний готель . Все було дуже добре . Дівчата на реєстрації вміють зустріти, розв'язати оперативно будь - які проблеми, а також порадити.","В двокімнатному номері "" поліпшено комфорті "" мала би бути ванна . І чому за містом в Арго номери дорожчі ніж У Аніти, Відповідно 490 і 430? Другий готель знаходиться в межі центра міста, має сауну і невеликий бассейн.",9.2,10.0,argo-uzhgorod-hotel.uk.html
"Зручне розташування, номер чистий та комфортний,...","Зручне розташування, номер чистий та комфортний, безкоштовний wi-fi, холодильник з міні баром, дружній колектив а також сніданок включений в ціну номеру, хороша ціна",Відсутність електрочайник,8.3,10.0,argo-uzhgorod-hotel.uk.html
В готелі чисто і персонал досить привітний.,В готелі чисто і персонал досить привітний . У номері зручне ліжко і гарний інтер'єр Загалом . Зранку подають досить ситний сніданок . Ціни в готельному ресторані приємні.,Для вдосконалення комфорту у душі можна було б додати гачки для рушників та одягу.,8.8,10.0,argo-uzhgorod-hotel.uk.html
Дуже гарний готель.,"Дуже гарний готель . До центра міста йти хвилин 15-20 пішки, чудовий ресторан на першому повести (з дуже смачними сніданками, які входили в замовлення), привітний персонал, чисті та добрі номери, поряд супермаркет.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Отель расположен не далеко от центра,минут 10-15 пешком.","Отель расположен не далеко от центра, минут 10-15 пешком . Не большой отель . Очень Железный персонал . Стоянка бесплатно . Интернет хороший . Чисто в комнате . подобный, чтобы переночувати и ехать дальше.","Для нас мінусом оказался кондиціонер . выбрали специально с кондиціонером . Было очень жарко, а кондиціонер очень слабый . В комнате было душно и жарко . завтрак несколько Лабова . Кофе за дополнительно плату.",9.2,10.0,argo-uzhgorod-hotel.uk.html
Чудове обслуговування і сніданок.,"Чудове обслуговування і сніданок. У готелю зручне розташування - він знаходиться недалеко від консульства Угорщини, ось чому ми його й обрали.",Немає фену для волосся.,8.8,10.0,argo-uzhgorod-hotel.uk.html
"Чистий, просторий номер на двох, хороший сніданок, вартість...","Чистий, просторий номер на двох, хороший сніданок, вартість якого включено у вартість номеру, привітний персонал.","Їдкий, хімічний запах в туалетній кімнаті (ймовірно, засіб для унітазів), старі рушники. Але це легко змінити - поміняти на інший засіб, менш ""ароматний"" і обновити рушники і все буде чудово.",7.5,10.0,argo-uzhgorod-hotel.uk.html
"Тут дуже привітний і позитивний персонал, радо був готовий...","Тут дуже привітний і позитивний персонал, радо був готовий допомогти . Не склало жодної проблеми заселитися о 22 : 40, мене зустріли посмішкою і гарним настоєм . Номер чистий, ліжко зручне, неймовірно порадував кондиціонер, Вайда був в номері нормальної швидкості . Я ще також хочу відзначити сніданок - було смачно, все було свіже, плюс ціни в ресторані готелю приємно порадували . Буду в Ужгороді, ще зупинюся тут.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"не попередили, що курять на загальному балкончик поряд і це ...",Nan,"не попередили, що курять на загальному балкончик поряд і це зіпсувало мені сон вночі (я не курю) Трохи чутно шум автомобілів на вулиці (повній рухається постійно багато авто, навіть вночі )",7.5,10.0,argo-uzhgorod-hotel.uk.html
"Понравилось все, заселили около 12 нас.","понравилось все, заселили около 12 нас . До центра рядом, посоветовал основные достопримечательности . Очень Сметливый персонал и недорога кухня, для посетителей отеля кидка 10% . Утром выехали рано, виготовили завтрак с собой и такси на рецепції вызвали . впечатление только положительно осталось.",Nan,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Уютне, чисто, приятно персонал, соотношение ...","Уютне, чисто, приятно персонал, соотношение цена / качество хорошее, завтрак на выбор несколько вариантов, недорого кофе . просторий номер . рекомендую!","В ванної нет фена, кроме гидкого - была других имеющих принадлежности, немного потемніння в голках душа (но не больше чем в Х - Звездочка готелях Турции и т . п .). Но это все нисколько не означает визит в этот отель.",8.8,10.0,argo-uzhgorod-hotel.uk.html
1) Чудовий сніданок яких входить у вартість номеру!,1) Чудовий сніданок яких входить у вартість номеру! 2) Безкоштовний Вайда...3) Розташування: Не далеко від візового центру (це було метою поїздки) 4) Приємний персонал.,Варто відзначити слабку шумоізоляцію...Чудово чути телевізор в сусідньому номері о 00 : 00...Ну як мінімум варто додати комендантську годину після десятої.,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Зручне розташування: хвилин 20 пішки від вокзалів, і...","Зручне розташування: хвилин 20 пішки від вокзалів, і приблизно стільки ж до найцікавіших місць у центрі. Гарний сніданок, простора кімната.",Ввечері вулиця Лопушанська досить темна . санвузол міг би бути трохи просторішим.,8.3,10.0,argo-uzhgorod-hotel.uk.html
Готель розташований не далеко від вокзалу і в центрі міста.,"Готель розташований не далеко від вокзалу і в центрі міста . Є можливість викликати таксі, до вокзалу ціна 20 грн . Смачні сніданки, чудовий Вайда, зручне ліжко, кондиціонер, підігрів підлоги у ванній кімнаті, багато телеканалів, є холодильник який трохи гарчить з міністром . В номерах тихо, ніхто не заважав, на вулиці спокійно і також тихо . Персонал привітний, завжди готовий допомогти.","В готелі немає фену, трохи є грибок в душевній кабіні.",9.6,10.0,argo-uzhgorod-hotel.uk.html
- доступна ціна ,- доступна ціна - недалеко від центру міста - ввічливий персонал,"- постільна білизна явно не першої свіжості - погана шумоізоляція, дуже добре чути сусідні номери",7.5,10.0,argo-uzhgorod-hotel.uk.html
1 . местоположение,"1 . местоположение 2 . Хорошие номера - чисто, тепло, комфортно . 3 . Сметливый персонал . 4 . хорошая кухня - виготовили все вкусило, большие хорошие позиции . 5 . Свой паркінг (только надо заранее предупредить )",- для одной ночи проїздом очень пристойний отель,10.0,10.0,argo-uzhgorod-hotel.uk.html
"Сподобався персонал i сам готель привiтав, с першого разу ...","Сподобався персонал i сам готель привiтав, с першого разу не одразу знайшов отель, мене навiть вийшли зустрiчати на подвiр'я, так вперше, зазвичай, сидять i по телефону говорять, куди йти! За цiну, я дуже вражений, що, за 10 евро можно зупинитись в такому готелi! розповiли куди пiти, що подивитись у мiстi! Всiм раджу цей готель! i найголовнiше, Жа! дуже сподобались суп, млинці, i ранкова кава!","місцерозташування! хотiлось який несуть показник "" iти туди "" )",9.6,10.0,argo-uzhgorod-hotel.uk.html
