ngram,score
чисто свіжий,0.2550649021820944
затишний тихий,0.2550649021820944
затишно приємний,0.2550649021820944
розташування доброзичливий,0.2550649021820944
чисто приємний,0.2550649021820944
затишно хороший,0.2550649021820944
розташування гарний,0.2550649021820944
розташування відмінний,0.2550649021820944
тепло чисто,0.2550649021820944
милий персонал,0.2550649021820944
усім необхідним,0.2550649021820944
розташування ввічливий,0.2550649021820944
уважний привітний,0.2550649021820944
розташування чуйний,0.2550649021820944
уважний чуйний,0.2550649021820944
персонал приємно,0.2550649021820944
чисто світло,0.2550649021820944
ліжко хороший,0.2550649021820944
персонал смачний,0.25403698576872585
номері необхідне,0.2538783044988269
просторий чистий,0.25378568334292134
торговий центр,0.2534652890223014
розташування приємний,0.2534229551151176
чисто необхідне,0.2532958794432478
привітний уважний,0.25310420141656637
затишно тепло,0.2530307322716412
відмінне розташування,0.2530056546923884
персонал чистий,0.25294120855223884
номери привітний,0.2528770160339188
великий чистий,0.2528659380821561
комфортний чистий,0.2527970407262723
тихому місці,0.2527609472725301
розташування чудове,0.25264542805868145
відмінний сніданок,0.2526284611107801
затишний чистий,0.2525665569496193
розташування чистий,0.2525617570282901
чистота привітний,0.2525472459608478
персонал смачні,0.25253256566669924
сніданок розташування,0.25245651907456623
персонал гарне,0.25242480601588596
чисті комфортні,0.2523923123207675
персонал хороші,0.25237576367131315
чудове розташування,0.25235900880616946
ввічливий привітний,0.2523074676369055
розташування чисто,0.2523016193800003
чудові сніданки,0.2522720019979243
гарне розташування,0.2522644981840807
місцезнаходження відмінне,0.2522447982344463
чисто привітний,0.2522417428457154
цікавий дизайн,0.25223561216323015
персонал всі,0.25219826153049124
розташування привітний,0.2521792139446062
вище всяких,0.25212052153531306
чисто просторо,0.25212052153531306
чисті затишні,0.2520489561595389
хороші сніданки,0.25200647769787443
відмінне обслуговування,0.25199567045441784
цікавий інтер,0.2519738252049525
теплий прийом,0.2519291883292358
язково зупинимося,0.2519291883292358
гарний сніданок,0.25190638293726475
комфортно чисто,0.2518832433959052
сніданки привітний,0.25176226663200874
чистий теплий,0.25176226663200874
відмінна ціна,0.2517369588331669
готель зручне,0.2517369588331669
чистий комфортний,0.2516851615307138
тихий район,0.2516586534901829
простора ванна,0.2516317263437005
затишна кімната,0.2516043700725879
прекрасний сніданок,0.2516043700725879
просторі чисті,0.251576574336273
номери чисто,0.251576574336273
чудовий персонал,0.2515483284592572
доброзичливий персонал,0.2515039687887383
зручні номери,0.25149044182379626
персонал чистота,0.2513687566221306
персонал відмінне,0.25135296093637716
непоганий сніданок,0.25127191316495523
гарний чистий,0.25116985829857025
відмінні сніданки,0.2511698582985702
хороший затишний,0.251134608553662
розташування тихо,0.25109871496449293
розташування персонал,0.25100983554227746
ідеальне розташування,0.2510060457052267
великий затишний,0.2509869897616549
розташування відмінне,0.2509705131042513
сучасний інтер,0.25090894241093664
всяких похвал,0.2508822584699186
розташування співвідношення,0.2508687875884862
лякливий персонал,0.2508687875884862
затишний готель,0.2508330101645848
персонал сподобалося,0.2508278492388397
просторий затишний,0.2508278492388397
приємний дизайн,0.2508278492388397
приємний персонал,0.2508234155587578
персонал зручне,0.25079451888718074
приємно здивувала,0.2507861042028194
чисто номер,0.2507861042028194
ідеальне співвідношення,0.2507861042028194
красива територія,0.2507649216893703
затишна атмосфера,0.25070009677964433
відмінне співвідношення,0.2506557832770393
красивий номер,0.2506557832770393
чисті номера,0.2506332873830195
приємний інтер,0.2505875998273501
персонал хороша,0.25056440095541793
номери хороший,0.25056440095541793
швидко заселили,0.2505172744313737
шикарний сніданок,0.2504691504929453
швидке заселення,0.2504691504929453
красиво затишно,0.25041999713633084
прекрасні сніданки,0.25041999713633084
просторий номер,0.25040129246195614
пішки 10,0.2503184671576327
номер ввічливий,0.2502660193003257
персонал затишно,0.2502660193003257
чуйний персонал,0.25025393727387085
вид дніпро,0.25021239938768225
супер розташування,0.25021239938768225
язково зупинюся,0.25021239938768225
готель відмінне,0.25015756768735026
персонал гарний,0.25015756768735026
чуйний привітний,0.25015756768735026
особлива подяка,0.2501296845065822
зручний чистий,0.2501014826505443
чистий акуратний,0.2500729566245954
продумано дрібниць,0.25004410080704353
розташування шикарне,0.25004410080704353
розташування тихий,0.25004410080704353
чисте повітря,0.25004410080704353
розташування прямо,0.2500149094454528
чисто тихо,0.2499938497821794
сніданок ввічливий,0.24998537665281942
номер велика,0.24998537665281942
персонал затишні,0.24998537665281942
відмінний новий,0.24998537665281942
білосніжна постіль,0.24995549640361409
прекрасне розташування,0.24992526252968333
затишні чисті,0.24989466871600413
центрі зручно,0.24986370849628664
привітний готовий,0.24980066218973712
хороший інтер,0.24980066218973712
смачні ситні,0.24976856237214592
величезний плюс,0.24973606867702744
ситний смачний,0.24973606867702744
ситний сніданок,0.24971967185291116
всі необхідні,0.24971418379799326
гарне співвідношення,0.24970317380998625
розташування ідеальне,0.24970317380998625
зупинимося готелі,0.24966987029538823
центру привітний,0.24960200648059225
розташування затишно,0.24960200648059225
відмінне місце,0.24958078048504032
невеликий затишний,0.2495674302708766
чистий сучасний,0.2495324135821333
персонал номерах,0.2495324135821333
розташування інтер,0.2495324135821333
охайний номер,0.2495324135821333
чистота розташування,0.2495324135821333
сніданок чистий,0.2495324135821333
чисто тепло,0.2495324135821333
хороший сніданок,0.24952064201039498
номер привітний,0.24951828168222798
комфортно привітний,0.24946102466409584
персонал чудове,0.24946102466409584
великі просторі,0.24946102466409584
світлий номер,0.24941239963108267
привітний доброзичливий,0.24941239963108267
привітні господарі,0.24938776929040393
великий комфортний,0.24938776929040393
персонал чисті,0.24935041865766502
готелі тихо,0.24935041865766502
розташування наявність,0.24931257329300305
місце чисто,0.24931257329300305
хороші меблі,0.24931257329300305
готель чисті,0.24931257329300305
чудовий ресторан,0.24931257329300305
гарний персонал,0.24931257329300305
приємний адміністратор,0.24931257329300305
гарний затишний,0.24931257329300305
просторі номери,0.24926132608285415
розташування чистота,0.24924651587681307
центру чисто,0.24923535852137055
чудовий інтер,0.24923535852137055
персонал просторий,0.24923535852137055
турботливий персонал,0.24919596851799647
чистий номер,0.24915604257157406
чисто смачний,0.249156042571574
номер зручне,0.24913991967209
чистий зручний,0.2491155696688931
персонал комфортний,0.249074538492907
відмінне персонал,0.249074538492907
чистий персонал,0.24903293741218133
чисто уютне,0.24899075446990115
приємний доброзичливий,0.24899075446990115
хороший wifi,0.24899075446990115
чисто розташування,0.24899075446990115
хороші ліжка,0.24899075446990115
всі пам,0.24899075446990115
тихо затишно,0.24896638397064377
відчуваєш вдома,0.24890459347727598
приємний готель,0.2488605897808095
затишний комфортний,0.2488605897808095
чистота тиша,0.2488605897808095
відмінний персонал,0.2488517134948371
ввічливий персонал,0.24883291786464123
сучасний дизайн,0.24881595290509287
номер необхідне,0.2488159529050928
шикарне місце,0.2488159529050928
смачні сніданки,0.2487896168642186
всі визначні,0.24877066908440607
комфортного проживання,0.24874778015840177
затишно чисто,0.24865926272453864
перевершив очікування,0.24863079217668446
чистий затишний,0.2486034410741215
необхідне проживання,0.24853403502313662
відмінна кухня,0.24853403502313662
хороший чистий,0.2484343232830813
привабливий персонал,0.24843432328308124
чисті номери,0.24842799010556033
теплий номер,0.24840040595072752
персонал чисто,0.24839515707645307
затишне місце,0.2483833168255791
розташування прекрасне,0.2483833168255791
чуйна персонал,0.24827891283880227
тихий затишний,0.24827891283880227
гарний інтер,0.24822547765178896
персонал ввічливий,0.2482000394041961
чисто персонал,0.2481711942341939
хороша ціна,0.24811604222676653
персонал сніданки,0.24811604222676648
порадувало наявність,0.2480787813214283
номери чисті,0.24806627205917794
розташування парковка,0.2480600006134358
тихе місце,0.2480411186551319
красивий інтер,0.24800304769460757
доброзичливий чуйний,0.24800304769460751
перевершив всі,0.24800304769460751
привітний ввічливий,0.24797422252074078
прийнятна ціна,0.2479451610591466
привітний персонал,0.24786453616425758
готель чисто,0.24784654517691276
необхідне номері,0.24780632962180377
тихо чисто,0.24779620561732982
світлий чистий,0.24770380253572521
чистий готель,0.24769487956269343
затишний номер,0.24768937774183863
язково приїдемо,0.2476408841028875
комфортно затишно,0.2476408841028874
ліжко чисто,0.2476408841028874
привітний чуйний,0.24760901980250247
всі очікування,0.24760901980250247
красиво чисто,0.24757688078954443
затишно комфортно,0.24756970112229776
магазини кафе,0.24751176429164848
комфортний номер,0.24748539947258416
чисто затишно,0.24747167379244478
прекрасне місце,0.24743594472408456
затишні номери,0.24736292626219097
хороша кухня,0.2473439080371323
тихе спокійне,0.24730943748533213
готель привітний,0.2472955629271818
гарний вид,0.24727465775584256
гарні номери,0.24723956467013783
відмінний вид,0.24723956467013783
приємний ввічливий,0.24723956467013783
номер смачний,0.24719227908220898
приємний чуйний,0.2471684213360605
практично центрі,0.2471684213360605
доглянута територія,0.24709597251081905
комфортне ліжко,0.24709597251081905
якість супер,0.24709597251081905
затишно тихо,0.2470592472575813
усміхнений персонал,0.24702218192668038
гарне місце,0.24695284411684548
смачний різноманітний,0.2469088975641817
хороший персонал,0.24676447392683792
готелю привітний,0.24673951339796324
смачний ситний,0.24671282781732845
міста привітний,0.24671282781732845
розташування супер,0.24666796963602508
тепло комфортно,0.24663173464523158
сніданок привітний,0.2465657173946821
велика територія,0.24654905125956472
тиша спокій,0.24654905125956472
персонал номери,0.24654905125956472
хороше розташування,0.2465211286388008
сніданок чудовий,0.24650709854682898
уважний персонал,0.24647368485326349
готель перевершив,0.24646473042017678
чистий просторий,0.24646473042017678
персонал можливість,0.24646473042017678
спокійне місце,0.2464075826495958
новий чистий,0.246361314660216
сподобалось розташування,0.24629097787458928
приємно здивував,0.24629097787458923
визначні пам,0.2462194949541903
смачний сніданок,0.2462014418507893
номер хороша,0.24620144185078924
сніданок чистота,0.24620144185078924
персонал супер,0.24617118902211182
розташування самий,0.24617118902211182
номер просторий,0.246162507386475
тепло затишно,0.24615598502827518
розташування чисті,0.2461100595291679
персонал розташування,0.2460569900011611
чисто комфортно,0.2460569900011611
чистий красивий,0.24601677320469728
персонал хороший,0.2460081961577843
номер приємний,0.24592152274222467
відмінний номер,0.24587314147086575
комфортна ліжко,0.24587314147086575
приємна ціна,0.2458242454471817
чисто зручне,0.24580454106289018
сучасний готель,0.24577482641186404
готовий допомогти,0.24574492044284635
номер красивий,0.24572487592795098
персонал готовий,0.24562334594925286
ситні сніданки,0.24562334594925286
готель гарне,0.24562334594925286
нові чисті,0.24551958427586398
відмінний чистий,0.24551958427586398
персонал місце,0.24541351650591356
сподобалося чисто,0.24541351650591356
розташування вокзалу,0.24541351650591356
чиста кімната,0.24541351650591356
нові меблі,0.24534873671980417
зручне місце,0.24534752889181716
зручний номер,0.245332405664259
хороший wi,0.245231399473051
вода цілодобово,0.2451941481558002
затишно привітний,0.2451941481558002
центрі одеси,0.24517166157998524
готові допомогти,0.24512637964791464
приємне обслуговування,0.24508068127549348
привітний номер,0.24508068127549348
ввічливий уважний,0.24500357617419846
закрита парковка,0.24496457527776858
супер чисто,0.24492527083121443
смачні різноманітні,0.24484573700040835
затишно номері,0.24484573700040835
приголомшливий вид,0.2448457370004083
пішки дійти,0.2448457370004083
хороший дизайн,0.2448457370004083
розташування прекрасний,0.2448457370004083
окрема подяка,0.24474863370611827
великі номери,0.24472406884387551
номер прекрасний,0.2445994685039294
ввічливий приємний,0.2445994685039294
шикарний вид,0.24459946850392936
чистий новий,0.24459946850392936
чистота персонал,0.24455726506558872
чисто красиво,0.24447182868467024
розташування 10,0.24447182868467024
смачна кухня,0.24447182868467013
комфортний готель,0.24444592617180036
чисто охайно,0.24439956310021427
свіжий ремонт,0.24437873432794338
якість розташування,0.24434103679032124
приємна атмосфера,0.24434103679032124
розташування ціна,0.24430783257898941
тихий готель,0.244252032899877
розташування залізничного,0.24420697459388604
білосніжну білизну,0.24420697459388604
чисті кімнати,0.24420697459388604
чуйний доброзичливий,0.24420697459388604
номері тихо,0.24417975889706356
сучасний ремонт,0.24416153917176972
відмінний готель,0.2441524064164116
чисто приємно,0.24413867855947843
розташування моря,0.24406951788063122
тихе затишне,0.24406951788063122
хочеться повернутися,0.24406951788063122
тихо спокійно,0.24404806117343567
персонал номері,0.2440135557026138
просторий світлий,0.24397593001648205
чудовий номер,0.24397593001648205
сподобалось чисто,0.2439285360641348
дійти пішки,0.24388073522958068
великий просторий,0.2438421980733458
чудовий вид,0.2438421980733458
чистота комфорт,0.24381635874673388
місце тихе,0.24378389177240536
хороший вибір,0.2437838917724053
чисто нове,0.2437838917724053
відмінний ресторан,0.2437838917724053
сніданок відмінний,0.2437838917724053
супер номер,0.24363544040131255
хороше співвідношення,0.24363544040131255
приємно здивувало,0.24358508449866417
привітним персоналом,0.2434830296322793
затишний дворик,0.2434830296322793
чиста затишна,0.24348302963227925
комфорт затишок,0.24348302963227925
площа ринок,0.24348302963227925
затишно зручно,0.24348302963227925
крокової доступності,0.24348302963227914
розташування сніданок,0.24342092101838675
єр привітний,0.2433264989108502
хороша ліжко,0.2433264989108502
сніданок зручне,0.2433264989108502
відмінні номери,0.2432733774525364
цілодобова стійка,0.2432466360047952
чисто зручно,0.24320179634940428
прекрасний персонал,0.24320179634940428
чисто акуратно,0.24319278755452822
близькість моря,0.2431656788823867
розташування смачний,0.2431656788823867
міста чисто,0.24316567888238663
новий ремонт,0.24311891769990235
персонал смачна,0.24311108841258902
нове чисте,0.2431001101524511
чисто хороший,0.2430717875228375
сніданки відмінні,0.24305599470907896
чистота зручне,0.24300039078071378
приємно здивована,0.24300039078071378
необхідний посуд,0.24300039078071378
персонал співвідношення,0.24300039078071378
хвилини пішки,0.24300039078071378
зручне розташування,0.24297039060925707
персонал рекомендую,0.24291601260249945
персонал чуйний,0.24289899512705967
чистота порядок,0.2428876236312575
уважний доброзичливий,0.24283044576508278
персонал ціна,0.24283044576508278
хороший привітний,0.24283044576508267
хороша транспортна,0.24283044576508267
персонал сніданок,0.24278720872169962
сподобалося персонал,0.24276111948480095
великий телевізор,0.24271446379566503
хороший ремонт,0.24269981123803275
дозволили залишити,0.24268092106678926
розташування хвилин,0.2426556442002744
номер світлий,0.24259626162249642
рукою подати,0.2424757748740739
хороша сантехніка,0.2424757748740738
самий центр,0.24245292388451806
велика зручна,0.24238387042300535
супер персонал,0.24238387042300535
смачна кава,0.2423529366659566
обслуговування вищому,0.24222767747692214
сторонніх запахів,0.24219597599277343
меблі нові,0.2420220456161187
язково повернемося,0.2419034561241235
доступна ціна,0.24183663644833922
гарне обслуговування,0.24180297151425753
чудове місце,0.24179517833347752
продуктовий магазин,0.24178269017388898
гостинний персонал,0.24170094062411288
можливість залишити,0.241632043268229
чистий охайний,0.24156243177844722
номери просторі,0.24153438473255912
свіжим ремонтом,0.24142102151554817
приємний бонус,0.24138520489090187
гарний готель,0.24131630285040687
тихо комфортно,0.24127661769646114
хороші чисті,0.24127661769646108
пішої доступності,0.24118849869810594
персонал відмінний,0.24115887485124937
комфортні номери,0.24114058183570802
тихий двір,0.24112912423880187
місце центрі,0.24112912423880187
розташування номер,0.2410218247986258
розташування хороше,0.24099227392038475
розташування всі,0.24097844090348924
розташування гарне,0.24097844090348924
кафе ресторани,0.2408244630674842
готель ввічливий,0.2408244630674842
прямо центрі,0.2408244630674842
затишно персонал,0.2408244630674841
невеликий готель,0.2407067521352273
комфортно персонал,0.24066708148145188
заселили швидко,0.24066708148145188
чиста білизна,0.24062147428982125
персонал приємний,0.24062147428982125
великий номер,0.24061117282079547
розташування вид,0.24058707881347155
номері зручне,0.2405061820111694
персонал парковка,0.2405061820111694
затишно красиво,0.2405061820111694
хороший ресторан,0.24048989403389887
ціна розташування,0.24034164536138802
різноманітний смачний,0.24034164536138802
смачні страви,0.24034164536138802
привітний номері,0.24034164536138802
персонал доброзичливий,0.24030829069128185
пішій доступності,0.24026998551766415
спасибо большое,0.24026998551766415
затишно спокійно,0.24017334678074936
хвилин метро,0.24017334678074936
персоналу чистота,0.24017334678074936
розташування центрі,0.2400455825767931
різноманітні сніданки,0.24003591181697473
хороший номер,0.24003013028162135
площі ринок,0.23994736981737355
номер відмінний,0.23994287031227446
смачна їжа,0.23988759986064453
супер рекомендую,0.2398249356253575
номер чудовий,0.23982493562535745
зручна ліжко,0.23971721034093976
гарний номер,0.2397051467728802
39 ятки,0.2396900406151401
разу обов,0.23964454331460056
номери затишні,0.23955273600384686
привітні дівчата,0.23945982885151829
вдале місце,0.23945982885151829
сучасний номер,0.23945982885151829
нові номери,0.2394129566392983
чудовий готель,0.239330874194729
готелю хороше,0.2392706349988625
доступності центру,0.2392706349988625
великий світлий,0.2392706349988625
приємні дівчата,0.2392706349988625
тихий спокійний,0.2392706349988625
сподобався дизайн,0.2392706349988625
готель чистий,0.2392706349988625
прекрасний готель,0.23917430706636084
персонал номер,0.23913694422301737
персонал кухня,0.239076796797964
вище похвал,0.239076796797964
персонал вищому,0.239076796797964
готелю відмінне,0.23891826623153747
приємна дівчина,0.2388781410888191
повернемося сюди,0.2388781410888191
розташування центр,0.23884149021897977
номерах чисто,0.23871306080248647
зручне ліжко,0.23871266405046607
комфортний затишний,0.23867448599392502
найкращий готель,0.23867448599392502
супер готель,0.23867448599392502
номер наявність,0.23867448599392502
всі 100,0.23867448599392502
знаходиться тихому,0.23867448599392502
персонал чудовий,0.238618051131666
номері тепло,0.2385999097969696
різноманітний сніданок,0.23854981411653575
номер чисто,0.2385498141165357
йде зустріч,0.23846564036263268
сподобався інтер,0.2382514031724443
розташування чудовий,0.2382514031724443
хороше місце,0.2382514031724443
визначних пам,0.23819697689479885
адекватна ціна,0.23819697689479885
чисто номерах,0.23819697689479885
відмінний сервіс,0.23814219706603007
велика ванна,0.23803156288331404
якість відмінна,0.23803156288331404
велика парковка,0.23803156288331404
акуратно чисто,0.23803156288331404
привітний сніданок,0.23803156288331404
персонал ресторан,0.23803156288331404
сніданок чисто,0.23803156288331398
чистий тихий,0.23780589674058872
наявність міні,0.23780589674058872
чистота сніданок,0.23757417002175887
ненав 39,0.23755608685052387
білосніжні рушники,0.23751526266569667
нова сантехніка,0.23751526266569667
новий готель,0.237489894997354
ідеальна чистота,0.23741200114584957
прекрасний ресторан,0.2373361352216628
хороший сервіс,0.2373361352216628
вдале розташування,0.23729345481458183
зручна транспортна,0.2371901784123901
чуйність персоналу,0.2370915311701934
язково повернуся,0.2369666800892982
номери хороші,0.23696668008929814
готелю зручне,0.23691263983763838
зручна локація,0.23684008207589535
залишилася задоволена,0.2367761164697846
номер гарний,0.2367761164697846
наявність парковки,0.2367761164697846
велика кімната,0.23671170020121457
чисто сніданок,0.2365814964880813
хороший матрац,0.2365814964880812
готель супер,0.23646841369043586
відмінно чисто,0.23638268921434022
поєднання ціна,0.23638268921434022
прекрасний номер,0.23638268921434022
зручні ліжка,0.2363708613783489
смачно готують,0.2363154661692555
кімната простора,0.23626133835938865
розташований центрі,0.23614791428372683
хороший готель,0.23597919477661045
ходьби центру,0.23597196027307207
своя парковка,0.23594861173502155
оперного театру,0.23589089434748192
всі зручності,0.23586019673432881
сподобався готель,0.23556711248281623
великий плюс,0.23554276247961933
підлога підігрівом,0.23554276247961933
прогулянковий кроком,0.23554276247961933
готель зручно,0.23546934611871367
комфортного відпочинку,0.23546934611871367
рекомендувати друзям,0.23541021418562447
хорошим ремонтом,0.23532084398633718
обслуговування чистота,0.23509382125147438
яке прохання,0.23509382125147438
центру 10,0.2350169821709654
біля метро,0.23499491940676026
хороший інтернет,0.23499491940676026
сподобалося місце,0.2349783404339613
пузата хата,0.23495508379467633
комфортні ліжка,0.23486151609380743
номер хороший,0.23480915676142697
ідеальне місце,0.23476707345302997
місце розташування,0.23469615754385334
чисто ввічливий,0.2346717435402511
сніданки персонал,0.23462374193954974
сніданки супер,0.23462374193954974
сніданок супер,0.23458931647229664
прекрасний вид,0.2345634211669394
професійний персонал,0.23445044698417458
готелі чисто,0.23429786321533233
хороший вид,0.2342812962588022
смачно ситно,0.23413099534645135
міста зручно,0.23413099534645135
комфорт чистота,0.23408041069996674
хвилин пішки,0.23406944131305465
станція метро,0.23398987609844996
красивий вид,0.23397850430489056
номер чистий,0.2336901656704391
чиста постіль,0.23358206171409143
чайник мікрохвильова,0.23352522432598471
готель центрі,0.23320899594842806
зручно чисто,0.23316306073426463
розташування щодо,0.2330706084759265
зручне місцерозташування,0.23297737221925605
хвилин ходьби,0.23295058789152204
15 хвилинах,0.23278850747094215
березі моря,0.2327885074709421
оперний театр,0.23259638427298326
розташування метро,0.23253725233989408
дизайн готелю,0.232531604486874
номери нові,0.23249907428335298
чудовий сервіс,0.23249907428335298
персонал готель,0.23245711143662212
всі побажання,0.23240091754615053
високі стелі,0.23232177504353457
тепло номері,0.23225660969238773
чиста постільна,0.23220201922259018
великі кімнати,0.23220201922259018
ресторан смачно,0.23220201922259018
комфортно зручно,0.23220201922259018
чисто прибрано,0.2320809952614048
залишилися задоволені,0.2319176222459345
тиша номері,0.2315838063325715
яке питання,0.2315838063325715
центрі міста,0.231482789996266
готель приємний,0.23142399235398675
персонал привітний,0.23116808377106893
кімнаті тепло,0.23093122246537498
готелю супер,0.23093122246537498
затишно необхідне,0.23093122246537498
близькість центру,0.23079632745515763
хороший натиск,0.23079632745515763
сподобалося розташування,0.2307669624000801
чисто спокійно,0.23070555632264964
повністю відповідають,0.23059113279889382
безкоштовний чай,0.23059113279889382
39 яток,0.23046813962579638
супер сніданок,0.23024131845706222
зручно комфортно,0.23006263321203868
готель затишний,0.23006263321203868
кондиціонер холодильник,0.22982907876602096
номер чистота,0.22982907876602096
зручно розташований,0.22979680001303093
39 лякливий,0.22973008298672215
готелю центрі,0.2296603224079997
холодильник мікрохвильова,0.22959408363994577
історичному центрі,0.22951079770970617
розташування номері,0.22940291186095788
номері чисто,0.22905420395455178
шикарний номер,0.2290514698171764
зручні меблі,0.22873596345974517
сніданок ситний,0.22779081731543235
сніданок персонал,0.22777040442351526
номер затишний,0.22767281854228336
номер розташування,0.22754382853083144
готель сподобалося,0.22739347558423603
відмінний варіант,0.2273673219314081
дизайн номера,0.22731183360976798
із задоволенням,0.22718019930341712
зручна парковка,0.22717468742751645
номера чисті,0.2270361785818509
кращий готель,0.22703617858185085
залишився задоволений,0.22703617858185085
основних визначних,0.22703617858185085
привітний адміністратор,0.22683366308184016
наявність кухні,0.22680814261866836
хочу відзначити,0.22680814261866836
смачно поїсти,0.22677526269421724
готель чудовий,0.22670325830345245
безкоштовна парковка,0.22668380981452585
чисту білизну,0.22657636437065684
номер комфортний,0.22641972073256433
вода чай,0.22641972073256428
своїм друзям,0.2262931596120699
місце положення,0.22623857600338826
персонал уважний,0.22596252047778728
вищому рівні,0.22586226478171825
повністю відповідає,0.2257755260801069
номер зручний,0.2257755260801069
приємно здивовані,0.2257755260801069
транспортна розв,0.22564830503402522
історичний центр,0.22550965862037825
готелю чистота,0.22550965862037825
розташування вдале,0.22544243557529353
чайник фен,0.22544243557529353
вокзалу пішки,0.22544243557529353
персонал прибирання,0.22510167880465115
гарний настрій,0.22510167880465115
центр міста,0.22496316995898552
сніданок гарний,0.22468227318837342
ліжка зручні,0.22465186573295032
низька ціна,0.224575580034194
ресторані смачно,0.22449891051649062
речі камері,0.22439608241564243
номер теплий,0.22439608241564243
ліжко чиста,0.22439608241564243
персонал готелі,0.22439608241564238
хорошому стані,0.22439608241564238
маленький готель,0.22425095476787485
велика площа,0.22425095476787485
розташування зручне,0.22405770118197463
швидкий інтернет,0.22387138199915052
хв ходьби,0.22387138199915052
великим плюсом,0.2238072084516523
розташування готелю,0.22371045129810443
співвідношення ціни,0.22367072369820246
всі прохання,0.22359806109297353
вокзалу центру,0.22359806109297353
знаходиться центрі,0.22342753392018552
номерах тепло,0.22335048900488777
легко дістатися,0.22288021881069317
хвилин центру,0.22288021881069317
гарний вигляд,0.22288021881069306
готель розташування,0.22288021881069306
жд вокзалу,0.2227303845908515
хвилинах ходьби,0.22265670131635973
сніданок хороший,0.22250299783509395
ділових поїздок,0.22247753497850234
розміщення готелю,0.22244042689270177
чиста ванна,0.22239578542872626
близькість метро,0.22214805598164447
холодильник фен,0.22206464207916907
ідеальний варіант,0.2216411466951447
якісний ремонт,0.2216411466951447
зручності номері,0.2215418680384309
дитячий майданчик,0.22145630120101426
старого міста,0.2214252945625187
закрита територія,0.22131631909443458
чистий санвузол,0.22131631909443458
величезний номер,0.22120663492112705
великий вибір,0.2209241931985951
ліжко хороша,0.22076067101210883
співвідношення ціна,0.22069832826525249
найвищому рівні,0.22057897684278022
залізничний вокзал,0.22030279592288246
тапочки рушники,0.21995128276576992
хв пішки,0.2198622902740975
халати тапочки,0.21965834635826628
39 язка,0.2195265768031053
біля моря,0.21944704297229917
номери великі,0.21944704297229917
мікрохвильовка холодильник,0.21934934991555985
кухня номері,0.21934934991555985
розташування біля,0.21919800142756596
пішки вокзалу,0.2190672489105755
вид море,0.21879220489764387
сподобався персонал,0.21871488014325055
10 хвилинах,0.2186126330605173
сподобалося рекомендую,0.21799359080651187
номер сподобався,0.21799359080651187
привітна дівчина,0.21786521525668467
ціни якості,0.2178011685250281
зручному місці,0.21774057915828196
великі вікна,0.21774057915828196
розташування зручно,0.2176025106523018
праска фен,0.21727634129269463
привітність персоналу,0.21727634129269457
чистий ліжко,0.21727634129269457
біле постільна,0.21727634129269457
непоганий готель,0.21727634129269457
хочеться відзначити,0.2172763412926945
чайник посуд,0.21700016037279682
жд вокзалом,0.21671991010587469
