title,pos_text,neg_text,ratingValue,bestRating,hotel
"Безупречна работа девочек на рецепции, особенно Даны- обо...","Безупречна работа девочек на рецепции, особенно Даны- обо всем расскажут и помогут. Супер расположение - самый центр, закрытый двор для стоянки, хорошее белье","Нужен, конечно, ремонт в отеле, но тогда, как я понимаю, повысится цена. При очень неплохом кафе ( интерьер, хорошие цены и внимательная официантка вкупе с неплохим выбором для завтрака) само качество приготовления завтрака оставляет желать лучшего ( старое масло, на котором жарится омлет- отмечаю не только я)",6.7,10.0,u-anity.uk.html
"Очень приветливый персонал и хорошие номера, но от совка надо избавляться","Есть дворик для парковки, лужайка с зеленой травой. На территории есть небольшой ресторанчик. Очень удобно прогуливаться к центру.",Ковры в номерах надо убрать и сжечь,9.6,10.0,u-anity.uk.html
Удобное место расположение в центре.,Девушка на рецепции просто умничка! Удобная кровать и чистое белье. Парковка. Завтрак.,Пятна на ковре и дырки от окурков на шторах. Штора в качестве покрывала на кровати.,7.1,10.0,u-anity.uk.html
"Постельное белье, да и в общем постель, полотенца-все...","Постельное белье, да и в общем постель, полотенца-все идеально чистое. 
Персонал 24/7 на связи. Нужна была прачечная-помогли) 
Включен завтрак. 
Тихо и уютно.","Отсутствие одноразовых тапочек и мини-средств для гигиены. 
Очень грязный ковер. Не все лампы в номере работают.",7.5,10.0,u-anity.uk.html
Территориально очень удобно расположен - рукой подать до...,"Территориально очень удобно расположен - рукой подать до исторического центра. Номер отличный, персонал внимательный, отзывчивый. чисто, аккуратно.",Фен в номер. Улучшить и разнообразить завтраки.,8.8,10.0,u-anity.uk.html
"Отличное расположение практически в центре города, есть...","Отличное расположение практически в центре города, есть внутренний двор с парковкой. Достаточно приветливый персонал.","Гостиница и номера внутри выглядят уставшими. Когда только зашёл в номер был немного расстроен но потом привык и вроде нормально. Остаётся двоякое ощущение от номера вроде и чисто и вроде как не очень, я думаю дело в напольном покрытии, ковролин не самый удачный вариант и на нем видно следы прибывания прошлых гостей. Полотенца и постель были чистые, тут не было проблем.",7.1,10.0,u-anity.uk.html
Большой просторный номер.,"Большой просторный номер. Есть парковка для авто во дворе дома, мангал. Завтрак включен в стоимость. В целом отличное место для транзитной  остановки.","Ковролин в пятнах и стены грязные. Пластиковые окна от старости плотно не закрывались, а рядом проходит дорога.",7.9,10.0,u-anity.uk.html
Привет из 90х,"Чудесные администраторы на стойке регистрации. Они не виноваты, что этот отель полное г...но.",Грязные совдеповские номера. Ковры с пятнами грязи. Убогая мебель. Все это давно пора на свалку.,4.2,10.0,u-anity.uk.html
Завтрак включен и он вкусный(дают выбрать что хочешь) в...,"Завтрак включен и он вкусный(дают выбрать что хочешь) в завтрак входит например кофе,яичница с беконом,тосты с маслом, и стакан сока на выбор.Как по мне более чем. Персонал приветливый. Номер огромный с ванной комнатой с большой ванной.",Единственное это то что нужно иметь с собой тапочки.,9.2,10.0,u-anity.uk.html
В целом хорошо,"Отличный завтрак, удачное расположение, просторный номер","Были проблемы с отоплением, но персонал очень быстро все исправил. Все в рабочем состоянии, но пора задуматься о ремонте",8.3,10.0,u-anity.uk.html
Расположение( рядом от трассы и от центра города),Расположение( рядом от трассы и от центра города),"Кухня(еда приготовлена ужасно, а цена явно завышена), затяганный и грязный ковролин на полу в номере.",7.1,10.0,u-anity.uk.html
"Просторный номер, чисто.","Просторный номер, чисто.","Нам обещали завтрак в 8-15, а утром сказали что завтрак будет только в 10-00. Это время нам никак не подходило, в итоге мы остались без завтрака.",5.0,10.0,u-anity.uk.html
Хорошее расположение,В номере комфортно разместилась вся семья- двое взрослых и двое детей.,"Питание -лучше отказаться! Отвратительно! Из всего заказанного- куриный бульон, деруны, салат Цезарь, даже блинчики - были не съедобными. Плохое самочувствие гарантировано.",5.8,10.0,u-anity.uk.html
"Удачное месторасположение, но есть недостатки: холодно и плохое качество ТВ и интернета","1) Удачное расположение отеля, находится в 5-10 минутах ходьбы от Старого Города и Ужгородского Замка 2) заселение возможно ранее указанного времени при наличии свободного номера","1) в номере было холодно, первый день батарея вообще была холодная, кондиционер не работал в режиме обогрева (на улице была плюсовая температура и теоретически воспользоваться им можно было) 2) ТВ работало только, если поставить тюнер в определенном положении! 3) wi-fi не работал первый день! 4) девушкам с ресепшна в 12:00 при заселении были озвучены проблемы, связанные с отоплением, интернетом и ТВ, но к вечеру ничего не было устранено. В итоге поздно вечером после скандала ночной дежурный менеджер Олег решил все вопросы в течении 15 минут, отдельная благодарность ему, в отличии от его дневных коллег! 4) завтраки чересчур жирные, чувстовался ярко выраженный вкус подсолнечного масла( 5) в перечне включенных в стоимость услуг на сайте Booking была вода и шоколадка или печенье, но в итоге девушки с ресепшна взяли плату за выпитую бутылку воды, сказали, что в Booking неправильная информация)))",6.3,10.0,u-anity.uk.html
Вместо отдыха получили нервы,"Распоряжение хорошее, завтрак приличный.","В номере не работало отопление, телевизор и кондиционер. На просьбу решить эти проблемы администратор сказала, что скоро приедет завхоз и попытается что-то сделать. Он действительно приехал. К 20.00 отопление заработало (заселились мы в 16.00). Телевизор тоже показывал, но недолго. Вместо того, чтобы отдохнуть после дороги мы потратили кучу нервов. А в ответ услышали: всё бывает.",6.7,10.0,u-anity.uk.html
Спокойное место недалеко от центра.,"Спокойное место недалеко от центра. Есть внутренний двор, где можно запарковать машину. Нормальное соотношение цены и качества, особенно если останавливаться на несколько дней.","Был поздний заезд, после 23:00. Дверь на рецепцию была закрыта и  никого не было. Пришлось искать и будить администратора.  Не смог включить телевизор, похоже из-за севших батареек.",7.9,10.0,u-anity.uk.html
"Отличное расположение, до основных достопримечательностей 10...","Отличное расположение, до основных достопримечательностей 10 минут медленным шагом. Но в тоже время тихо, нет шума и суеты. Сытный завтрак. Для транзитных путешественников переночевать одну ночь— то что надо. Тем более за такую небольшую цену.","В ванной не очень хорошо работает вытяжка, есть запах сырости. Необходимо просто почистить вентиляционную решетку",8.3,10.0,u-anity.uk.html
Цена довольно низкая.,"Цена довольно низкая. Бесплатный нормальный завтрак: можно выбрать яичницу с чем-то, блины с начинкой и что-то еще. Находится в самом центре.","Номер очень грязный, отклеившиеся обои, старый телевизор, два неработающих светильника над кроватью. Нет сеток на окнах, хотя мошек залетает много. Перед отъездом встретился таракан.",5.8,10.0,u-anity.uk.html
"Очень лояльное отношение к постояльцам, если номер уже убран...","Очень лояльное отношение к постояльцам, если номер уже убран, предидущие гости выехали, то заселяют раньше. Тоже и с выездом - в шею не гонят. Вещи до и после оставить пожалуйста, подскажут где что находится. Минибар очень недорогой - маленький сникерс 14 грн. В магазинах дороже покупал.","Кое-где под потолком паутину уборщица пропустила, но в целом всё убрано, вымыто.",9.6,10.0,u-anity.uk.html
"Хороший отель, в самом центре города, уютные номера.","Хороший отель, в самом центре города, уютные номера. Фото соответствует действительности. Приветливый персонал, оказали помощь в вызове такси ранним утром. На территории отеля есть кафе, с вкусной недорогой домашней едой. Рекомендую для проживания.",,10.0,10.0,u-anity.uk.html
Большой номер на втором этаже.,"Большой номер на втором этаже. Огромная ванна, неплохой завтрак. Бесплатная парковка.","Номер начинает ""уставать"" . На ковролине есть пятна, окна закрываются с некоторым трудом. В сущности это все мелочи, но все же. 
Огромный брелок на ключах, который не снимается.",8.8,10.0,u-anity.uk.html
Отель недалеко от окружной и старого города.,Отель недалеко от окружной и старого города. Относительно недорого... Чисто.,"Уставший интерьер, раздолбанная сантехника... И очень агрессивные красные расцветки",8.8,10.0,u-anity.uk.html
Все было супер!,"Все было супер! Кухня прекрасная, большой выбор блюд,  все очень вкусно и не дорого. Отель рядом с центром города. Очень удобно для прогулок.",Такого нет.,10.0,10.0,u-anity.uk.html
"Расположение,  Кухня, Ванная комната, сам номер - всё на...","Расположение,  Кухня, Ванная комната, сам номер - всё на уровне! Цена-качество супер! В стоимость входит завтрак","Разве что комары, если едите летом или вначале осени, берите с собой средство от насекомых",10.0,10.0,u-anity.uk.html
"Месторасположение - близко к центру
","Месторасположение - близко к центру
Паркинг на территории (на 4 машины)
Большой номер с большим балконом
Чисто
Беседки на улице","В заезд на рецепции была хорошая девочка(шатенка), на второй день - блондинка, с ней, пожалуй, стоит провести повторный инструктаж, как нужно общаться с клиентами. А то не умеет.
Но, в любом случае, за такие деньги - хороший вариант.",8.8,10.0,u-anity.uk.html
Отличная гостиница в самом центре Ужгорода (до Кафедрального...,"Отличная гостиница в самом центре Ужгорода (до Кафедрального собора или набережной Ужа 5 минут пешего хода), парковка в закрытом дворе. Просторный номер, работающая сантехника, в общем все хорошо. Узнав о нашем раннем отъезде (в 6 утра) предложили завтрак сухим пайком.","При желании всегда можно найти к чему придраться, например, к слишком мягкой кровати (ну, это вообще дело вкуса) или к телевизору с ЭЛТ (хотя мне вообще никакой не нужен), но когда речь идет об отличном номере по цене 20 евро (!!!) в сутки, то такие придирки лично я считаю просто аморальными. Все отлично!",8.8,10.0,u-anity.uk.html
"Ой,все отлично было.","Ой,все отлично было.Обычно с семьёй останавливаемся в Арго. Т.к. поездка была по работе нужно было более близкое расположение к центру. Номера хорошие.Большие. Очень приятные девочки на баре и ресепшене! Одним словом , рекомендую!",,9.6,10.0,u-anity.uk.html
Отличный отель за небольшие деньги!,"Отличный отель за небольшие деньги! Приятный персонал, удивительно огромный номер семейный, очень большая ванная комната и сама ванная ... Очень близко к центру города. Близко к окружной и границе со Словакией! Рекомендую!","Тот номер в котором были мы, огромный, поэтому окна выходят как во двор, так и на дорогу, в летнее время жарковато, а с открытым окном невозможно, постоянно слышно проезжающие авто ...",9.6,10.0,u-anity.uk.html
Отдых удался. Спасибо!,"Проживали в отеле 3 ночи. Все было хорошо организовано. Сотрудники молодцы: и на рецепции, и официант, и шеф-повар пани Наталья (особая благодарность!). Все понравилось, рекомендую.",,8.3,10.0,u-anity.uk.html
Помогли вызвать такси ночью на вокзал (однако машины...,Помогли вызвать такси ночью на вокзал (однако машины приезжают не быстро); в целом - очень дружелюбный и клиентоориентированный персонал. Приятный вкусный завтрак.,"Номер можно было бы подготовить более оперативно (позвонили уточнить о приезде за полчаса до прихода в гостиницу, а заселили более чем через 40 мин. после прихода).",9.6,10.0,u-anity.uk.html
Были в этом отеле в четвертом с 2-мя детьми 4 и 13 лет.,"Были в этом отеле в четвертом с 2-мя детьми 4 и 13 лет. Младший с ними на кровати, т.е. без платно, а старший на диване. Номер очень большой, ванная огромная. Всё было чисто, встретили любезно. Были летом, поэтому кондиционер наше всё, иначе было бы очень душно. Клёвый попугай на рецепшене.) Хороший дворик, можно посидеть вечерком в беседках и заказать шашлычок. Очень близко ко всем достопримечательностям, обошли за полдня пешком.","Не понравилась близость к дороге, не более 2-х метров, наши окна на неё выходили.( Ночью машин мало, но тем не менее ездят и могут разбудить. И немного было душновато, т.к. в нашей комнате с большой кроватью окно не открывалось, такой функции даже не предусмотрено, оно треугольное. В соседней комнате открывали балкон, окно там тоже не открывается. Поэтому в ней прохладно, а до нас свежий воздух не доходил. Балкон на проветривание не открывается, только настиж. Непонятно, как в другие времена года проветривать. А в остальном всё ок!",9.2,10.0,u-anity.uk.html
Отель очень понравился и нам и нашим друзьям!,"Отель очень понравился и нам и нашим друзьям! Просторный двухкомнатный номер, с большой ванной комнатой. Матрасы удобные, запах в номере хороший,не прокурено! В холодильнике есть напитки и вода за доп.плату. Расположение отличное! пару минут до центра и достопримечательностей.  Завтрак сытный и вкусный. За что отдельное спасибо, что утром не нужно метаться в поисках еды!!! Отличный вариант за отличные деньги!",,10.0,10.0,u-anity.uk.html
Лучшее расположение !,"Лучшее расположение !! Ранний завтрак !! Вкусная национальная кухня, !! Огромный номер, и огромная ванная !! Тихий дворик, с охраняемой парковкой !! Если тут свободно, то не раздумывая бронируйте !!!",,10.0,10.0,u-anity.uk.html
"Месторасположение (центр города), чистенько, персонал.","Месторасположение (центр города), чистенько, персонал. Понравились завтраки - обеды и ужины не пробовали (заехали ближе к 22.00 часам, кухня уже не работала).","Небольшие замечания. Окна номера выходили на проезжую часть, немного шумно. В двухкомнатном номере в спальне окна не открываются, а кондиционер расположен в другой комнате. Потребовалось дополнительное спальное место - предоставили раскладушку, у которой не держат ноги (положили на пол).   Во внутреннем дворике не хватает места для парковки всех машин (ставил снаружи перед входом). В-целом - впечатления нормальные. Если спросят, приеду ли еще - ответ ""да"".",8.8,10.0,u-anity.uk.html
Чудесное расположение.,Чудесное расположение. 5 минут пешком до центра. Ночью очень тихо. Удобная кровать.,Оформление номера очень сильно устарело. Не соответствует цене. Ужасный завтрак.,6.7,10.0,u-anity.uk.html
останавливались с семьей в отеле у Аниты.,"останавливались с семьей в отеле у Аниты.Очень чистый, аккуратный отель.Персонал приветливый .Ужинали и завтракали в кафе при отеле, очень вкусно.Советую всем",,10.0,10.0,u-anity.uk.html
Отличное расположение.,"Отличное расположение. Вышел, пару метров и центр. Номер тихий, но если открыть окна, то пение птиц сутра может немного мешать. Это уж как кто любит:) В номере есть рабочий кондиционер, ТВ с каналами Т2, мини-бар и достаточно вместительный шкаф. Отличная стоянка для автомобилям, но она закрывается вечером. Мы не обсудили этот нюанс на ресепшене и 22:30 уже не смогли попасть в отель. Все закрыто, а номер что указан для звонков не работает.","Очень грязные ковры. Сантехника просто в ужасающем состоянии (унитаз постоянно течёт, кран в умывальнике еле открыл, слив в ванной оторванный). Нет фена.",6.7,10.0,u-anity.uk.html
"Хорошее месторасположение, центр города в шаговой...","Хорошее месторасположение, центр города в шаговой доступности. Вкусный завтрак.",Не хватило вешалок в шкафу...и одна розетка в комнате для зарядки гаджетов,9.2,10.0,u-anity.uk.html
"Прекрасно отель, приветливый персонал, чистота в номере, все...","Прекрасно отель, приветливый персонал, чистота в номере, все необходимое есть. Очень вкусно кормят и недалеко от центра города. Очень довольны, спасибо!",,10.0,10.0,u-anity.uk.html
"Рабочий кондиционер 
","Рабочий кондиционер 
В стоимость включён завтрак, в том числе для ребёнка 
Приветливый персонал 
Наличие биде в ванной комнате","- нет тапочек
- нет фена
- на унитазе нет надписи о дезинфекции
- нет шампуня/геля, только жидкое мыло 
- не рабочий телевизор 
- в мини баре нет простой воды, хотя в прайсе указана",7.9,10.0,u-anity.uk.html
не очень,,"За такую цену могло быть и лучше. Ни тапочек,ни шампуня, слив в душе забитый, кровать разваливается,персонал сложно застать на рецепции, хотели выехать (после 11), рецепция закрыта, в общем не очень",2.5,10.0,u-anity.uk.html
Персонал оперативно идёт на встречу в любых вопросах!,Персонал оперативно идёт на встречу в любых вопросах! Очень понравилось искреннее человеческое отношение к гостю! В следующий раз в Ужгороде снова остановлюсь у ребят! Спасибо,,9.2,10.0,u-anity.uk.html
Очень плохо. Спасибо только за ночлег,Только интерьер дворика,"Поселили не в тот номер. Код бронирования им не о чем не говорит, документы даже не спросили. В номере течет бочек унитаза, что мешало спать. Под номером расположена баня и ""наслаждались"" пьяными воплями и матами мужиков. Пришлось вызывать охрану. Утюга нет и услуги такой у них нет, телевизору больше лет чем мне, почти ничего не показывает. Завтрак обговорили еще вечером и заказали на 8.00, только в 8.20 подали. Кофе в завтрак не входит - только чай или сок, а кофе - дополнительно платить. Можно было и не обговаривать меню завтрака, т.к. все напутали. 590 грн за ночь - слишком много для такого уровня. В корпусе, где наши номера, сильно пахло кухней - все запахи с кафе были в корпусе - отвратительный запах жареного лука и чего-то еще. Благодарю за ночлег, но туда больше не заеду. Три звезды тоже нужно уметь держать на должном уровне. Это больше хостел, чем отель",5.0,10.0,u-anity.uk.html
Большое спасибо персоналу. Останавливаюсь уже второй раз .Мне нравится.,"Удобное расположение. Улица тихая. И в пяти минутах ходьбы пешеходная зона. Чистые, удобные номера. Я останавливался во втором корпусе. № 5. Понравилось. Из кафе внизу завтрак взял себе в номер. Все красиво сервировано и С УЛЫБКОЙ.",Требует ремонта смеситель душа. На рецепшн записали пожелание и пообещали исправить.,9.6,10.0,u-anity.uk.html
Выбрали гостиницу потому что близко от центра.,"Выбрали гостиницу потому что близко от центра. Просто не представляли насколько в Ужгороде все близко) Это был единственный плюс, если это можно так назвать.","Из минусов: тапочки пришлось покупать! фена в ванной комнате не было, уборку в номере не производили (жили 4 ночи), телевизор не работал, пришлось напрячь персонал, чтобы сделали, вай фай дышал на ладан, завтраки - вообще ни о чем - забудьте о шведском столе. А да, ещё сэкономили на мыле и туалетной бумаге. В общем ни за что не селитесь там.",3.3,10.0,u-anity.uk.html
"В целом впечатления хорошие, персонал отзывчивый, в отеле чисто. Летом, наверно вообще хорошо.",,"Очень хотелось попасть в сауну, но всё было занято местными. Жаль, что посетителям попасть в спа-зону нет шансов, если приехали в выходные. Об этом нужно знать и бронировать заранее, как и номер. Завтрак довольно скудный, блины подают холодными.",6.5,10.0,u-anity.uk.html
"~ чистый, просторный, уютный номер ","~ чистый, просторный, уютный номер ~ приветливый и гостеприимный персонал ~ отличное месторасположение, до центра Ужгорода 5 минут ~ частная парковка во дворе",,10.0,10.0,u-anity.uk.html
Отличное соотношение цена\качество,"Очень приятный и заботливый персонал, теплый, уютный, просторный номер.","Ресторан с хорошим обслуживанием, но весьма средней кухней.  останавливались на одну ночь, поэтому было не принципиально.",10.0,10.0,u-anity.uk.html
Не получилось полноценно отдохнуть!,"Хорошие завтраки,хотя не понятно,почему предлагается выбрать между какао и чаем !? А кофе только за дополнительную плату. Обычно выбор предлагают между чаем и РАСТВОРИМЫМ кофе. А свареный кофе -за дополнительную плату. Думаю,что какао выбирают только дети","Мы остановились в этом отеле транзитом по дороге в Словакию. Весь день мы ехали машиной от Киева до Ужгорода.Очень устали и хотели отдохнуть. Но в 22 часа в бане, которая находится на первом этаже, началась ""дискотека"".Закончилось это мероприятие в 2 часа ночи!!! Это очень мешает отдыхающим !!! Год назад мы останавливались"" У Аниты""-было тихо. Возможно,эти мероприятия проводятся по выходным. Тогда администрация должна предупреждать об этом на своей странице.Не работал телевизор. Об этом уже писалось в предыдущих отзывах, но ничего не изменилось....",6.3,10.0,u-anity.uk.html
"Прекрасное месторасположение, 5 минут пешком до центра.","Прекрасное месторасположение, 5 минут пешком до центра. Большой номер и ванная комната. Вежливый персонал. Вкуснейший завтрак.","В номере было достаточно прохладно, из оконных щелей прилично задувало. Телевизор не работал, на просьбу починить пришел сотрудник и сообщил что роутер полетел. Не смертельно конечно, но тогда зачем указывать неработающий ТВ как услугу?",7.9,10.0,u-anity.uk.html
Мы остались довольны,"Отличная гостиница, не далеко от центра. Пешком минут 10. Отлично, что включен завтрак, не нужно думать куда пойти, выбор блюд не плохой. Девочки очень милые. Большой плюс что нам предложили оставить сумки в гостинице, так как мы приехали раньше) очень комфортные матрацы и белое белье","Наш номер был немного не до убран, под кроватью были шкурки от мандарин. Мы просто забронировали номер с раздельными кроватями ( он был последний) и поэтому сдвигали, и получили неприятный сюрприз. Плохая шумо изоляция, наши окна выходили во двор где играли деты на стадионе. И в завтрак включен только чай, а хотелось бы на выбор или чай или кофе. Всего 2 полотенца( хотелось бы больше",7.5,10.0,u-anity.uk.html
