title,pos_text,neg_text,ratingValue,bestRating,hotel
Удобное место для посещения города,"У меня был номер после ремонта, современный стандарт, с номера прекрасный вид на Днепр. Сам отель с наружи полный совок и путешествие во времени. Внутри после ремонта холл/рецепшин, и есть номера после ремонта которые уже соответствую 3 звездом. Очень удобное расположение - в здании супермаркет, ресторан, на против на набережной рестораны. 200 м от отеля торговый центр с магазинами, кафе. До центра (площади Победы) 10-15 минут пешком. Есть паркинг. Завтраки из меню комплекты но хватает (нп. яичница из 2 яиц с копченостями, нарезка мясная, овощная, хлеб сыр, чай/кофе), можно в полне наесться.","Слишком интенсивный запах освежителя воздуха в холле - аж раздражает (до сих пор его чувствую). Убитые коридоры (по крайней мере на 8 этаже) без ремонта, старые протертые совковые коврики. Очень неудобная кровать - бортики кровати на высоте с матрасом соответсвенно садимся на 2 см краю доски а не на кровати/матрасе - ужасное чувство особенно при вставании. Советую администрации - без ущерба обрезать 10-15 см снизу от пола и опустить бортик, будет по человечески, а то явно ктото не подумал, таких вещей как правило не делается в отелях чтоб гость на утро вставал весь в синяках.",6.7,10.0,dnepropetrovsk.uk.html
"Номер в неповторимом советском стиле, но за свои деньги весьма неплох.","Удобные кровати, мягкие подушки, тёплое одеяло, плотные шторы защищают от солнца, всё чистое. Горячая вода действительно горячая, хороший напор.","Странный держатель для душа, который не держал душ.",9.2,10.0,dnepropetrovsk.uk.html
Отличное расположение в центре.,"В стоимость входил завтрак. Были предложены 4 варианта меню. Я выбрала 4. Сюда входит два сырника со сменой, йогурт, печенье, сыр и масло. Чай или кофе по выбору.",Нет предложения для вегетарианцев.,9.6,10.0,dnepropetrovsk.uk.html
Месторасположение отеля - супер!,Месторасположение отеля - супер! Вид из окна на Днепр.,В номерах старая мебель. Окна заклеены какими-то тряпками клейстером. На полу старые потёртые коврики. В ванной сантехника не менялась со дня постройки отеля.,6.3,10.0,dnepropetrovsk.uk.html
СССР с видом на Набережную.,"СССР с видом на Набережную. Номер убогий (фото прилагаются), вид с балкона 4-го этажа нормальный. С каждым следующим этажом выше вид, соответственно, будет лучше",,5.8,10.0,dnepropetrovsk.uk.html
Очень удобное месторасположение.,"Очень удобное месторасположение. Потрясающий вид на набережную. Побывала, будто в машине времени, и очутилась в 80-х - весь интерьер , помимо кровати, соответствовал тому времени","небольшие нюансы с чистотой..если не придираться, то вполне терпимо",8.3,10.0,dnepropetrovsk.uk.html
"Хорошее расположение, прямо рядом с центром набережной","Хорошее расположение, прямо рядом с центром набережной","Конечно не мешало ремонт сделать в номерах, обои порванные, раковина в ванной треснутая,  балконная дверь еле закрывается, на балкон страшно выходить, коврам лет 40",7.5,10.0,dnepropetrovsk.uk.html
Вид из окна (балкона).,Вид из окна (балкона). Чудесная набережная. Не ожидал что за такую цену номер будет двухкомнатный.,Ночной шум от дороги. Скорее всего из за старых (очень старых) окон. Зато вид из окна прекрасный.,8.3,10.0,dnepropetrovsk.uk.html
"Прекрасное расположение, шикарный вид на Набережную и Днепр,...","Прекрасное расположение, шикарный вид на Набережную и Днепр, пешая доступность до парков и центра. Очень дружелюбный персонал. Большое спасибо за комфорт и уют!",,8.8,10.0,dnepropetrovsk.uk.html
"Быстрая подача, вкусненько.","Быстрая подача, вкусненько...","Отсутствие сейфа, тапочек. В номере люкс не работал дождик( брызгал во все стороны) и не правильно работает слив(без уклона), поэтому весь пол всегда был в воде.",7.9,10.0,dnepropetrovsk.uk.html
"Завтрак, номер, в номере не работал телевизор и была куча...",,"Завтрак, номер, в номере не работал телевизор и была куча комаров, номер совдеповский, со старой мебелью, старые потрепанные ковры, цена за номер около 600 грн.",4.6,10.0,dnepropetrovsk.uk.html
"Оперативность в решении вопросов сотрудниками отеля, они не...","Оперативность в решении вопросов сотрудниками отеля, они не имея представления о бронировании мною номеров нашли возможность разместить в хороших условиях людей, понадеявшихся, что код бронирования с booking.com что то значит и можно не перезванивать в отель и не уточнять!",Не понравилось - то что никто в отеле про бронь мест сделанную мной на сайте booking.com не имел ни малейшего представления.,8.3,10.0,dnepropetrovsk.uk.html
только ради вида,Шикарный вид,"кроме хола гостинницы-все старое,цена отличалась от указанной в Букинге,окна не глушат шума дороги проходящей внизу,санузел времен 70х, не было одеяла(",6.3,10.0,dnepropetrovsk.uk.html
Прекрасное месторасположение!,"Прекрасное месторасположение на набережной Днепра! Рядом куча ресторанов, можно погулять по набережной, или покататься по Днепру на кораблике. Рядом супермаркет Варус. Жили в люксе - хороший большой номер, вид на Днепр прекрасный! Два балкона.","Маленькая душевая. И улыбнуло то, что небольшой телевизор напротив кровати через полторы комнаты. :) Пол на балконах можно застелить хотя бы дешевым линолиумом.",8.8,10.0,dnepropetrovsk.uk.html
Очень нравится этот отель! Удобное расположение и комфортный номер!,"Круто расположение! Рядом есть всё! Набережная, супермаркет, торговый центр... Удобная кровать, чистый номер. Не первый раз останавливаюсь здесь. Как по мне, это лучший вариант в городе по соотношению цена-качество!",Старый смеситель в ванной комнате.,9.2,10.0,dnepropetrovsk.uk.html
Я проживала в номере на 4 этаже с балконом и видом на р.,Я проживала в номере на 4 этаже с балконом и видом на р.Днепр.   В кафе отеля заказывала себе и завтраки и несколько раз пообедала. Всё вкусно!!!!! Рекомендую!,"Номер времён 80-х, даже запах мебели как в детстве! Обои в нескольких местах порваны. И удивило количество переносок по периметру номера.",9.2,10.0,dnepropetrovsk.uk.html
Днепр как он есть,"Вид из номера на набережную и место нахождения отеля - идеально! до Мост сити, лучших ресторанов, Монастырского острова пешком 5- 10 минут","советская мебель, продуваемые насквозь оконные рамы, жутко пыльные плохо пахнущие полотенца!!!",7.9,10.0,dnepropetrovsk.uk.html
"В целом переночевать 2-3 ночи - вполне, чисто и тихо.","Расположение отеля - однозначный плюс, в целом получила то, что ожидала - 3 звезды бОльшего и не предусматривают. В номере чисто, тихо, одеяла, полотенца, всё было норм. В столовую на втором этаже попасть не удалось - было много гостей в обеденное время.","Постельное белье могло быть и чище... Душ подтекает. Маленький балкончик в номере порадовал, но неплохо было бы его регулярно мыть от голубиного помёта. Мусор вынесли только после первых суток, после вторых уборки не было, ну и ладно. Не хватало в номере бутылочки воды, обычно в трехзвёздочных водичка есть....",7.9,10.0,dnepropetrovsk.uk.html
"Расположение - отличное, как все и отмечают.","Расположение - отличное, как все и отмечают.","Комната из Советского Союза, и я бы не сказал, что отдал маленькие деньги за этот номер. Мебель старая, даже двери и окна деревянные, а не пластиковые. Из-за этого и шум с улицы слышно, и ветер дует (благо, что я в теплое время приезжал).",7.1,10.0,dnepropetrovsk.uk.html
Очень понравилось расположения отеля!,"Очень понравилось расположения отеля!Выходишь из здания,переходишь на светофоре проезжую часть и ты на набережной! Супер! Мы проживали на 4 этаже,но даже там открывался превосходный панорамный вид!Номер аккуратный и чистый,ванная комната -чистенькая,есть горячая вода.В нашем номере был холодильник.В целом,за эти деньги,вполне привлекательный вариант!","Фассад отеля нуждается ремонте!В большинстве номеров старые, еще советских времен, деревянные окна,из за этого в номере шумновато.В нашем номере была старая мебель.",9.2,10.0,dnepropetrovsk.uk.html
Чистый номер и постель.,Чистый номер и постель. Вкусный завтрак.,"Грубый персонал на ресепшене. Заедающая дверь в номер, которую необходимо было открывать и закрывать «по особой системе».",7.5,10.0,dnepropetrovsk.uk.html
"Несмотря на то, что гостиница снаружи выглядит по-советски,...","Несмотря на то, что гостиница снаружи выглядит по-советски, внутри там хорошо и современно. Мебель хорошая, вид из окна просто супер, администраторы очень приятные, все аккуратно и приятно.","Плохая сантехника в душе: дешевая маленькая лейка, которая ещё и оказалась протекающей. В брони на Booking номер был забронирован «Люкс», а заселили в «Повышенный комфорт» или что-то такое.",8.8,10.0,dnepropetrovsk.uk.html
Вид из окна.,Вид из окна.,"Останавливались в номере 417. Ужасные кровати , высокие быльца со всех сторон. Такое ощущение что лежишь в гробу. Срочно поменяйте кровати. Матрасы норм. Бронировали номер с одной большой кроватью, в итоге получилось 2 маленьких.",5.8,10.0,dnepropetrovsk.uk.html
"Это худшее место в Украине, где мне приходилось останавливаться.",Расположение. Сразу на набережной .,"Персонал не корректно отвечает на вопросы, не вежливый-хамит. Номер-советский союз (фото прилагаю), запах старости, одеяла и подушки старые, противно в руки взять. Фен по звонку приносит горничная. Розетки и переноска в аварийном состоянии. На этаже пахнёт столовой.",4.2,10.0,dnepropetrovsk.uk.html
Проведённое время.,Проведённое время.,"Потресканый деревянный балконный блок, мигающее освещение, разлезшиеся стыки обоев на потолке. Номер 433. Неприятная картина, это же лицо города! Жаль ,,,Рассвет'' закрыт. За те же деньги такой же номер, но-супер.",7.5,10.0,dnepropetrovsk.uk.html
Грубость заведующего!,,"Грубость заведующего! Ужастный утюг с нагорном на покрытии из за которого испортила свои вещи! Заведующая не извинилась, нагрубила!!!! Об компенсации отель отказался! Номер за 821 грн с обдертыми стенами и отваленым потолком! С ржавой ванной и грязным ковролином в пятнах!!!!",3.8,10.0,dnepropetrovsk.uk.html
"Уютно, скромно, недорого и спокойно.","Уютный чистый номер, минимум формальностей при регистрации, есть душ с горячей водой и кондиционер с холодильником. Очень удобно добираться и красивый вид, небольшая и доступная цена за номер, думаю вскоре поселюсь здесь еще не раз!",Претензий к проживанию не имею,9.2,10.0,dnepropetrovsk.uk.html
Вид на набережную и просторный номер.,Вид на набережную и просторный номер.,"При заезде были проблемы с терминалом (проблемы со стороны отеля), на что девочки на ресепшене потребовали оставить у себя мой паспорт в залог оплаты. WTF???!!! Пришлось снимать деньги в банкомате и платить наличкой. Отвратительно грязный ковер в номере, весь в пятнах. Думаю, можно потратиться на химчистку ковра, особенно если это люкс.",5.8,10.0,dnepropetrovsk.uk.html
"а общем проживание понравилось,но хотелось бы что бы чище было","в отеле не завтракали по личным причинам ,расположение великолепоное","в номере при заселении было не очень чисто-грязный ковер ,диван в пятнах.грязный балкон",5.8,10.0,dnepropetrovsk.uk.html
Предложений я в культуральном шоке,месторасположение идеальное персонал отзывчивый ...,Завтрак очень плохой и скудный . мне дали на завтрак под протухшие помидоры . кроме этого я дожидался какое то время вилку ( ножи и ложки были на столе ). Картофельное пюре было невкусным - все это напоминало вкус типичной дешевой столовой времен из СССР в номере не работали розетки и  взамен розеток удлинитель  кровати с типичными ужасными покрывалами холодильник - старый потрепанный от туда же из СССР ну и конечно же номер стоил 500 гривен с чем то  без кондиционера....,4.6,10.0,dnepropetrovsk.uk.html
"Номер, который я забронировала (полулюкс эконом-класса), нам...","Номер, который я забронировала (полулюкс эконом-класса), нам не понравился. Я считаю, его необходимо предлагать как 2-хкомнатный стандарт. Поэтому мы перешли в номер-люкс с видом на реку. Номер отличный!!! Вкусный завтрак, который включен в стоимость. Отдохнули отлично!!!",Полулюкс эконом-класса.,8.8,10.0,dnepropetrovsk.uk.html
Только расположение понравилось.,Только расположение понравилось. Завтрак не заказывали. Порадовало чистое постельное белье,"Отсутствие ремонта в комнате, старые и грязные шторы, общий вид комнаты, старая мебель. Полотенца в ванной со следами помады/краски.",5.0,10.0,dnepropetrovsk.uk.html
Чувствовали себя уютно!,"Выбрали эту гостиницу именно из-за расположения- прямо вдоль набережной.кровать удобная,белье безупречно белое- спали прекрасно!по просьбе сразу принесли фен в номер.сам номер даже превзошел ожидания- телевизор, холодильник,кондиционер- все нормально работает!понравились витражи на этажах. Вид из холла на набережную ,конечно,очень радует! Остались довольны,приедем ещё!",,7.9,10.0,dnepropetrovsk.uk.html
"По цене ожидалось более комфортное проживание, шумно. Предпочту другой отель в следующий раз","Расположение отеля удобное, недалеко от центра города, на берегу реки Днепр. Набережная красивая и привлекательная для прогулки. Ремонт в отеле сделан, насколько я увидела, в холле на 1 этаже и на 2 этаже, где располагается кафе-бар.","Моя комната располагалась на 8 этаже, ремонта не было с советских времен, сантехника работает очень слабо, тюль на окне рваный, ковры в коридоре стерты до основания. Вид из окна на реку красивый, но эта сторона очень шумная ввиду оживленного автомобильного движения по 4 полосам, так что без беруш ночью спать невозможно, благо они у меня были с собой.",6.3,10.0,dnepropetrovsk.uk.html
"В целом я доволен, что мне предоставили оба номера с видом на Днепр","Впечатление выше ожидаемого! Особенно ощутил и прочувствовал всю силу слов нашего классика Н. В.Гоголя, , когда вышел на балкон с видом на Днепр. Такая панорама и близость набережной с Монастырским островом делает гостиницу жемчужиной Днепра.","Парковка во дворе гостиницы. Полный дискомфорт, если говорить о платной парковке для гостей. Несколько обустроенных мест с навесами заняты местными машинами. Мне же пришлось полчаса отмывать липкую грязь после ночной стоянки под липами. Либо искать в незнакомом городе автомойку  за 150 гр.",7.9,10.0,dnepropetrovsk.uk.html
"отличный вариант, рекомендую","Отлично. Останавливаюсь уже не в первый раз. Уютно, комфортно, на хорошей транспортной развязке. Вид из окна - это самый большой плюс гостиницы)","Из минуса - по соседству шумная молодежь, общежитие. Летом с открытым окном не поспишь. Но и здесь можно найти выход из положения - закрываем окна, включаем кондиционер и сон будет крепким.",9.2,10.0,dnepropetrovsk.uk.html
Бюджетный вариант проживания в Днепре,"Хорошее расположение на набережной, недалеко от центра. Уборка каждый день. Кровать новая и чистая. Персонал приветливый.","Номер нуждается в ремонте: старая мебель, техника и санузел. Нету фена.  В номере ""пахнет СССР"".",6.7,10.0,dnepropetrovsk.uk.html
"Отличное расположение, хорошее кафе.","Отличное расположение, хорошее кафе. Соотношение ""цена - качество"" приемлемое. На недолгое время проживания (до 3 дней) вполне себе вариант. С чистотой есть вопросы, но немного. Сервис - между хорошо и удовлетворительно.",,6.3,10.0,dnepropetrovsk.uk.html
Отличное место расположение,Отличное место расположение,"При бронировании номера ,оказалось что мой номер был занят другим постояльцем
Уборка в коридорах происходит шу но и очень рано не возможно поспать",5.0,10.0,dnepropetrovsk.uk.html
В целом все как описывалось в отзывах других клиентов;) Жить можно!),"- Хорошее расположение - Набережная - Лифт и хол - Уборка и т.д. практически ежедневная - Все услуги описанные были доступны - Персонал хороший, быстро зарегистрировали и дали номер, так же и выселили.","- Шум от улицы, не очень шумоизоляции - Местами было старо и слегка не приемлемо в этом плане - Не работала одна розетка возле кровати.",7.9,10.0,dnepropetrovsk.uk.html
"Ресепшн хорошо, лифт комфортный, номер не очень комфортно,...","Ресепшн хорошо, лифт комфортный, номер не очень комфортно, грязновато, балкон заклеин, пульта от кондиционера нету, переключатель на душ в неисправном состоянии, кровать хорошая.",,6.7,10.0,dnepropetrovsk.uk.html
"Наверное нам просто повезло, но check in для нас сделали...","Наверное нам просто повезло, но check in для нас сделали намного раньше и это был существенный плюс для нас. После поезда иметь возможность принять душ и переодеться это прекрасно.",,9.6,10.0,dnepropetrovsk.uk.html
Назад в СССР,Новая кровать и чистая постель . Есть полотенца чистые и умывальные принадлежности,"В умывальнике - расположение крана очень странное , он почти упирается в сам умывальник и пользоваться умывальником очень трудно:)",7.5,10.0,dnepropetrovsk.uk.html
Очень хорошее кафе.,Очень хорошее кафе. Вкусная и недорогая еда. Красивый вид из окна.,"Номер на момент заезда не был убран вообще, хотя освободили его еще накануне. Окна в принципе заколочены, открывается только форточка. Я, понимаю, что номер ""эконом"", но это слишком. Персонал, как в Совдепии.",4.0,10.0,dnepropetrovsk.uk.html
Ужас.,"Дружелюбный, приветливый персонал на ресепшен. Гибкий подход к бронированию.","Ужасный шумный, старый и ржавый холодильник. Ковровые старые дорожки прибиты к паркету. В матрасе вылезли пружины и давили в спину. Заштопанное постельное белье. Полотенца грязные просто забирали, не меняли. Дверь на балкон забита огромными гвоздями. В ванной нет поручня, невозможно забраться в саму ванну. С потолка свисают хлопья. Телевизор включить не смогла. Возле замка отбит кусок стены. В ванной черно от плесени.",6.3,10.0,dnepropetrovsk.uk.html
Научите ресепшен разговаривать,Отличный WiFi и расположение. Приемлемая цена.,"Заказывала номер с балконом. Это принципиально важно для курящего человека. На ресепшен сообщили что балкон есть, но он не открывается. Администраторы крайне не любезны. Стены очень тонкие, слышно каждый звук от соседа. Кровати в экономе под рост до 175.",6.7,10.0,dnepropetrovsk.uk.html
"На завтраке долго ждали официанта, после того как принесли...",,"На завтраке долго ждали официанта, после того как принесли блюда, очень долго ждали приборы, ножи брались с других столов где ранее завтракали другие постояльцы отеля.",4.6,10.0,dnepropetrovsk.uk.html
Расположение.,Расположение.,"Бронировал номер с большой одной односпальной кроватью, номер дали с двумя маленькими односпальными кроватями! Обратился с этим вопросом на рецепцию, получил ответ: ""А закончились с одной односпальной кроватью!"". На мой вопрос: "" А какой тогда смысл тогда БРОНИРОВАНИЯ, если вы даете номера по факту наличия ????"" отвернули голову в другую сторону! Обслуживания никакое, ужасное, - не извините не простите! Какие 3 звезды, о чём речь!  Уборка номера на против в 6-00 утра тоже очень порадовала, особенно пылесос! Просто класс !!!",5.4,10.0,dnepropetrovsk.uk.html
