title,pos_text,neg_text,ratingValue,bestRating,hotel
"Гостиница находится в центре города, возле парка.","Гостиница находится в центре города, возле парка. Номера светлые, уютные, чистые, функциональные. Ресторан и его персонал заслуживают наивысшей похвалы как в приготовлении блюд, так и в обслуживании. Завтрак великолепный: разнообразный, насыщенный, много видов холодных и горячих напитков, молочных продуктов, мясных, каши, салаты, нарезка, мясные и овощные основные блюда, дессерты, и т.д.  Приятно всегда приезжать в Ивано-Франковск, потому что в нём есть такая гостеприимная команда гостиницы ""Надія"".",,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Всё отлично, кроме пауков.","Чисто, комфортно, прекрасная кухня - поварам отдельное спасибо. Отель очень ухоженный, на постельное бельё приятно ложиться и полотенца в надлежащем состоянии. В И.-Франковске останавливаюсь в Nadiya уже не первый раз, но летом впервые.",Это больше пожелание - поставить москитные сетки на окна. Летом в номере жарко и чтобы почувствовать вечернюю прохладу окно открывала настежь. В открытые окна заползают большущие пауки. Даже фото на память с одним сделала.,8.8,10.0,nadiya-ivano-frankivsk.uk.html
Великолепный отель,"Очень хороший отель с идеальный уровнем сервиса, который ожидаешь получит за цену. Отличные завтраки. Идеальная чистота и приятный персонал. Расположен в 200 метров от исторического центра. Тот случай, когда не ждешь ничего, а реальность в разы круче фото на букинге.","Платная парковка для посетителей отеля. Дешевая, но все равно неприятная мелочь.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Понравилась все.,"Понравилась все. Не первый раз останавливаюсь в этом отеле. Плохо, что 30.07.2019 р. пропала по всему городу вода. Не было води и в отеле тоже. Принесли бутель воды для выхода из ситуации.",,9.0,10.0,nadiya-ivano-frankivsk.uk.html
"Отличный отель,шикарный вид с окна.","Отличный отель,шикарный вид с окна.В номере есть все что нужно: большой шкаф,рабочее место,телевизор,мини бар. И отличные завтраки(шведская линия).",Номер показался немного тесноват.За стеной целую ночь был включен телевизор и я слушал новостной канал(шумоизоляция между номерами плохая).,9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Месторасположение супер, лучший завтрак, лучшее соотношение...","Месторасположение супер, лучший завтрак, лучшее соотношение цена/качество )) однозначно можно рекомендовать","Номерной фонд конечно совок, платная парковка для госьей((",9.6,10.0,nadiya-ivano-frankivsk.uk.html
"В гостинице, несколько ресторанов.","В гостинице, несколько ресторанов. Чисто и уютно. Немного задержалась с выселением , ни кто не стучал и не выгонял из номера. Все отлично для областного города и большей гостиницы.","WiFi - очень слабый интернет, очень долго загружались  файлы но и конечно фильм скачать себе в дорогу не смогла( а дорога то 19 часов пути)",7.9,10.0,nadiya-ivano-frankivsk.uk.html
"Понравилось:
",,"Понравилось:
- наличие дополнительного сервиса (массаж, парикмахерская)
- швецкий стол
- удобная кровать
- качество и комплектация с/у
Улучшить:
- увеличить стоянку для велосипедов (любое помещение подойдёт)",10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Мне в вашей гостинице понравилось все, хоть я был там одну...","Мне в вашей гостинице понравилось все, хоть я был там одну ночь. Ребята вы больше молодцы так держать. Уютный номер, приветливый персона.",Когда на летней площадке попросил счёт мне его официант сказал по памяти я не видел распечатоного чека. Изминити это Ваш гость должен видеть за что он платит.,9.6,10.0,nadiya-ivano-frankivsk.uk.html
Высший класс!,"Понравилось? Да я в восторге! Прекрасный номер, отличное месторасположение, очень вкусный и обильный завтрак (и начинается достаточно рано, чем не все гостиницы могут похвастаться). Персоналу отдельно - мои аплодисменты!",Все просто идеально.,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Очень удобное расположение отеля (до туристической части...,Очень удобное расположение отеля (до туристической части города несколько минут хотьбы; до вокзала до 10 минут пешком).,"Удивило, что тапочки за отдельную плату.",8.8,10.0,nadiya-ivano-frankivsk.uk.html
Шикарный отель как для деловой поездки так и отдыха.,"Останавливаюсь второй раз в этом отеле и не жалею, хорошие чистые номера, спальня отделена от коридора небольшим предбанником и посторонние шумы не мешают. Близость к жд вокзалу. Все чистенько, аккуратно и со вкусом. Очень разнообразные завтраки, ТАК ДЕРЖАТЬ!",немного не стабильный сигнал вай-фай.,9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Все было хорошо, чисто.","Все было хорошо, чисто. Завтрак отличный. Центр, 5 минут вокзал.","Парковка платная, у меня такое вправе, так как гостиница не дешёвая и за парковку платить. Повздорили при оформления, так как с нас требовали приказ на командировку чтоб мы могли получить нужные нам документы, при этом оплачивали на месте!",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Готова ездить в Ивано-Франковск абы только жить здесь,"Расположение прекрасное, буквально 10 мину до центра и 15 минут от аэропорта. Сам отель просто чудо, вот бы в каждом крупном городе был бы такой. Первое что хочу отметить так это то что заселили в 12 дня, не нужно было ждать до двух, номер чистый, аккуратный, есть все необходимое для комфортного пребывания. Работает рум сервис, есть рестораны, свой супермаркет, работающий до 23:00, салон красоты, одни словом город в городе, еле заставила себя выйти на прогулку. Номер на 7ом этаже с прекрасным видом на город, персонал помог вызвать такси ранним утром, приготивили ланч-бокс в качестве завтрака, т.к. был утренний рейс. Завтраки очень хорошие, большой выбор, особенно сыры и творог, кто любит молочку - будете в восторге. Вкусный кофе, изумительная выпечка, и даже тыквенная каша и банош, лучше и придумать нельзя. Процветания Вам и огромное спасибо каждому сотруднику за такие прекрасные выходные)","Нет такого, вот при всем желании придраться не нашлось, может, разве что, немного телевизор барахлил, но это мелочи.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Отличный отель в центре,"Отличный отель в самом центре. В 10 минутах ходьбы от вокзала и столько же до стометровки. Завтрак - шведский стол хороший, много всего. Номер брали делюкс на двоих. Места много, кровать шикарная, мягкая. Номер чистый. Как и туалет. Телевизор работает. В общем на пятёрочку. В номере был сейф и холодильник. Кресло разлаживалось, так что при необходимости и трое смогли бы там ночевать",дверь в туалет без замка,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Хорошее расположение.,"Хорошее расположение. Чисто. Удобно, что в отеле есть продуктовый магазин, который работает до 23-00.","Номер маленький, двухместный - всего 14 кв.м. Из косметики был только гель для душа и кусочек мыла. Нет даже шапочки для душа. В воскресенье, когда гуляют свадьбу в ресторане отеля, очень шумно.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
"Завтрак просто обьеденье, даже после окончания, вежливо...","Завтрак просто обьеденье, даже после окончания, вежливо накормили. Это супер. Чистота везде...вежливость везде.",Ну стоянка за 75 грн / ночь это очееь очень дорого !!,8.8,10.0,nadiya-ivano-frankivsk.uk.html
Все отлично. Мне все понравилось.,"Гостиница расположена в центральной части города, сразу за ней есть прекрасный парк в котором можно гулять. В пешей доступности пешеходная зона города, кафешки, рестораны, магазины, все рядом. Очень близко ЖД вокзал. Рекомендую саму гостиницу да и сам город.","Я желаю гостинице только процветания. Тапочки одноразовые в номер, может халаты. Ну и я не раз встречал в других гостиницах, при позднем заезде делают скидку, я в данном случае заселился почти в 12 ночи, может это предусмотреть, скидка при позднем заселении. Выехал из гостиницы в 8 утра, стараюсь быть правильным туристом.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
На одну две ночи - супер!,"Завтра это просто бомба! неожиданно за такие деньги. Очень чисто в номере, даже грибка в душе небыло.","Ресепшн работает медленно, когда наплыв людей то очереди большие.",9.6,10.0,nadiya-ivano-frankivsk.uk.html
Расположение.,Расположение. Очень хороший шведский стол на завтрак,"Информировал о раннем заселении. Поселился, а принадлежности в душе были не все, отсутствовал гель для душа (после обращения на рецепцию доложили)",9.6,10.0,nadiya-ivano-frankivsk.uk.html
"Приятным моментом стало то, что при заезде мне предложили...","Приятным моментом стало то, что при заезде мне предложили улучшенный номер без дополнительной платы. Номер просторный и чистый. Мне очень нравится комфортное кресло, в которое приятно окунуться после тяжелого дня. Персонал отеля на высоте: помогут, подскажут, организуют. Очень нравятся завтраки. Без сомнения один из моих любимых отелей :)",,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Останавливалсь здесь уже второй раз, перед походом.","Останавливалсь здесь уже второй раз, перед походом. Все очень нравится: замечательные девушки на ресепшене, чистые номера, чистое постельное белье, шикарные завтраки. На этот раз мне предложиле номер на восьмом этаже с красивым видом на вечерний город.  Когда в следующий раз буду в Ивано-Франковске, выберу отель ""Надiя"" :)","В стандартном номере очень не хватает чайничка, чтобы кипятить воду.",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Расположение хорошее.,"Расположение хорошее. Рядом небольшой парк, просторно. Минус - мы когда приехали с ребенком 1,4 месяца, нам предоставили номер на самом верхнем этаже. Номер был с запахом сигарет, с старой сантехникой. Похоже, что на том этаже совсем редко появлялись жильцы, или те - которых высылали и им все равно в каких условиях проживать. На наше замечание - оказалось, что в отеле много свободных номеров нашего забронированного семейного класса и тогда нам предоставили на выбор из 6-7. В ресторане при заказе в номер случайно ресторан насчитал дополнительно почти 30% стоимости, объяснив ошибкой. В итоге: мы проживали в хорошем, чистом номере, с новой сантехникой и душевой, чистом семейном номере без запаха сигаретного дыма, с вкусным завтраком и внимательном утреннем персонале. Заезд был в воскресенье вечером.",,7.1,10.0,nadiya-ivano-frankivsk.uk.html
Отличный вариант.,"Отличный вариант.Отель -в самом центре,номера чистые,все необходимое присутствует. Звукоизоляция хорошая. Завтрак-выше всяких похвал,на любой вкус. Рекомендую!",Не заметила.,10.0,10.0,nadiya-ivano-frankivsk.uk.html
"Отличный отель, сервис на высоком уровне, во всем...","Отличный отель, сервис на высоком уровне, во всем чувствуется системный подход. Прекрасный шведский стол на завтрак. Есть услуга бесплатного хранения багажа после выселения.",Четче прописать при бронировании об оплате тур.сбора.,10.0,10.0,nadiya-ivano-frankivsk.uk.html
Хороший отель в центре города,"Номер просторный, большие окна с видом на город, чисто, хороший выбор в мини-баре (за деньги), приятный персонал на ресепшене, пешком 5 минут до Стометровки и различных кафе, в комплексе отеля есть салон красоты и кафе (но в них не была). В целом от отеля очень хорошее впечатление, рекомендую","В номере питьевая вода в бутылке была только за деньги в мини-баре (но за разумную плату 9грн), в коридоре на этаже был устойчивый запах сигарет, также в коридоре на наём этаже был склад кроватей (на качество проживания это никак не повлияло, но немного испортило общее впечатление от отеля)",9.2,10.0,nadiya-ivano-frankivsk.uk.html
"Удобное расположение, в самом центре города.","Удобное расположение, в самом центре города.","Очень плохая шумоизоляция, шум от лифта очень сильно слышен в номере. Когда в соседнем номере разговаривают, ощущение, что у меня в номере.",7.5,10.0,nadiya-ivano-frankivsk.uk.html
"Сама гостиница, чистая, для переночевать то что нужно.","Сама гостиница, чистая, для переночевать то что нужно. Хороший завтрак, шведский стол, это важно.","Не понятки со стоянкой перед отелем, Стоянка дорого, парковщик хотел взять деньги за стоянку, когда я даже не заезжал на территорию стоянки.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
Хорошие завтраки в отеле.,"Хорошие завтраки в отеле. есть все необходимое. Даже некоторые виды изделий являются эксклюзивными ....т.е. их нет в других сетях отелей. Набор телепрограмм в гостинице хороший. Но если бы были National Geographic  и Discovery было бы вообще очень прекрасно. Удобный письменный стол и хороший  свет над столом, что позволяет работать с документами даже ночью....","Я останавливался во многих номерах данного отеля, и в холодное зимнее время в некоторых номерах немного прохладно , особенно с утра и днем. В вечернее время батареи становятся немного теплее",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Отличный персонал.,Отличный персонал. Удобный чистый номер. Из минусов - слышимость того что происходит в коридоре и у соседей и очень грязный тюль.,Из минусов - слышимость того что происходит в коридоре и у соседей и очень грязный тюль.,8.3,10.0,nadiya-ivano-frankivsk.uk.html
Расположение.,"Расположение. Завтрак. Возможность раннего заселения. Сан узел хороший. Было тепло, горячей воды не жалели) Есть парковка, такси удобно подъехать. От жд вокзала ехать 7 минут. Идти , наверное, 10-15 минут.","Доплатил за возможность раннего заселения но, мне предложили ЭТАЖ ДЛЯ КУРЯЩИХ ?! Я не курю, первый раз слышу про такие этажи. Там действительно не важно пахло. Услуга ""погладить рубашку"". Спускаетесь на второй этаж, заходите в комнату, где утюги закреплены в стену что бы их не спиздили)) прошлый век. Номер средней паршивости 632 по моему. с видом на площадь.",7.9,10.0,nadiya-ivano-frankivsk.uk.html
"Очень неплохое место для отдыха, если будет возможность - остановлюсь ещё.","Большая душевая, чистое белоснежное бельё, персонал отличный, работает быстро и качественно. Плюс, я жила на 8 этаже и вид из окна был чудесный.","Отсутствие чайника, и пусть есть возможность заказать чай, кофе в номер, но когда ты приехал отдохнуть после долгой поездки, хочется немного уединения и даже такая мелочь как вызов кого-то в номер немного огорчает. Также проблема, если есть желание выпить чего-то гарячего в часа три ночи, а уже и вызвать некого.",9.5,10.0,nadiya-ivano-frankivsk.uk.html
Цена - качество! Отлично!,Понравилось чистота И удобства в номере за такую цену,"Не понравилось, постель была очень жесткой, кровать не совсем удобная, не мог заснуть долго, и свадьба была, мне дали номер на 8 этаже, всю музыку я слышал, а с закрытым окном, отапливает комнату батарея и баня.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
"Удобное расположение, чисто, аккуратно.","Удобное расположение, чисто, аккуратно. Похож на киевский отель Лыбидь. Адекватный персонал.","В номере не было кондиционера. Осенью не критично, но летом было бы тяжело. (Не отрицаю, что там есть климат-контроль, который я не заметила)",10.0,10.0,nadiya-ivano-frankivsk.uk.html
Мне предложили номер с большей кроватью и телевизором.,Мне предложили номер с большей кроватью и телевизором. Вид из окна неплохой. На просьбу убрать в номере быстро отреагировали.,"Завтрак, включенный в стоимость, того не стоит. На мой личный взгляд, разнообразие и качество могло быть выше для отеля такого уровня. Непонятно, продезинфицированы ли унитазы. Я даже в хостелах вижу наклейки после дезинфекции, а тут нет.",9.2,10.0,nadiya-ivano-frankivsk.uk.html
